id,project_name,contract_name,contract_amount,buyer,supplier,procurement_method
509,哈尔滨医科大学附属肿瘤医院医保微信移动支付单一来源公告,哈尔滨医科大学附属肿瘤医院医保微信移动支付单一来源公告,,未知,未知,公开招标
510,城乡义务教育生均公用经费（小学）保安服务采购项目,城乡义务教育生均公用经费（小学）保安服务采购项目,88.13,北京市海淀区中关村第三小学,未知,公开招标
511,餐厨垃圾清运服务第1次再次采购,餐厨垃圾清运服务第1次再次采购,963.5,上海市闵行区虹桥镇城市建设管理事务中心,未知,公开招标
512,餐厨垃圾清运服务第1次再次采购,餐厨垃圾清运服务第1次再次采购,963.5,上海市闵行区虹桥镇城市建设管理事务中心,未知,公开招标
513,新华社区采购办公家具,新华社区采购办公家具,43.02,葛店镇人民政府,未知,公开招标
514,榕江县校园班班通设备采购项目,榕江县校园班班通设备采购项目,479.2,榕江县教育局,未知,公开招标
515,广州市海珠区国土空间规划动态维护招标公告,广州市海珠区国土空间规划动态维护招标公告,,未知,未知,公开招标
516,河南科技大学智慧农业装备平台畜牧兽医学科核心竞争力提升项目,河南科技大学智慧农业装备平台畜牧兽医学科核心竞争力提升项目,200.0,河南科技大学,未知,公开招标
517,民乐县民联镇人民政府民乐县民联镇2025年整镇推进农村环境整治项目（吸污车采购）招标公告,民乐县民联镇人民政府民乐县民联镇2025年整镇推进农村环境整治项目（吸污车采购）招标公告,,未知,未知,公开招标
518,中国农业科学院蜜蜂研究所农业农村部蜂产品加工技术科研试验基地建设项目,中国农业科学院蜜蜂研究所农业农村部蜂产品加工技术科研试验基地建设项目,628.25,中国农业科学院蜜蜂研究所,未知,公开招标
519,东南大学干部人事档案库房智能管理系统采购,东南大学干部人事档案库房智能管理系统采购,38.0,东南大学,未知,公开招标
520,佳木斯市中心医院病理科体外诊断试剂(二次)招标公告,佳木斯市中心医院病理科体外诊断试剂(二次)招标公告,,未知,未知,公开招标
521,2026年度湖东街道市容服务项目,2026年度湖东街道市容服务项目,200.0,湖州市吴兴区人民政府湖东街道办事处,未知,公开招标
522,库尔勒市第二十一中学科技进校园设备及配件设施采购项目,库尔勒市第二十一中学科技进校园设备及配件设施采购项目,42.94,库尔勒市第二十一中学,未知,公开招标
523,西安市公安局西咸新区公安局工会会员福利二标段招标公告,西安市公安局西咸新区公安局工会会员福利二标段招标公告,,未知,未知,公开招标
524,信息公告,信息公告,,未知,未知,公开招标
525,谷城县民政局低保对象住院陪护购买服务,谷城县民政局低保对象住院陪护购买服务,380.0,谷城县民政局本级,未知,公开招标
526,武汉铁路职业技术学院轨道交通产教融合大楼项目建议书、可行性研究报告咨询服务项目,武汉铁路职业技术学院轨道交通产教融合大楼项目建议书、可行性研究报告咨询服务项目,18.0,武汉铁路职业技术学院,未知,公开招标
527,2025年昆明市延安医院（妇科产科）彩超维保项目,2025年昆明市延安医院（妇科产科）彩超维保项目,22.46,昆明市延安医院,未知,公开招标
528,激波管成像光谱诊断系统,激波管成像光谱诊断系统,720.0,西南科技大学,未知,公开招标
529,2026-2027年度自治区本级财政投资评审服务框架协议采购,2026-2027年度自治区本级财政投资评审服务框架协议采购,0.0,广西壮族自治区财政厅财政投资评审中心,未知,公开招标
530,光谷人民医院信息化终端及相关设备采购项目,光谷人民医院信息化终端及相关设备采购项目,958.4,武汉东湖新技术开发区卫生健康局,未知,公开招标
531,昭通市中医医院口腔科口腔显微镜等医疗设备采购,昭通市中医医院口腔科口腔显微镜等医疗设备采购,70.0,昭通市中医医院,未知,公开招标
532,云南大学附属医院重大疑难疾病中西医协同设备采购项目（二）,云南大学附属医院重大疑难疾病中西医协同设备采购项目（二）,57.0,云南大学附属医院,未知,公开招标
533,云南大学附属医院重大疑难疾病中西医协同设备采购项目（三）,云南大学附属医院重大疑难疾病中西医协同设备采购项目（三）,108.0,云南大学附属医院,未知,公开招标
534,超声诊断系统,超声诊断系统,125.0,十堰市太和医院,未知,公开招标
535,2025年江苏省政务“一朵云”盐城骨干节点（县区云服务）采购项目,2025年江苏省政务“一朵云”盐城骨干节点（县区云服务）采购项目,2382.2,盐城市大数据管理中心,未知,公开招标
536,2026年度局机关饭堂食材配送服务招标公告,2026年度局机关饭堂食材配送服务招标公告,,未知,未知,公开招标
537,吉林大学第一医院超声治疗仪(聚焦超声皮肤治疗仪)采购项目,吉林大学第一医院超声治疗仪(聚焦超声皮肤治疗仪)采购项目,140.0,吉林大学第一医院,未知,公开招标
538,眼科手术显微镜采购项目招标公告,眼科手术显微镜采购项目招标公告,,未知,未知,公开招标
539,宁德师范学院附属宁德市医院2025年病理科肿瘤基因外送检测服务项目,宁德师范学院附属宁德市医院2025年病理科肿瘤基因外送检测服务项目,100.0,宁德师范学院附属宁德市医院,未知,公开招标
540,2025-2028年度福州市鼓楼区老旧小区化粪池清掏服务,2025-2028年度福州市鼓楼区老旧小区化粪池清掏服务,160.0,福州市鼓楼区住房和建设局,未知,公开招标
541,金华经济技术开发区生活垃圾分类第三方考评服务项目,金华经济技术开发区生活垃圾分类第三方考评服务项目,204.0,金华经济技术开发区建设更新部,未知,公开招标
542,柯坪县驼毛绒清洗设备采购项目,柯坪县驼毛绒清洗设备采购项目,210.0,柯坪县农业农村局,未知,公开招标
543,长春高新技术产业开发区党政综合办公室法律专项服务征集采购项目,长春高新技术产业开发区党政综合办公室法律专项服务征集采购项目,0.0,长春高新技术产业开发区党政综合办公室,未知,公开招标
544,宁波市奉化区2026年-2028年城区道路等保洁服务项目,宁波市奉化区2026年-2028年城区道路等保洁服务项目,5733.2,宁波市奉化区住房和城乡建设局,未知,公开招标
545,武汉工程大学四号教学楼智慧化改造项目,武汉工程大学四号教学楼智慧化改造项目,800.54,武汉工程大学,未知,公开招标
546,2026年亮化巡查及维修服务,2026年亮化巡查及维修服务,199.35,武汉经济技术开发区（汉南区）城市管理执法局,未知,公开招标
547,响水县张集卫生院X线计算机体层摄影设备（CT）采购,响水县张集卫生院X线计算机体层摄影设备（CT）采购,250.0,响水县张集卫生院,未知,公开招标
548,江苏省公安厅证件制作中心居民身份证膜打印设备按印付费全包服务采购项目,江苏省公安厅证件制作中心居民身份证膜打印设备按印付费全包服务采购项目,524.0,江苏省公安厅证件制作中心,未知,公开招标
549,南京市鼓楼区华侨路社区卫生服务中心中药饮片及药事服务采购项目,南京市鼓楼区华侨路社区卫生服务中心中药饮片及药事服务采购项目,150.0,南京市鼓楼区华侨路社区卫生服务中心,未知,公开招标
550,“楚鹰”警航应用升级项目,“楚鹰”警航应用升级项目,178.19,宿迁市公安局,未知,公开招标
551,2025年甘肃省庆阳市东南部陇东地区生态保护修复和水土流失综合治理项目庆城县人工造乔木林(二次),2025年甘肃省庆阳市东南部陇东地区生态保护修复和水土流失综合治理项目庆城县人工造乔木林(二次),601.67,庆城县林业和草原局,未知,公开招标
552,可视化电生理精准诊断系统等设备购置项目,可视化电生理精准诊断系统等设备购置项目,281.48,北海市人民医院,未知,公开招标
553,黑龙江职业学院现代畜牧技术实训设备采购（农牧工程学院）(二次)招标公告,黑龙江职业学院现代畜牧技术实训设备采购（农牧工程学院）(二次)招标公告,,未知,未知,公开招标
554,信息公告,信息公告,,未知,未知,公开招标
555,谷城县民政局低保对象住院陪护购买服务,谷城县民政局低保对象住院陪护购买服务,380.0,谷城县民政局本级,未知,公开招标
556,武汉铁路职业技术学院轨道交通产教融合大楼项目建议书、可行性研究报告咨询服务项目,武汉铁路职业技术学院轨道交通产教融合大楼项目建议书、可行性研究报告咨询服务项目,18.0,武汉铁路职业技术学院,未知,公开招标
557,2025年昆明市延安医院（妇科产科）彩超维保项目,2025年昆明市延安医院（妇科产科）彩超维保项目,22.46,昆明市延安医院,未知,公开招标
558,激波管成像光谱诊断系统,激波管成像光谱诊断系统,720.0,西南科技大学,未知,公开招标
559,2026-2027年度自治区本级财政投资评审服务框架协议采购,2026-2027年度自治区本级财政投资评审服务框架协议采购,0.0,广西壮族自治区财政厅财政投资评审中心,未知,公开招标
560,光谷人民医院信息化终端及相关设备采购项目,光谷人民医院信息化终端及相关设备采购项目,958.4,武汉东湖新技术开发区卫生健康局,未知,公开招标
561,昭通市中医医院口腔科口腔显微镜等医疗设备采购,昭通市中医医院口腔科口腔显微镜等医疗设备采购,70.0,昭通市中医医院,未知,公开招标
562,云南大学附属医院重大疑难疾病中西医协同设备采购项目（二）,云南大学附属医院重大疑难疾病中西医协同设备采购项目（二）,57.0,云南大学附属医院,未知,公开招标
563,云南大学附属医院重大疑难疾病中西医协同设备采购项目（三）,云南大学附属医院重大疑难疾病中西医协同设备采购项目（三）,108.0,云南大学附属医院,未知,公开招标
564,超声诊断系统,超声诊断系统,125.0,十堰市太和医院,未知,公开招标
565,2025年江苏省政务“一朵云”盐城骨干节点（县区云服务）采购项目,2025年江苏省政务“一朵云”盐城骨干节点（县区云服务）采购项目,2382.2,盐城市大数据管理中心,未知,公开招标
566,2026年度局机关饭堂食材配送服务招标公告,2026年度局机关饭堂食材配送服务招标公告,,未知,未知,公开招标
567,吉林大学第一医院超声治疗仪(聚焦超声皮肤治疗仪)采购项目,吉林大学第一医院超声治疗仪(聚焦超声皮肤治疗仪)采购项目,140.0,吉林大学第一医院,未知,公开招标
568,眼科手术显微镜采购项目招标公告,眼科手术显微镜采购项目招标公告,,未知,未知,公开招标
569,宁德师范学院附属宁德市医院2025年病理科肿瘤基因外送检测服务项目,宁德师范学院附属宁德市医院2025年病理科肿瘤基因外送检测服务项目,100.0,宁德师范学院附属宁德市医院,未知,公开招标
570,2025-2028年度福州市鼓楼区老旧小区化粪池清掏服务,2025-2028年度福州市鼓楼区老旧小区化粪池清掏服务,160.0,福州市鼓楼区住房和建设局,未知,公开招标
571,金华经济技术开发区生活垃圾分类第三方考评服务项目,金华经济技术开发区生活垃圾分类第三方考评服务项目,204.0,金华经济技术开发区建设更新部,未知,公开招标
572,柯坪县驼毛绒清洗设备采购项目,柯坪县驼毛绒清洗设备采购项目,210.0,柯坪县农业农村局,未知,公开招标
573,长春高新技术产业开发区党政综合办公室法律专项服务征集采购项目,长春高新技术产业开发区党政综合办公室法律专项服务征集采购项目,0.0,长春高新技术产业开发区党政综合办公室,未知,公开招标
574,宁波市奉化区2026年-2028年城区道路等保洁服务项目,宁波市奉化区2026年-2028年城区道路等保洁服务项目,5733.2,宁波市奉化区住房和城乡建设局,未知,公开招标
575,武汉工程大学四号教学楼智慧化改造项目,武汉工程大学四号教学楼智慧化改造项目,800.54,武汉工程大学,未知,公开招标
576,2026年亮化巡查及维修服务,2026年亮化巡查及维修服务,199.35,武汉经济技术开发区（汉南区）城市管理执法局,未知,公开招标
577,响水县张集卫生院X线计算机体层摄影设备（CT）采购,响水县张集卫生院X线计算机体层摄影设备（CT）采购,250.0,响水县张集卫生院,未知,公开招标
578,江苏省公安厅证件制作中心居民身份证膜打印设备按印付费全包服务采购项目,江苏省公安厅证件制作中心居民身份证膜打印设备按印付费全包服务采购项目,524.0,江苏省公安厅证件制作中心,未知,公开招标
579,南京市鼓楼区华侨路社区卫生服务中心中药饮片及药事服务采购项目,南京市鼓楼区华侨路社区卫生服务中心中药饮片及药事服务采购项目,150.0,南京市鼓楼区华侨路社区卫生服务中心,未知,公开招标
580,“楚鹰”警航应用升级项目,“楚鹰”警航应用升级项目,178.19,宿迁市公安局,未知,公开招标
581,2025年甘肃省庆阳市东南部陇东地区生态保护修复和水土流失综合治理项目庆城县人工造乔木林(二次),2025年甘肃省庆阳市东南部陇东地区生态保护修复和水土流失综合治理项目庆城县人工造乔木林(二次),601.67,庆城县林业和草原局,未知,公开招标
582,可视化电生理精准诊断系统等设备购置项目,可视化电生理精准诊断系统等设备购置项目,281.48,北海市人民医院,未知,公开招标
583,黑龙江职业学院现代畜牧技术实训设备采购（农牧工程学院）(二次)招标公告,黑龙江职业学院现代畜牧技术实训设备采购（农牧工程学院）(二次)招标公告,,未知,未知,公开招标
584,哈尔滨理工大学超长期国债项目实验室管理平台等采购项目(二次)招标公告,哈尔滨理工大学超长期国债项目实验室管理平台等采购项目(二次)招标公告,,未知,未知,公开招标
585,2025年医学装备采购计划（第四批）,2025年医学装备采购计划（第四批）,369.0,重庆市江津区中心医院,未知,公开招标
586,康复设备一批第二次,康复设备一批第二次,139.4,黄冈市中医医院,未知,公开招标
587,河西学院附属张掖人民医院麻醉系统采购项目(三次)招标公告,河西学院附属张掖人民医院麻醉系统采购项目(三次)招标公告,,未知,未知,公开招标
588,云南省肿瘤医院2025年第112批政府采购（倒置荧光显微镜、全自动石蜡切片机、超低温冰箱、冰箱、倒置显微镜及成像系统、全自动冰冻切片机）,云南省肿瘤医院2025年第112批政府采购（倒置荧光显微镜、全自动石蜡切片机、超低温冰箱、冰箱、倒置显微镜及成像系统、全自动冰冻切片机）,128.85,云南省肿瘤医院,未知,公开招标
589,云南省肿瘤医院2025年第120批政府采购(高端彩色多普勒超声诊断仪),云南省肿瘤医院2025年第120批政府采购(高端彩色多普勒超声诊断仪),864.0,云南省肿瘤医院,未知,公开招标
590,楚雄彝族自治州人民医院2025年体检科高端彩色多普勒超声诊断系统、动脉硬化检测仪采购项目,楚雄彝族自治州人民医院2025年体检科高端彩色多普勒超声诊断系统、动脉硬化检测仪采购项目,217.0,楚雄彝族自治州人民医院,未知,公开招标
591,云南省肿瘤医院2025年第113批政府采购（电子鼻咽喉镜）,云南省肿瘤医院2025年第113批政府采购（电子鼻咽喉镜）,94.0,云南省肿瘤医院,未知,公开招标
592,互助县2025年渔业发展补助资金项目,互助县2025年渔业发展补助资金项目,287.0,互助土族自治县农业农村和科技局,未知,公开招标
593,虹口区视觉中枢平台——安全防护建设项目,虹口区视觉中枢平台——安全防护建设项目,390.5,上海市虹口区城市运行综合管理中心,未知,公开招标
594,上海世外教育附属虹口区欧阳学校物业管理采购服务,上海世外教育附属虹口区欧阳学校物业管理采购服务,303.3,上海世外教育附属虹口区欧阳学校,未知,公开招标
595,物业管理费,物业管理费,138.5,上海市虹口区卫生事务服务中心,未知,公开招标
596,2026年春节、元宵节花灯及灯饰亮化制作项目,2026年春节、元宵节花灯及灯饰亮化制作项目,179.86,西宁市城中区文体旅游科技局,未知,公开招标
597,2026年城中区南川河河道区域花灯及灯展亮化制作项目,2026年城中区南川河河道区域花灯及灯展亮化制作项目,260.07,西宁市城中区文体旅游科技局,未知,公开招标
598,虞城县农业农村局虞城县2025年玉米单产提升工程项目,虞城县农业农村局虞城县2025年玉米单产提升工程项目,2988.0,虞城县农业农村局,未知,公开招标
599,宁夏回族自治区中西医结合医院（宁夏回族自治区第三人民医院）妇产综合楼医疗设备购置项目第一批（一）,宁夏回族自治区中西医结合医院（宁夏回族自治区第三人民医院）妇产综合楼医疗设备购置项目第一批（一）,536.0,宁夏回族自治区中西医结合医院,未知,公开招标
600,彩色多普勒超声诊断仪采购项目招标公告,彩色多普勒超声诊断仪采购项目招标公告,,未知,未知,公开招标
601,物业管理服务-物业,物业管理服务-物业,117.01,上海财经大学附属北郊高级中学,未知,公开招标
602,敦煌市2026年度-2027年度党政机关和事业单位印刷服务框架协议采购项目,敦煌市2026年度-2027年度党政机关和事业单位印刷服务框架协议采购项目,0.0,敦煌市财政局,未知,公开招标
603,重庆市江北区观音桥商圈管理办公室所需社会综治服务项目,重庆市江北区观音桥商圈管理办公室所需社会综治服务项目,269.0,重庆市江北区观音桥商圈管理办公室,未知,公开招标
604,四川大学华西医院交通车租赁服务采购项目,四川大学华西医院交通车租赁服务采购项目,180.0,四川大学华西医院,未知,公开招标
605,珠海市北京师范大学香山中学设备购置--实验室类采购招标公告,珠海市北京师范大学香山中学设备购置--实验室类采购招标公告,,未知,未知,公开招标
606,吴忠市人民医院2025年第二批医疗器械设备更新补充采购项目四标段（二次）,吴忠市人民医院2025年第二批医疗器械设备更新补充采购项目四标段（二次）,26.0,吴忠市人民医院,未知,公开招标
607,临沧市人民医院2025年第二批医疗设备（脊柱骨病肿瘤科）专用设备采购（二次）,临沧市人民医院2025年第二批医疗设备（脊柱骨病肿瘤科）专用设备采购（二次）,294.0,临沧市人民医院,未知,公开招标
608,昆明市晋宁区中等专业学校购买学生管理服务,昆明市晋宁区中等专业学校购买学生管理服务,60.0,昆明市晋宁区中等专业学校,未知,公开招标
609,确山县民政局确山县中心城区综合养老改扩建项目新建建筑空调及电梯采购项目,确山县民政局确山县中心城区综合养老改扩建项目新建建筑空调及电梯采购项目,269.22,确山县民政局,未知,公开招标
610,商丘市园林绿化中心2026年市管道路和公园绿地应急设施修缮维护服务项目,商丘市园林绿化中心2026年市管道路和公园绿地应急设施修缮维护服务项目,220.0,商丘市园林绿化中心,未知,公开招标
611,2026年网络设备间设备运维及小设备维护服务项目,2026年网络设备间设备运维及小设备维护服务项目,69.0,四川省交通运输综合行政执法总队,未知,公开招标
612,2025年义务教育薄弱环节改善与能力提升项目（智慧体育）,2025年义务教育薄弱环节改善与能力提升项目（智慧体育）,40.0,郧西县电教站,未知,公开招标
613,平湖市第一人民医院眼科医疗设备,平湖市第一人民医院眼科医疗设备,140.0,平湖市第一人民医院,未知,公开招标
614,三门峡职业技术学院天鹅湖校区心理健康教育中心建设项目,三门峡职业技术学院天鹅湖校区心理健康教育中心建设项目,257.64,三门峡职业技术学院,未知,公开招标
615,大庆市公安局监所管理支队在押人员伙房肉类食材供应商采购项目招标公告,大庆市公安局监所管理支队在押人员伙房肉类食材供应商采购项目招标公告,,未知,未知,公开招标
616,中国科学院合肥物质科学研究院高性能计算服务器采购项目,中国科学院合肥物质科学研究院高性能计算服务器采购项目,600.0,中国科学院合肥物质科学研究院,未知,公开招标
617,北辰消防站健身器材采购项目,北辰消防站健身器材采购项目,14.4,长沙市开福区消防救援大队,未知,公开招标
618,2026年省交通运输综合行政执法无线语音通讯服务项目,2026年省交通运输综合行政执法无线语音通讯服务项目,170.0,四川省交通运输综合行政执法总队,未知,公开招标
619,网络营销与直播电商中心,网络营销与直播电商中心,120.0,重庆工信职业学院,未知,公开招标
620,云南省第三监狱2026年罪犯医药品采购（二标段耗材）,云南省第三监狱2026年罪犯医药品采购（二标段耗材）,30.0,云南省第三监狱,未知,公开招标
621,长春市儿童医院高质量发展示范项目-危重新生儿救治能力提升项目二,长春市儿童医院高质量发展示范项目-危重新生儿救治能力提升项目二,370.0,长春市儿童医院,未知,公开招标
622,常熟市南湖生活垃圾填埋场渗滤液处理服务,常熟市南湖生活垃圾填埋场渗滤液处理服务,170.0,常熟市环境卫生管理处,未知,公开招标
623,青海大学附属医院为部分科室新购置一批次办公家具、打印设备和空调设备项目,青海大学附属医院为部分科室新购置一批次办公家具、打印设备和空调设备项目,65.85,青海大学附属医院,未知,公开招标
624,基层农技推广体系改革与建设项目,基层农技推广体系改革与建设项目,56.86,龙井市农业技术推广中心,未知,公开招标；5.2标段划分：一个标段；5.3资金来源：公共财政预算资金，出资比例为100%；5.4付款方式：付款方式详见合同条款；5.5质量要求：符合国家及行业现行相关合格标准；5.6供货地点：采购单位指定地点。
625,百色海事局2026-2027年社会化船员及海事趸船值守人员服务项目,百色海事局2026-2027年社会化船员及海事趸船值守人员服务项目,212.9,中华人民共和国百色海事局,未知,公开招标
626,东胜街道食堂采购配送综合服务项目,东胜街道食堂采购配送综合服务项目,62.0,宁波市鄞州区人民政府东胜街道办事处,未知,公开招标
627,二通道-宝山村路口信号灯安装项目,二通道-宝山村路口信号灯安装项目,62.5,宁波市公安局交通管理支队北仑大队,未知,公开招标
628,合肥市智慧托育数字化平台项目第2、4、5包（2次）,合肥市智慧托育数字化平台项目第2、4、5包（2次）,20.96,合肥市卫生健康委员会,未知,公开招标
629,安徽体育运动职业技术学院2025年省体校学生训练保障服装采购项目（四次）,安徽体育运动职业技术学院2025年省体校学生训练保障服装采购项目（四次）,40.0,安徽体育运动职业技术学院,未知,公开招标
630,沧州生态环境监测中心办公业务用房租赁(2026年度),沧州生态环境监测中心办公业务用房租赁(2026年度),160.0,河北省沧州生态环境监测中心,未知,公开招标
631,河北医科大学第二医院省级医疗机构能力提升项目及省级公立医院帮扶市县临床重点专科项目,河北医科大学第二医院省级医疗机构能力提升项目及省级公立医院帮扶市县临床重点专科项目,18.0,河北医科大学第二医院,未知,公开招标
632,隆尧县人力资源和社会保障局2026年职业技能培训项目,隆尧县人力资源和社会保障局2026年职业技能培训项目,80.0,隆尧县人力资源和社会保障局本级,未知,公开招标
633,沧州生态环境监测中心生态环境质量监测(2026年度辅助服务),沧州生态环境监测中心生态环境质量监测(2026年度辅助服务),80.0,河北省沧州生态环境监测中心,未知,公开招标
634,信宜市人民医院DSA造影机维保服务采购项目招标公告,信宜市人民医院DSA造影机维保服务采购项目招标公告,,未知,未知,公开招标
635,桐庐县中医院血透制水机采购项目,桐庐县中医院血透制水机采购项目,55.0,桐庐县中医院,未知,公开招标
636,病理信息系统,病理信息系统,40.0,四川省骨科医院,未知,公开招标
637,5G院前急救系统,5G院前急救系统,48.0,四川省骨科医院,未知,公开招标
638,兰州大学第一医院（第一临床医学院）手术无影灯项目招标公告,兰州大学第一医院（第一临床医学院）手术无影灯项目招标公告,,未知,未知,公开招标
639,急性脑卒中治疗智能决策平台维保项目,急性脑卒中治疗智能决策平台维保项目,16.5,武汉市第四医院,未知,公开招标
640,制剂生产药瓶包装服务采购项目,制剂生产药瓶包装服务采购项目,150.0,四川省骨科医院,未知,公开招标
641,平度市人民医院超融合等采购项目,平度市人民医院超融合等采购项目,370.0,平度市人民医院,未知,公开招标
642,崂山区养老院改造项目（康复医疗设备）,崂山区养老院改造项目（康复医疗设备）,84.17,青岛市崂山区民政局,未知,公开招标
643,吉林大学第一医院电子消化道内镜系统-2采购项目,吉林大学第一医院电子消化道内镜系统-2采购项目,715.0,吉林大学第一医院,未知,公开招标
644,第二批教学科研设备更新项目-气相色谱三重四极杆质谱联用仪采购项目,第二批教学科研设备更新项目-气相色谱三重四极杆质谱联用仪采购项目,250.0,西南石油大学,未知,公开招标
645,晋江市看守所一期智慧监管项目,晋江市看守所一期智慧监管项目,514.94,晋江市看守所,未知,公开招标
646,吉林大学第一医院电子消化道内镜系统-3采购项目,吉林大学第一医院电子消化道内镜系统-3采购项目,532.1,吉林大学第一医院,未知,公开招标
647,绿春县教育体育局中考考点学校标准化考场,绿春县教育体育局中考考点学校标准化考场,139.94,绿春县第一中学,未知,公开招标
648,2026年两校区生活垃圾、绿化垃圾清运处置及洒水车服务,2026年两校区生活垃圾、绿化垃圾清运处置及洒水车服务,110.0,四川师范大学,未知,公开招标
649,江南公共安全视频监控建设（雪亮二）服务项目二期,江南公共安全视频监控建设（雪亮二）服务项目二期,928.59,金华市公安局江南分局,未知,公开招标
650,光谷院区保安服务项目,光谷院区保安服务项目,739.8,湖北省人民医院,未知,公开招标
651,黄陂区公园绿地有偿使用项目,黄陂区公园绿地有偿使用项目,1.0,武汉市黄陂区园林和林业局,未知,公开招标
652,上海市消防救援总队2025年度战勤保障类车辆装备集中采购项目,上海市消防救援总队2025年度战勤保障类车辆装备集中采购项目,1075.91,上海市消防救援总队,未知,公开招标
653,哈尔滨医科大学附属第二医院干式荧光免疫分析仪试剂（2025335）单一来源公告,哈尔滨医科大学附属第二医院干式荧光免疫分析仪试剂（2025335）单一来源公告,,未知,未知,公开招标
654,南京航空航天大学将军路校区东区4号学生宿舍建设项目智能门锁,南京航空航天大学将军路校区东区4号学生宿舍建设项目智能门锁,67.0,南京航空航天大学,未知,公开招标
655,临潭县2025年村庄规划编制项目,临潭县2025年村庄规划编制项目,120.0,临潭县自然资源局,未知,公开招标
656,马鞍山市四村小学教育集团阳湖小学食堂厨房设备采购项目,马鞍山市四村小学教育集团阳湖小学食堂厨房设备采购项目,120.0,马鞍山市重点工程建设管理处,未知,公开招标
657,马鞍山市2026-2028年生活垃圾终端处置设施环保检测技术服务,马鞍山市2026-2028年生活垃圾终端处置设施环保检测技术服务,60.0,马鞍山市环境卫生管理处,未知,公开招标
658,血液透析机等设备采购项目,血液透析机等设备采购项目,50.0,隆昌市中医医院,未知,公开招标
659,2025年高标准农田土壤培肥改良项目苕子服务采购,2025年高标准农田土壤培肥改良项目苕子服务采购,290.91,浦城县农业农村局,未知,公开招标
660,2025年大兴分局DNA实验室耗材采购项目,2025年大兴分局DNA实验室耗材采购项目,500.0,北京市公安局大兴分局（本级）,未知,公开招标
661,指挥中心配套设施设备改造,指挥中心配套设施设备改造,78.97,四川省甘孜监狱,未知,公开招标
662,通江千佛岩石窟安防工程,通江千佛岩石窟安防工程,187.0,通江县文物保护研究中心,未知,公开招标
663,宁波市鄞州区人民政府中河街道办事处食品采购及配送服务项目,宁波市鄞州区人民政府中河街道办事处食品采购及配送服务项目,85.0,宁波市鄞州区人民政府中河街道办事处,未知,公开招标
664,博州纤维检验所检验保障与运营服务项目,博州纤维检验所检验保障与运营服务项目,141.0,博尔塔拉蒙古自治州纤维检验所,未知,公开招标
665,华宁县总医院2026年第三方病理检查服务项目,华宁县总医院2026年第三方病理检查服务项目,30.81,华宁县总医院,未知,公开招标
666,德宏州人民医院GE Optima CT540维保采购项目,德宏州人民医院GE Optima CT540维保采购项目,102.0,德宏州人民医院,未知,公开招标
667,银川市西夏区自然资源局西夏区西干渠管理处家属区城市更新改造项目征收拆除清渣服务,银川市西夏区自然资源局西夏区西干渠管理处家属区城市更新改造项目征收拆除清渣服务,298.84,银川市西夏区自然资源局,未知,公开招标
668,昆明市晋宁区紧密型医共体2026-2028年外送标本检验服务采购项目,昆明市晋宁区紧密型医共体2026-2028年外送标本检验服务采购项目,510.0,昆明市晋宁区人民医院,未知,公开招标
669,社会审计服务采购项目(二次),社会审计服务采购项目(二次),480.0,四川省审计厅,未知,公开招标
670,六盘水市妇幼保健院（六盘水市儿童医院）医疗设备采购项目第三批,六盘水市妇幼保健院（六盘水市儿童医院）医疗设备采购项目第三批,980.0,六盘水市妇幼保健院(六盘水市儿童医院）,未知,公开招标
671,河南省公安厅2025年全省民警被装面料采购项目,河南省公安厅2025年全省民警被装面料采购项目,4695.39,河南省公安厅,未知,公开招标
672,银川市西夏区自然资源局银川市西夏区“九小”住宅楼危旧房改造项目,银川市西夏区自然资源局银川市西夏区“九小”住宅楼危旧房改造项目,226.31,银川市西夏区自然资源局,未知,公开招标
673,安定镇西芦各庄村一体化污水处理设施采购项目,安定镇西芦各庄村一体化污水处理设施采购项目,200.0,北京市大兴区安定镇人民政府,未知,公开招标
674,晋江市医院（上海市第六人民医院福建医院）麻醉机、呼吸机（带高流量氧疗功能）设备采购,晋江市医院（上海市第六人民医院福建医院）麻醉机、呼吸机（带高流量氧疗功能）设备采购,292.0,晋江市医院（上海市第六人民医院福建医院）,未知,公开招标
675,新兴县社会治安视频监控及交通安全视频监控系统运维服务采购项目招标公告,新兴县社会治安视频监控及交通安全视频监控系统运维服务采购项目招标公告,,未知,未知,公开招标
676,国家税务总局泉州市税务局2026-2028年机关食堂食材配送服务项目,国家税务总局泉州市税务局2026-2028年机关食堂食材配送服务项目,962.5,国家税务总局泉州市税务局,未知,公开招标
677,北京市大兴区西红门医院中药配方颗粒供应及配套服务项目,北京市大兴区西红门医院中药配方颗粒供应及配套服务项目,260.0,北京市大兴区西红门医院,未知,公开招标
678,2025年医疗设备第八批采购项目(四次),2025年医疗设备第八批采购项目(四次),9.5,西南医科大学附属医院,未知,公开招标
679,2025年智慧茶园实践教学基地建设项目,2025年智慧茶园实践教学基地建设项目,119.7,宜宾学院,未知,公开招标
680,2025年数字孪生智慧农业及具身智能巡检产教融合平台,2025年数字孪生智慧农业及具身智能巡检产教融合平台,70.0,宜宾学院,未知,公开招标
681,2025年农林学部茶叶理化检测实验室建设项目,2025年农林学部茶叶理化检测实验室建设项目,149.8,宜宾学院,未知,公开招标
