id,company_name,credit_code,registration_date,company_type,legal_representative,registered_capital_value,province,city,registration_address,business_scope
495,上海 佳拓 会展 服务 有限公司,91310230MA1K2JBA1C,2019-01-16,未知类型,柯方兵,0.0,上海,崇明,上海市 崇明 区 陈家 镇层 海路 888 号 3 号楼 1082 室 上海 智慧 岛 数据 产业园,会务 服务 ， 展览 展示 服务 ， 礼仪 服务 ， 摄影 服务 ， 翻译 服务 ， 自有 设备 租赁 ， 道具 租赁 ， 体育赛事 活动 策划 ， 公关活动 策划 ， 文化 艺术交流 策划 ， 舞台艺术 造型 策划 ， 企业形象 策划 ， 电脑 图文 设计 制作 ， 设计 制作 代理 发布 各类 广告 ， 影视 策划 ， 演出 经纪 ， 工艺礼品
496,上海 乃松 健康 管理 咨询 有限公司,91310120MA1HQL5H4R,2019-01-16,未知类型,张乃松,0.0,上海,奉贤,上海市 奉贤区 南桥 镇南 桥路 377 号 1 幢,健康 管理 咨询 ， 商务信息 咨询 ， 体育用品 健身器材 一类 医疗器械 化妆品 工艺礼品 办公设备 日用百货 的 批发 零售 ， 从事 生物科技 领域 内 的 技术开发 技术咨询 技术 服务 技术转让 ， 自有 设备 租赁 。 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动 。
497,上海 介翔 化工 科技 有限公司,91310114MA1GW4F637,2019-01-16,未知类型,顾华明,0.0,上海,嘉定,上海市 嘉定区 静塘路 988 号 2 幢 J,从事 化工 技术 新 材料 技术 领域 内 的 技术开发 技术转让 技术咨询 技术 服务 ， 商务 咨询 ， 化工产品 及 原料
498,上海 互合 文化 传播 有限公司,91310115MA1HAERK28,2019-01-16,未知类型,黎姣,0.0,上海,浦东,浦东新区 惠南镇 东征 路 133 号,文化 艺术交流 活动 策划 ， 商务 咨询 ， 财务咨询 ， 企业 管理 咨询 ， 商标代理 ， 企业形象 策划 ， 市场 营销策划 ， 会展 服务 ， 从事 网络 电子科技 领域 内 的 技术开发 技术咨询 技术 服务 技术转让 ， 办公用品 电子产品 计算机软件 及 辅助 设备 的 销售 。 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动
499,上海 丰湃 达 供应链 有限责任 公司,91310118MA1JMUFDXX,2019-01-16,未知类型,孙海金,0.0,上海,青浦,上海市 青浦区 华南 路 333555 号 2 幢 903 室,供应链 管理 ， 第三方 物流 服务 ， 仓储 服务 除 危险 化学品 ， 商务 咨询 ， 电子产品 通讯设备 家用电器 维修 ， 房屋 租赁经营 ， 打印 复印 ， 企业 管理 咨询 ， 市场 营销策划 ， 会务 服务 ， 从事 计算机信息 科技 网络科技 领域 内 的 技术开发 技术转让 技术咨询 技术 服务 ， 计算机软件 及 辅助 设备 销售 ， 装卸 搬运 服务 ， 包装 服务 ， 从事 货物 及 技术 进出口 业务 ， 道路 货物运输 ， 汽车 租赁 ， 电子商务
500,上海 亚中 新能源 科技 有限公司,91310120MA1HQL6B10,2019-01-16,未知类型,章晋鹏,0.0,上海,奉贤,上海市 奉贤区 金海 公路 3265 号 14 幢 12273 室,从事 新能源 科技领域 内 的 技术开发 技术咨询 技术 服务 技术转让 ， 建筑 智能化 建设工程 设计 施工 一体化 ， 建筑装修 装饰 建设工程 专业 施工 ， 城市 及 道路 照明 建设工程 专业 施工 ， 弱电 工程施工 ， 管道 水 处理 设备 机电设备 制冷 设备 暖通 设备 安装 ， 水电 安装 ， 机电设备 机械设备 暖通 设备 水 处理 设备 建材 电线电缆 批发 零售 。 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动 。
501,上海 三平 贸易 有限公司,91310120MA1HQL7M8M,2019-01-16,未知类型,井意平,0.0,上海,奉贤,上海市 奉贤区 南桥 镇江 海南 路 95 弄 2 号 4 幢 4143 室 - 9,"食用 农产品 的 销售 , 服装鞋帽 化妆品 日用百货 家用电器 办公用品 珠宝首饰 皮革制品 的 批发 零售 , 餐饮企业 管理 , 国内 货物运输 代理 , 从事 货物 及 技术 进出口 业务 。 依法 须 经 批准 的 项目 , 经 相关 部门 批准 后方 可 开展 经营 活动 。"
502,上海 侑 昌 干洗 管理 有限公司 莲花 南路 店,91310112MA1GCB05XB,2019-01-16,未知类型,张增,0.0,上海,闵行,上海市 闵行区 莲花 南路 1188 弄 33 号 101 室,干洗 服务 ， 保洁 服务 ， 从事 洗涤 科技领域 内 的 技术开发 技术咨询 技术 服务 技术转让 ， 服装 整烫 ， 皮具 护理 ， 计算机软件 开发 ， 日用百货 机械设备 计算机软件 及 辅助 设备 的 批发 零售 。 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动
503,上海 俊棚 膜结构 有限公司,91310120MA1HQL4D53,2019-01-16,未知类型,张松,0.0,上海,奉贤,上海市 奉贤区 庄行 镇 东街 265 号 36 幢 2163 室,膜结构 工程施工 ， 钢结构 建设工程 专业 施工 ， 建筑装修 装饰 建设工程 专业 施工 ， 设计 制作 各类 广告 ， 停车 棚 遮阳篷 雨篷 灯箱 户外用品 塑料制品 建筑材料 批发 零售 ， 金属 门窗 不锈钢 制品 加工
504,上海 丰泓 纺织 科技 有限公司,91310230MA1K2JHU36,2019-01-16,未知类型,武斌,0.0,上海,崇明,上海市 崇明 区长 兴镇 潘园 公路 1800 号 3 号楼 53156 室 ( 上海 泰和 经济 发展 区 ),"从事 纺织 化工 科技领域 内 的 技术开发 技术咨询 技术 服务 技术转让 , 化工产品 及 原料 ( 除 危险 化学品 监控 化学品 烟花爆竹 民用 爆炸 物品 易制毒 化学品 ) 销售 , 从事 货物 及 技术 进口 业务 。 依法 须 经 批准 的 项目 , 经 相关 部门 批准 后方 可 开展 经营 活动"
505,上海 伽佰 宠物用品 有限公司,91310120MA1HQL0C1Y,2019-01-16,未知类型,孔潘飞,0.0,上海,奉贤,上海市 奉贤区 肖塘路 255 弄 10 号 2 层,"宠物用品 饲料 玩具 卫生洁具 的 批发 零售 , 电子商务 ( 不得 从事 金融业务 ) 。 依法 须 经 批准 的 项目 , 经 相关 部门 批准 后方 可 开展 经营 活动 。"
506,上海 丰收 家政 服务 有限公司,91310117MA1J3BN84M,2019-01-16,未知类型,李玉艳,0.0,上海,松江,上海市 松江区 小 昆山 镇文翔 路 5016 号,"家政 服务 ( 不得 从事 中介 医疗 餐饮 住宿 等 前置 性 行政许可 事项 ) , 保洁 服务 , 会务 会展 服务 , 商务信息 咨询 , 母婴 用品 服装鞋帽 日用百货 批发 零售 。 依法 须 经 批准 的 项目 , 经 相关 部门 批准 后方 可 开展 经营 活动"
507,上海 众增 科技 有限公司,91310230MA1K2JBK3U,2019-01-16,未知类型,潘静,0.0,上海,崇明,上海市 崇明 区北 沿 公路 2111 号 3 幢 223 - 28 室 ( 上海 崇明 森林 旅游 园区 ),"从事 计算机网络 电子信息 科技 专业 领域 内 的 技术开发 技术转让 技术咨询 技术 服务 , 计算机系统 集成 服务 , 数据处理 服务 , 计算机软件 开发 , 云 软件 服务 , 云 平台 服务 , 广告设计 制作 代理 发布 , 商务信息 咨询 , 文化 艺术交流 与 策划 , 体育赛事 活动 策划 , 市场 营销策划 , 企业 管理 咨询 , 票务 代理 , 日用百货 化妆品 工艺礼品 ( 象牙 及其 ..."
508,上海 仓嘉 文化 艺术 发展 有限公司,91310112MA1GCAY88G,2019-01-16,未知类型,江帆,0.0,上海,闵行,上海市 闵行区 恒 西路 18 号 1 幢 302 室,文化 艺术交流 与 策划 ， 广告 的 设计 制作 代理 发布 ， 图文 设计 制作 ， 动漫 设计 ， 企业形象 策划 ， 市场 营销策划 ， 婚庆 策划 ， 企业 管理 咨询 ， 商务 咨询 ， 旅游 咨询 ， 健康 咨询 ， 停车 服务 ， 会务 服务 ， 展览 展示 服务 ， 礼仪 服务 ， 从事 计算机软件 通讯 电子科技 领域 内 的 技术开发 技术咨询 技术 服务 技术转让 ， 信息系统 集成 ， 计算机系统 集成 ， 计算机软件 及 辅助 设备 通讯设备 电子产品 办公用品 工艺礼品
509,上海 佑 婴美 家政 服务 有限公司,91310120MA1HQL9430,2019-01-16,未知类型,蒋玉勤,0.0,上海,奉贤,上海市 奉贤区 沿钱 公路 5599 号 20693 室,家政 服务 ， 企业 管理 服务 ， 商务信息 咨询 ， 企业 管理 咨询 ， 健康 咨询 ， 旅游 咨询 ， 市场 营销策划 ， 设计 制作 代理 发布 各类 广告 ， 自费 出国 留学 中介 ， 因私 出入境 中介 活动 ， 汽车 租赁 ， 从事 教育 科技 的 技术开发 技术咨询 技术 服务 技术转让 ， 母婴 用品 的 批发 零售 ， 从事 货物 及 技术 进出口 业务 。 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动 。
510,上海 你 我 他 信息 科技 有限公司,91310120MA1HQL7P25,2019-01-16,未知类型,李中林,0.0,上海,奉贤,上海市 奉贤区 肖塘路 255 弄 10 号 1 层,从事 信息 科技 软件 科技领域 内 的 技术开发 技术咨询 技术 服务 技术转让 ， 市场 信息 咨询 与 调查 不得 从事 社会 调查 社会 调研 民意调查 民意测验 ， 法律咨询 ， 商务信息 咨询 ， 财务咨询 ， 市场 营销策划 ， 企业 管理 咨询 ， 建筑 装饰 装修 建设工程 设计 与 施工 ， 设计 制作 代理 发布 各类 广告 ， 会务 服务 ， 展览 展示 服务 ， 文化 艺术交流 策划 ， 汽车 租赁 ， 电子产品 计算机软件 及 辅助 设备 机械设备 蓄电池 自行车
511,上海 亿桦 家具 有限公司,91310120MA1HQL7Q00,2019-01-16,未知类型,张君,0.0,上海,奉贤,上海市 奉贤区 青 村镇 星火 公路 188 号 1 幢,"家具 家居用品 针纺织品 金属制品 工艺礼品 卫生洁具 塑料制品 木制品 办公用品 日用百货 母婴 用品 装饰 材料 五金交电 建筑材料 的 批发 零售 。 依法 须 经 批准 的 项目 , 经 相关 部门 批准 后方 可 开展 经营 活动 。"
512,三米 田 ( 上海 ) 文化 传播 有限公司,91310112MA1GCB033Q,2019-01-16,未知类型,马越,0.0,上海,闵行,上海市 闵行区 放鹤路 1088 号,"文化 艺术 活动 交流 策划 企业形象 策划 市场 营销策划 , 从事 文化 科技领域 内 的 技术开发 技术转让 技术咨询 技术 服务 , 商务 咨询 企业 管理 咨询 , 计算机系统 集成 , 网络工程 , 办公用品 工艺品 ( 象牙 及其 制品 除外 ) 玩具 日用百货 的 销售 , 电脑 图文 设计 制作 , 设计 制作 代理 发布 广告 , 摄影 服务 。 依法 须 经 批准 的 项目 , 经 相关 部门 ..."
513,上海 偲 丽 企业 管理 咨询 有限公司,91310230MA1K2JDP7P,2019-01-16,未知类型,郑丽,0.0,上海,崇明,上海市 崇明 区堡 镇堡 镇 南路 58 号 15 幢 B 区 202 - 5 室 上海 堡 镇 经济 小区,企业 管理 咨询 ， 商务信息 咨询 ， 人才 咨询 ， 市场 信息 咨询 与 调查
514,上海 一伊 建筑 装饰 有限公司,91310120MA1HQL0B34,2019-01-16,未知类型,魏向明,0.0,上海,奉贤,上海市 奉贤区 大叶 公路 5225 号 5 幢 4499 室,建筑 装饰 装修 建设工程 设计 与 施工 ， 金属 门窗 制造 加工 以上 限 分支机构 经营 批发 零售 ， 自有 设备 租赁 ， 国内 货物运输 代理 ， 建筑材料 装饰 材料 金属材料 不锈钢 制品 木制品 石材 五金制品 机械设备 厨房设备 布艺 制品 钢材 水泥制品 玻璃制品 包装材料 五金交电 管道配件 陶瓷制品 卫生洁具 灯具 水性 涂料
515,上海 九闵 拆除 工程 有限公司,91310120MA1HQL4W03,2019-01-16,未知类型,杨治山,0.0,上海,奉贤,上海市 奉贤区 望园 路 2066 弄 7 幢,"采用 机械 人工 作业 方式 拆除 工程施工 , 从事 新能源 科技领域 内 的 技术开发 技术咨询 技术 服务 技术转让 , 建筑 装饰 装修 建设工程 设计 施工 一体化 , 消防设施 建设工程 专业 施工 , 地基基础 建设工程 专业 施工 , 建设 工程施工 劳务 作业 , 园林绿化 工程施工 , 钢结构 建设工程 专业 施工 , 自有 设备 租赁 , 市政 公用 建设 工程施工 , 水利水电 机电 安装 建设工程 ..."
516,上海 万千 丝 贸易 有限公司,91310120MA1HQL628C,2019-01-16,未知类型,张冬子,0.0,上海,奉贤,上海市 奉贤区 宁富路 288 号 2 幢 5172 室,"美容美发 用品 日用百货 服装服饰 鞋帽 办公用品 针纺织品 皮革制品 化妆品 的 批发 零售 , 从事 化工 科技领域 内 的 技术开发 技术转让 技术咨询 技术 服务 。 依法 须 经 批准 的 项目 , 经 相关 部门 批准 后方 可 开展 经营 活动 。"
517,上海 乾敖 机电设备 有限公司,91310120MA1HQKX35F,2019-01-16,未知类型,刘素巧,0.0,上海,奉贤,上海市 奉贤区 金碧 路 1990 号 1 层,机电设备 及 配件 金属材料 橡 塑制品 金属制品 铝合金 制品 一般 劳防 用品 家用电器 电力设备 模具 阀门 泵 五金交电 电线电缆 机械设备 计算机软件 及 辅助 设备 汽车配件 电气设备 传动 设备 自动化 设备 电子产品 批发 零售 ， 从事 机电 科技 自动化 科技 电气 科技领域 内 的 技术开发 技术咨询 技术 服务 技术转让 ， 从事 货物 及 技术 进出口 业务 。 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动 。
518,上海 俊彦 服饰 有限公司,91310116MA1JBGU519,2019-01-16,未知类型,吴丹峰,0.0,上海,金山,上海市 金山区 石化 卫清 西路 1391 号 第 7 幢 K183 室,"服装服饰 及 面辅料 , 鞋帽 , 皮革制品 , 箱包 , 眼镜 销售 。 依法 须 经 批准 的 项目 , 经 相关 部门 批准 后方 可 开展 经营 活动"
519,上海 一章 建设工程 有限公司,91310117MA1J3BNQ1W,2019-01-16,未知类型,章济兵,0.0,上海,松江,上海市 松江区 新桥镇 新站 路 361 号,建筑装修 装饰 建设工程 专业 施工 ， 土石方 建设工程 专业 施工 ， 地基 与 基础 建设工程 专业 施工 ， 消防设施 建设工程 专业 施工 ， 钢结构 建设工程 专业 施工 ， 市政 公用 建设 工程施工 ， 风景园林 建设工程 专项 设计 ， 弱电 工程 ， 建材 金属材料 电线电缆 五金交电 的 销售 。 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动
520,上海 佳 酝 商贸 有限公司,91310120MA1HQL1MXL,2019-01-16,未知类型,熊佳,0.0,上海,奉贤,上海市 奉贤区 沪 杭 公路 1588 号 1 幢 2 号楼 2 楼 47 室,食品 销售 ， 食用 农产品 的 销售 ， 日用百货 办公用品 服装鞋帽 化妆品 的 批发 零售 ， 餐饮企业 管理 。 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动 。
521,上海 五家 红 苗木 专业 合作社,93310230MA1M825K3K,2019-01-16,未知类型,曹建平,0.0,上海,崇明,上海市 崇明 区 建设 镇 浜 西村 427 号,苗木 种植 销售 及 养护 ， 农作物 种植 销售 。 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动
522,上海 亦 宥 实业 有限公司,91310113MA1GN865XK,2019-01-16,未知类型,吴平,0.0,上海,宝山,上海市 宝山区 真 陈路 1000 号 1 幢 6 楼 C座 1668 室,金属材料 钢材 石材 木材 建材 五金交电 电子产品 通讯器材 机电设备 计算机 及 配件 日用百货 包装材料 批 兼 零 ； 计算机网络 工程 ； 电子商务
523,上海 伦西 信息 科技 有限公司,91310120MA1HQLGY3J,2019-01-17,未知类型,黄晓东,0.0,上海,奉贤,上海市 奉贤区 金汇 工业 路 1390 号 4 幢 1286 室,从事 信息 科技领域 内 的 技术开发 技术咨询 技术 服务 技术转让 ， 电子商务
524,上海 予辉 实业 有限公司,91310120MA1HQLBR44,2019-01-17,未知类型,马丛叶,0.0,上海,奉贤,上海市 奉贤区 场 中路 629 号,"冷作 钣 金 ( 限 分支机构 经营 ) , 服装服饰 针纺织品 制造 加工 ( 以上 限 分支机构 经营 ) , 鞋帽 加工 ( 限 分支机构 经营 ) , 金属材料 服装服饰 鞋帽 针纺织品 装饰 材料 化工原料 及 产品 ( 除 危险 化学品 监控 化学品 民用 爆炸 物品 易制毒 化学品 ) 不锈钢 制品 纺织 原料 的 批发 零售 , 建筑 装饰 装修 建设工程 设计 与 施工 , 市政 公用 建设 工程施工 , ..."
525,上海 众 亿 供应链 管理 有限公司,91310230MA1K2JPW00,2019-01-17,未知类型,周峰,0.0,上海,崇明,上海市 崇明 区城桥 镇 三沙洪路 89 号 4 幢 863 室 上海 崇明 供销 经济 开发区,供应链 管理 ， 仓储 服务 除 危险 化学品 ， 货物运输 代理 ， 搬运 装卸 服务 ， 包装 服务 ， 企业 管理 咨询 ， 商务 咨询 ， 汽车 租赁 ， 钢材 汽车 及 配件 机电设备 建筑材料 汽车饰品 文化 办公用品 电子产品 五金交电 日用百货 的 销售 ， 电子商务 不得 从事 增值 电信 金融业务 ， 道路 货物运输
526,上海 云麟 装潢 装饰 工程 有限公司,91310113MA1GN87C30,2019-01-17,未知类型,张体军,0.0,上海,宝山,上海市 宝山区 高逸路 112 - 118 号 3 幢 7213 室,"建筑 装饰 装修 建设工程 设计 与 施工 ; 室内外 装潢 设计 ; 园林绿化 工程 ; 水电 安装 ; 空调设备 水暖 设备 的 安装 ; 灯光设计 ; 从事 建筑 装饰 科技领域 内 技术开发 技术咨询 ; 建筑 装潢 材料 包装材料 保温 隔热材料 塑胶制品 水性 涂料 铝合金 制品 玻璃制品 塑钢门 窗 家具 卫浴 洁具 陶瓷制品 日用百货 的 销售 。 依法 须 经 批准 的 项目 , ..."
527,上海 一博 文化传媒 有限公司,91310114MA1GW4GW2G,2019-01-17,未知类型,程珂,0.0,上海,嘉定,上海市 嘉定区 嘉戬 公路 328 号 7 幢 7 层 J,"文化 艺术交流 策划 , 文学 舞台艺术 绘画 艺术 雕刻 艺术 书法 篆刻 工艺美术 创作 服务 , 体育赛事 策划 , 设计 制作 代理 发布 各类 广告 , 多媒体 设计 服务 , 道具 设计 , 图文 设计 制作 , 动漫 设计 , 产品设计 , 企业形象 策划 , 市场 营销策划 , 公关活动 组织 策划 , 舞台 设计 布置 , 会务 服务 , 企业 管理 咨询 , 商务 咨询 , 展览 展示 服务 , 创意 服务 , 摄影 摄像 ..."
528,上海 万 噶 建筑工程 有限公司,91310120MA1HQLH95Q,2019-01-17,未知类型,漆合诗,0.0,上海,奉贤,上海市 奉贤区 光泰路 1899 号 2 幢 2680 室,建筑 装饰 装修 建设工程 设计 与 施工 ， 市政 公用 建设 工程施工 ， 土石方 建设工程 专业 施工 ， 水利水电 建设 工程施工 ， 地基基础 建设工程 专业 施工 ， 建筑 幕墙 建设工程 专业 施工 ， 园林绿化 工程施工 ， 城市 及 道路 照明 建设工程 专业 施工 ， 河湖 整治 建设工程 专业 施工 ， 桥梁 建设工程 专业 施工 ， 公路 路面 建设工程 专业 施工 ， 钢结构 建设工程 专业 施工 ， 安全 防范 工程 ， 弱电 工程施工 ， 计算机网络 工程施工 ， 展台 搭建 ， 舞台 设计 ， 灯光设计 ， 自有 设备 租赁 ， 建筑 智能化 建设工程 设计 与 施工 ， 安防 设备 计算机软件 及 辅助 设备 电子设备 电器设备 电线电缆 灯具 五金交电 日用百货 建筑材料 的 批发 零售 ， 电器设备 安装 维修 。 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动 。
529,上海 丰沃 实业 有限公司 分公司,91310118MA1JMUGD6C,2019-01-17,未知类型,耿加康,0.0,上海,青浦,上海市 青浦区 崧 盈路 1100 号二幢,从事 货物 及 技术 的 进出口 业务 ， 自有 车辆 租赁 ， 货物运输 代理 ， 国际 货物运输 代理 ， 机动车 维修 。 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动
530,上海 三益 国际贸易 有限公司,91310116MA1JBH6D74,2019-01-17,未知类型,马春海,0.0,上海,金山,上海市 金山区 金山 卫镇秋 实路 688 号 1 号楼 5 单元 387 室 I 座,从事 货物 及 技术 进出口 业务 ， 化工原料 及 产品
531,上海 何家湾 商贸 有限公司,91310112MA1GCB1F8A,2019-01-17,未知类型,何玉萍,0.0,上海,闵行,上海市 闵行区 中春路 988 号 第 11 幢 二楼 V12 室,"日用百货 五金交电 建筑 装潢 材料 文化用品 工艺礼品 ( 象牙 及其 制品 除外 ) 服装服饰 家具 电子产品 机电设备 食用 农产品 的 销售 , 房屋 租赁 , 物业 服务 。 依法 须 经 批准 的 项目 , 经 相关 部门 批准 后方 可 开展 经营 活动"
532,上海 传 呈 广告 传媒 有限公司,91310116MA1JBH31XT,2019-01-17,未知类型,杜蓉芳,0.0,上海,金山,上海市 金山区 亭林镇 寺平 南路 19 号 3 幢 4258 室,广告设计 制作 代理 发布 ， 文化 艺术交流 策划 咨询 ， 商务信息 咨询 ， 婚礼 策划 ， 会展 服务 ， 摄影 摄像 服务 ， 数码影像 处理 ， 美术设计 制作 ， 电脑 图文 设计 制作 ， 包装 设计 ， 平面设计 ， 标识 标牌 设计 ， 舞台 设计 搭建 ， 展台 设计 搭建 ， 网页 设计 制作 ， 电子商务
533,上海 丰足 实业 有限公司,91310116MA1JBH3T9N,2019-01-17,未知类型,柴玉亚,0.0,上海,金山,上海市 金山区 亭林镇 松隐 育才路 121 弄 22 号 2 幢 33 室,高分子 材料 ， 包装材料 ， 化工原料 及 产品 除 危险 化学品 监控 化学品 烟花爆竹 民用 爆炸 物品 易制毒 化学品 ， 纳米材料 ， 塑料制品 ， 日用 化学 产品
534,上海 伟 锘 实业 有限公司,91310107MA1G0UJN45,2019-01-17,未知类型,李晨燕,0.0,上海,普陀,上海市 普陀区 武威 路 88 弄 21 号 2 层,销售 ： 装修 装饰 材料 酒店用品 日用百货 劳防 用品 洗涤 用品 办公用品 ， 财务咨询 ， 企业 管理 咨询 ， 商务信息 咨询 ， 从事 计算机 科技领域 内 的 技术咨询 技术 服务 技术转让 技术 服务 ， 汽车 租赁 ， 园林绿化 ， 建筑 装饰 装修 建设工程 设计 施工 一体化 。 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动
535,上海 世潋 网络科技 有限公司,91310230MA1K2JWL5K,2019-01-17,未知类型,童渔舟,0.0,上海,崇明,上海市 崇明 区长 兴镇 潘园 公路 1800 号 3 号楼 54695 室 ( 上海 泰和 经济 发展 区 ),"从事 网络 信息 计算机 科技领域 内 的 技术开发 技术转让 技术咨询 技术 服务 , 计算机网络 工程 , 网页 设计 制作 , 计算机 维修 , 计算机系统 集成 服务 , 商务信息 咨询 , 企业 管理 咨询 , 文化 艺术交流 与 策划 , 市场 营销策划 , 体育赛事 活动 策划 , 公关活动 策划 , 品牌 策划 , 企业形象 策划 , 市场 信息 咨询 与 调查 ( 不得 从事 社会 调查 社会 调研 民意调查 ..."
536,上海 众鸿 半导体 设备 有限公司,91310115MA1HAETK57,2019-01-17,未知类型,金浩天,0.0,上海,浦东,上海市浦东新区 泥 城镇 云汉 路 979 号 2 楼,从事 半导体 设备 电子科技 计算机 科技领域 内 的 技术开发 技术咨询 技术 服务 技术转让 ， 计算机软件 开发 ， 电子 元器件 半导体 设备 机械配件 电子产品 陶瓷制品 化工原料 及 产品
537,上海 九翊 餐饮 管理 有限公司,91310112MA1GCB0Y71,2019-01-17,未知类型,李伟强,0.0,上海,闵行,上海市 闵行区 新龙路 1333 弄 28 号 527 室,"餐饮企业 管理 , 企业 管理 咨询 , 商务信息 咨询 , 品牌 管理 , 品牌 策划 , 设计 制作 代理 发布 各类 广告 , 文化 艺术交流 策划 , 市场 营销策划 , 企业形象 策划 , 电子商务 ( 不得 从事 金融业务 ) 。 依法 须 经 批准 的 项目 , 经 相关 部门 批准 后方 可 开展 经营 活动"
538,上海 企辉 贸易 有限公司,91310120MA1HQLBL52,2019-01-17,未知类型,阮诗荣,0.0,上海,奉贤,上海市 奉贤区 海湾 旅游区 奉炮 公路 141 弄 49 号 1 幢 5135 室,"金属材料 建筑材料 批发 零售 , 企业 管理 咨询 , 商务信息 咨询 , 会务 服务 , 创意 服务 , 公关活动 策划 , 企业 营销策划 , 电子商务 ( 不得 从事 金融业务 ) , 餐饮企业 管理 , 物业管理 , 从事 货物 及 技术 进出口 业务 。 依法 须 经 批准 的 项目 , 经 相关 部门 批准 后方 可 开展 经营 活动 。"
539,上海 亚万 保险 咨询服务 有限公司,91310109MA1G5LYY2C,2019-01-17,未知类型,薛继明,0.0,上海,虹口,上海市 虹口区 临潼 路 170 号 420 室,保险 咨询 ， 商务 咨询 ， 从事 计算机 科技 专业 领域 内 的 技术开发 技术转让 技术咨询 技术 服务 ， 企业 管理 咨询 ， 市场 营销策划 ， 会务 服务 ， 展览 展示 服务 ， 市场 信息 咨询 与 调查
540,上海 万泽 水产 养殖 专业 合作社,93310116MA1M825MXQ,2019-01-17,未知类型,李维超,0.0,上海,金山,上海市 金山区 金山 卫镇 塔港村 10 组 2020 号,渔业 捕捞 ， 水稻 果蔬 食用菌 ， 花卉 树木 玉米 种植 ， 食用 农产品 销售 。 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动
541,上海 任责 国际贸易 有限公司,91310115MA1K49K78Y,2019-01-17,未知类型,曹余鹏,0.0,上海,自贸区,中国 上海 自由贸易 试验区 奥纳路 55 号 1 号楼 十三层 1320 室,从事 货物 及 技术 的 进出口 业务 ， 食品 食用 农产品 ， 针纺织品 日用百货 包装材料 化妆品 水性 涂料 工艺礼品 象牙 及其 制品 除外 机械设备 机电设备 皮革制品 玩具 服装鞋帽 纸制品 办公用品 摄影 器材 体育用品 五金交电 家用电器 金属材料 汽摩配 件 电子产品 通讯设备 木材 建筑材料 照明设备 木制品 仪器仪表 健身器材 轴承 及 配件 一类 医疗器械 劳防 用品 计算机软件 及 辅助 设备 的 销售 ， 从事 计算机技术 环保 技术 网络科技 信息技术 电子科技 领域 内 的 技术开发 技术转让 技术咨询 技术 服务 ， 仓储 服务 除 危险品 ， 电子商务
542,上海 东凯翼 实业 有限公司,91310113MA1GN87487,2019-01-17,未知类型,张荣健,0.0,上海,宝山,上海市 宝山区 泰和 西路 3389 号 5 - 5049 室,建筑 装饰 设计 ； 家具 办公设备 厨房设备 木制品 文体用品 文具 玩具 金属材料 办公用品 工艺礼品 象牙 及其 制品 除外 皮革制品 针纺织品 五金配件 机电设备 电子产品 的 销售 ； 建筑 装饰 工程 ； 市政 公用 建设 工程施工 ； 园林绿化 工程 ； 计算机网络 工程 ； 广告设计 制作 ； 展览 展示 服务 ； 钢结构 建设 工程施工 ； 餐饮企业 管理 ； 物业管理 ； 商务信息 咨询 ； 企业 管理 咨询 ； 木制品 加工
543,上海 代鼠 科技 有限公司,91310112MA1GCB0Q18,2019-01-17,未知类型,吴尚毅,0.0,上海,闵行,上海市 闵行区 苏召路 1628 号 2 幢 C097 室,"从事 智能 科技 电子科技 环保 科技 信息 科技 食品科技 领域 内 的 技术开发 技术咨询 技术 服务 技术转让 , 餐饮企业 管理 , 电子商务 ( 不得 从事 金融业务 ) , 软件开发 , 设计 制作 代理 发布 各类 广告 , 文化 艺术交流 与 策划 , 节能 设备 厨房设备 电子设备 机械设备 厨房用品 食用 农产品 的 销售 , 从事 货物 及 技术 进出口 业务 。 ..."
544,上海 亿翔 服装服饰 有限公司,91310120MA1HQLEM2T,2019-01-17,未知类型,郝清全,0.0,上海,奉贤,上海市 奉贤区 青 村镇 奉 柘 公路 3108 号 2409 室,服装服饰 及 辅料 鞋帽 箱包 针纺织品 皮革制品 床上用品 化妆品 日用百货 工艺品 电子产品 的 批发 零售 ， 服装设计 ， 服装服饰 加工 限 分支机构 经营 ， 商务信息 咨询 ， 电子商务
