id,project_name,contract_name,contract_amount,buyer,supplier,procurement_method
520,仙桃市第三中学三中校园保洁服务中标(成交)结果公告,仙桃市第三中学三中校园保洁服务中标(成交)结果公告,44.11,仙桃市第三中学,仙桃市新升物业管理服务有限公司,公开招标
521,沿河路空气自动站搬迁及标准化站房建设中标（成交）结果公告,沿河路空气自动站搬迁及标准化站房建设中标（成交）结果公告,39.56,恩施州生态环境局宣恩县分局,湖北光合未来环境技术有限公司,公开招标
522,上海化学工业区管理委员会投促服务工作经费（2026）,上海化学工业区管理委员会投促服务工作经费（2026）成交公告,219.0,上海化学工业区管理委员会,未知,公开招标
523,曾都区“家门口”就业服务站运营中标(成交)结果公告,曾都区“家门口”就业服务站运营中标(成交)结果公告,129.9,曾都区劳动就业管理局,湖北长江人才科技有限公司,公开招标
524,省政协办公厅物业管理,省政协办公厅物业管理中标（成交）结果公告,651.0,政协甘肃省委员会办公厅,未知,公开招标
525,杭州市滨江区城市照明智能化控制系统维护管理项目（2026年-2028年）,浙江鑫润工程管理有限公司关于杭州市滨江区城市照明智能化控制系统维护管理项目（2026年-2028年）中标(成交)结果公告,466.92,杭州市滨江区综合行政执法局,未知,公开招标
526,惠州市惠阳区人民政府三和街道办事处饭堂食材配送服务项目,惠州市惠阳区人民政府三和街道办事处饭堂食材配送服务项目结果公告,0.0,惠阳区人民政府三和街道办事处,未知,公开招标
527,甘肃省人民医院通用型设备维保服务项目(三次),甘肃省人民医院通用型设备维保服务项目（三次）中标公告,215.0,甘肃省人民医院,未知,公开招标
528,2026年北京技术市场服务平台及数据和应用信息维护,2026年北京技术市场服务平台及数据和应用信息维护中标公告,710000.0,北京技术市场管理办公室,东华软件股份公司,公开招标
529,礼贤镇2026年平安建设办公室食堂食材供应项目,礼贤镇2026年平安建设办公室食堂食材供应项目中标公告,2409288.0,北京市大兴区礼贤镇人民政府,北京巧媳妇餐饮管理有限公司,公开招标
530,管护能力提升项目,铜川市耀州区照金国有生态林场管护能力提升项目中标（成交）结果公告,38.19,铜川市耀州区照金国有生态林场,未知,公开招标
531,2026年152团将军山绿化管护项目,2026年152团将军山绿化管护项目中标(成交)结果公告,69.88,新疆生产建设兵团第八师一五二团应急管理和生态保护中心,未知,公开招标
532,中国医学科学院医学生物学研究所2026年度产品市场服务招商项目（第一批）,中国医学科学院医学生物学研究所2026年度产品市场服务招商项目（第一批）中标公告,6095284.26,中国医学科学院医学生物学研究所,长春硕成生物制品有限公司,公开招标
533,新疆维吾尔自治区人民医院国产医用试剂（第九批）采购项目（二次）,新疆维吾尔自治区人民医院国产医用试剂（第九批）采购项目（二次）中标(成交)结果公告,0.43,新疆维吾尔自治区人民医院,未知,公开招标
534,中国医学科学院医学生物学研究所2026年度产品市场服务招商项目（第二批）,中国医学科学院医学生物学研究所2026年度产品市场服务招商项目（第二批）中标公告,5219948.0,中国医学科学院医学生物学研究所,贵州臣凡生物科技有限公司,公开招标
535,中国医学科学院医学生物学研究所2026年度产品市场服务招商项目（第三批）,中国医学科学院医学生物学研究所2026年度产品市场服务招商项目（第三批）中标公告,8480973.0,中国医学科学院医学生物学研究所,福建正升生物技术有限公司,公开招标
536,义马市实验小学计算机采购项目,义马市实验小学计算机采购项目-中标公告,73.36,义马市实验小学,地 址,公开招标
537,雨山区社会治安综合治理视频监控补充建设,雨山区社会治安综合治理视频监控补充建设中标结果公告,4658000.0,马鞍山市公安局雨山分局,中国电信股份有限公司马鞍山分公司,公开招标
538,中共马鞍山市委党校,中共马鞍山市委党校2026至2027年食堂食材采购及配送服务中标结果公告,3500000.0,中国共产党马鞍山市委员会党校,安徽盛农农业集团有限公司,公开招标
539,榆树市紧密型县域医共体信息化建设项目,吉林省中鎏工程管理有限公司关于榆树市紧密型县域医共体信息化建设项目中标(成交)结果公告,3437.54,榆树市卫生健康局,未知,公开招标
540,高新区公安分局基层所队食堂食材配送服务,高新区公安分局基层所队食堂食材配送服务(GXQ25C00061)中标（成交）结果公告,0.68,重庆市公安局高新技术产业开发区分局,重庆市璧山区来凤供销合作社有限公司,公开招标
541,青云店镇2025至2026年度公共区域保洁管护服务项目,青云店镇2025至2026年度公共区域保洁管护服务项目中标公告,10704349.22,北京市大兴区青云店镇人民政府,北京卓谷环保科技有限公司,公开招标
542,管护能力提升项目,铜川市耀州区柳林国有生态林场管护能力提升项目中标（成交）结果公告,68.63,铜川市耀州区柳林国有生态林场,未知,公开招标
543,祁连县流浪乞讨救助站及附属设施提升改造项目（祁连县流浪乞讨救助站项目),祁连县流浪乞讨救助站及附属设施提升改造项目（祁连县流浪乞讨救助站项目)成交结果公告,192.98,祁连县民政局（本级）,未知,公开招标
544,漳平市医院区域影像系统升级改造、智慧病房系统、门诊信息公示与排队管理系统服务采购项目,漳平市医院区域影像系统升级改造、智慧病房系统、门诊信息公示与排队管理系统服务采购项目结果公告（采购包2、3）,82.28,漳平市医院,未知,公开招标
545,2026年北京市大兴区青云店镇中心幼儿园保安服务项目,2026年北京市大兴区青云店镇中心幼儿园保安服务项目中标公告,1584000.0,北京市大兴区青云店镇中心幼儿园,海卫队（北京）国际保安服务有限公司,公开招标
546,2025年手术类等设备采购项目,资阳市中心医院2025年手术类等设备采购项目中标（成交）结果公告,3298000.0,资阳市中心医院,四川中科智慧健康管理集团有限公司,公开招标
547,2026年青云店镇污水处理厂设备租赁及代理运维项目,2026年青云店镇污水处理厂设备租赁及代理运维项目中标公告,4544277.75,北京市大兴区青云店镇人民政府,北京净润水源环保科技发展有限公司,公开招标
548,南方医科大学珠江医院办公用品、日用品采购配送服务,南方医科大学珠江医院办公用品、日用品采购配送服务结果公告,858.48,南方医科大学珠江医院,未知,公开招标
549,浙江商业技师学院驻校教官学生管理服务项目,宁波市国际招标有限公司关于浙江商业技师学院驻校教官学生管理服务项目中标(成交)结果公告,71.68,浙江商业技师学院,未知,公开招标
550,中共柳林县委党校(宿舍楼、行政教学楼、报告厅)办公家具采购项目,中共柳林县委党校(宿舍楼、行政教学楼、报告厅)办公家具采购项目结果公告,229.2,中共柳林县委党校,未知,公开招标
551,城市暴雨积涝灾害精细化定量监测能力,城市暴雨积涝灾害精细化定量监测能力中标公告,959000.0,国家气象中心,北京日航科技有限公司,公开招标
552,湖州市中心医院食堂一次性餐盒采购项目,科信联合工程咨询有限公司关于湖州市中心医院食堂一次性餐盒采购项目中标结果公告,47.51,湖州市中心医院,未知,公开招标
553,荆楚理工学院数字经济综合实验室建设项目成交结果公告,荆楚理工学院数字经济综合实验室建设项目成交结果公告,74.35,荆楚理工学院,西安杰灿电子科技有限公司,公开招标
554,嘉鱼县三级医院创建能力提升项目（包2）中标结果公告,嘉鱼县三级医院创建能力提升项目（包2）中标结果公告,347.5,嘉鱼县人民医院,湖北人福医药集团有限公司,公开招标
555,滁州市公局大数据中心机房租赁,滁州市公局大数据中心机房租赁(2025-2027年）项目中标结果公告,69.23,滁州市公安局,中国移动通信集团安徽有限公司滁州分公司,公开招标
556,嘉鱼县三级医院创建能力提升项目（包3）中标结果公告,嘉鱼县三级医院创建能力提升项目（包3）中标结果公告,284.23,嘉鱼县人民医院,联通（湖北）产业互联网有限公司,公开招标
557,安庆市第二人民医院医疗设备更新项目生命急救类设备一批采购项目（重新招标）,安庆市第二人民医院医疗设备更新项目生命急救类设备一批采购项目（重新招标）中标结果公告,765320.0,安庆市第二人民医院（安庆市肿瘤医院）,安徽省沁天圆医疗器械有限公司,公开招标
558,武汉工程大学大化工2号楼C区维修改造工程监理项目中标结果公告,武汉工程大学大化工2号楼C区维修改造工程监理项目中标结果公告,9.0,武汉工程大学,武汉中建工程管理有限公司,公开招标
559,高质量发展示范项目5G移动卒中救治关键技术体系建设及基于脑电监测与神经调控技术提升区域脑功能性疾病精准诊疗项目设备采购,延安市人民医院高质量发展示范项目5G移动卒中救治关键技术体系建设及基于脑电监测与神经调控技术提升区域脑功能性疾病精准诊疗项目设备采购中标（成交）结果公告,68.0,延安市人民医院,未知,公开招标
560,天山区氛围营造项目施工,天山区氛围营造项目施工成交结果公告,86.17,乌鲁木齐市天山区园林管理局（乌鲁木齐市天山区林业和草原局）,未知,公开招标
561,西宁市公安局特巡警支队伙食,西宁市公安局特巡警支队伙食中标(成交)结果公告,0.0,西宁市公安局,未知,公开招标
562,暨南大学附属第一医院（广州华侨医院）DSA采购项目,暨南大学附属第一医院（广州华侨医院）DSA采购项目（0809-25411GJG101014401）中标结果公告,9980000.0,广州华侨医院,国药（广州）国际医药卫生有限公司,公开招标
563,枣阳市城区危旧住房（二期）改造项目-麻纺厂生活小区5#6#7#楼改造工程中标成交公告,枣阳市城区危旧住房（二期）改造项目-麻纺厂生活小区5#6#7#楼改造工程中标成交公告,168.38,枣阳市政府投资工程建设服务中心,湖北山禾锦建设有限公司,公开招标
564,南宁市人民公园2026年绿化养护服务采购,广西瑞真工程造价咨询有限责任公司关于南宁市人民公园2026年绿化养护服务采购中标公告,71.29,南宁市人民公园,未知,公开招标
565,宾川县中医医院中医特色专科项目建设医疗设施设备采购项目（第八批）二次,宾川县中医医院中医特色专科项目建设医疗设施设备采购项目（第八批）二次中标结果公告,106.63,宾川县中医医院,云南喆众科技有限公司,公开招标
566,原平市退役军人事务局退役军人人事档案整理及数字化项目,原平市退役军人事务局退役军人人事档案整理及数字化项目结果公告,86.85,原平市退役军人事务局,未知,公开招标
567,北臧村镇2026年社会化管控服务项目,北臧村镇2026年社会化管控服务项目中标公告,8310252.0,北京市大兴区北臧村镇人民政府,北京金剑卫士保安服务有限公司,公开招标
568,北京市大兴区青云店镇第二中心幼儿园2026年聘用保安服务,北京市大兴区青云店镇第二中心幼儿园2026年聘用保安服务中标公告,1152000.0,北京市大兴区青云店镇第二中心幼儿园,海卫队（北京）国际保安服务有限公司,公开招标
569,凤川现代农业综合提升工程――农田配套道路（弱电线路上改下工程杭黄高铁至西庄路口段）,浙江建安工程管理有限公司关于凤川现代农业综合提升工程――农田配套道路（弱电线路上改下工程杭黄高铁至西庄路口段）中标(成交)结果公告,293.12,桐庐县人民政府凤川街道办事处,未知,公开招标
570,安徽水利水电职业技术学院,安徽水利水电职业技术学院2025年校级教材建设项目成交结果公告,349600.0,安徽水利水电职业技术学院,安徽锐德图书文化有限公司,公开招标
571,2026年余杭区公路绿化养护项目（第三批次）,海标工程管理有限公司关于2026年余杭区公路绿化养护项目（第三批次）中标(成交)结果公告,1456.63,杭州市余杭区交通运输局,未知,公开招标
572,2026年度瓯海区病媒生物密度监测项目,温州瓯海金穗工程项目管理有限公司关于2026年度瓯海区病媒生物密度监测项目中标(成交)结果公告,33.58,温州市瓯海区疾病预防控制中心,未知,公开招标
573,2026年度街道工作人员餐饮服务项目,2026年度街道工作人员餐饮服务项目中标公告,1655592.0,北京市通州区九棵树街道办事处（本级）,北京弘汇禾餐饮管理有限公司,公开招标
574,珠海市北京师范大学（珠海）附属高级中学2026年度物业后勤服务采购项目,珠海市北京师范大学（珠海）附属高级中学2026年度物业后勤服务采购项目结果公告,285.83,珠海市北京师范大学（珠海）附属高级中学,未知,公开招标
575,进贤县综治中心物业管理外包服务项目,［江西省公共资源交易平台］进贤县综治中心物业管理外包服务项目结果公示,124.28,中共进贤县委政法委员会本级,南昌市居正物业管理有限公司,公开招标
576,景德镇市昌江区政府物业及安保服务购置项目,［江西省公共资源交易平台］景德镇市昌江区政府物业及安保服务购置项目结果公示,174.9,景德镇市昌江区机关事务管理中心,景德镇市昌江区立和泰物业服务有限公司,公开招标
577,青原区富滩镇宋溪村历史遗留重金属污染地块地表水整治项目,［江西省公共资源交易平台］江西省朝旭企业管理咨询有限公司关于青原区富滩镇宋溪村历史遗留重金属污染地块地表水整治项目结果公示,119.35,吉安市青原生态环境局,江西晟源环境科技有限公司,公开招标
578,抚州市政务数据目录治理项目,［江西省公共资源交易平台］抚州市政务数据目录治理项目（项目编号：FZYZ-2025-JC016)结果变更公示,83.71,抚州市政务服务和数据局,未知,公开招标
579,兴国县农村义务教育学生营养改善计划食品食材供应配送服务,［江西省公共资源交易平台］赣州振鑫项目咨询管理有限责任公司关于江西省兴国县教育体育局兴国县农村义务教育学生营养改善计划食品食材供应配送服务项目（项目编号：ZXGS2025-XG-G007）电子化公开招标的中标结果公告,5000.0,兴国县教育体育局,赣州市兴赣餐饮管理有限公司,公开招标
580,广昌县甘竹镇华润希望乡村又见甘竹项目设备采购项目,［江西省公共资源交易平台］广昌县甘竹镇华润希望乡村又见甘竹项目设备采购项目变更公告,205.95,广昌县甘竹镇人民政府本级,未知,公开招标
581,南康区保障性住房和谐园小区物业管理服务,［江西省公共资源交易平台］江西瑞芃工程项目管理有限公司关于江西省赣州市南康区住房保障安置服务中心南康区保障性住房和谐园小区物业管理服务（项目编号：JXRP2025-NK-G002）电子化公开招标的中标结果公告,273.58,赣州市南康区住房保障安置服务中心,赣州德众物业管理有限公司,公开招标
582,南昌医学院慎思楼北楼4-5层实验室实验台柜采购项目,［江西省公共资源交易平台］江西省机电设备招标有限公司关于南昌医学院慎思楼北楼4-5层实验室实验台柜采购项目（项目编号：JXTC2025070308）公开招标结果公示,185.2,南昌医学院,南昌仓颉实验室设备有限公司,公开招标
583,2026年市政公用基础设施维修项目,［江西省公共资源交易平台］赣州市友宏项目管理有限公司关于江西省大余县城市管理局2026年市政公用基础设施维修项目（项目编号：GZYH2025-DY-G006）公开招标的中标结果公告,334.93,大余县城市管理局,江西量政建设工程有限公司,公开招标
584,兴国县模范桥、将军桥、潋江桥照明提升工程,［江西省公共资源交易平台］赣州市兴康招标代理有限公司关于江西省兴国县城市管理局兴国县模范桥、将军桥、潋江桥照明提升工程项目（项目编号：GZXK2025-XG-G003-1）电子化公开招标的中标结果公告,537.03,兴国县城市管理局,江西恒粤工程科技有限公司,公开招标
585,樟树市博物馆馆藏纸质文物保护修复项目,［江西省公共资源交易平台］江西诚隆工程造价咨询有限公司关于樟树市博物馆馆藏纸质文物保护修复项目（项目编号：诚隆-ZS2025-004）的公开招标中标（成交）结果公告,179.0,樟树市博物馆,北京易渲艺术品鉴定有限公司,公开招标
586,武夷山国家公园（江西片区）监测系统运维及北斗定位红外相机监测,［江西省公共资源交易平台］江西省机电设备招标有限公司关于武夷山国家公园（江西片区）监测系统运维及北斗定位红外相机监测数据维护服务（项目编号：JXTC2025020373）电子化公开招标中标结果公示,62.35,武夷山国家公园江西管理局,江西正川生态科技有限公司,公开招标
587,手术显微镜采购项目,［江西省公共资源交易平台］九鼎赣饶国际项目管理有限公司关于江西省龙南市第一人民医院采购手术显微镜采购项目（项目编号：JDGR2025-LN-G007）的电子化公开招标结果公告,324.8,龙南市第一人民医院,河南睿朗医疗器械销售有限公司,公开招标
588,武夷山大峡谷（江西片区）地质演化研究项目,［江西省公共资源交易平台］江西省机电设备招标有限公司关于武夷山大峡谷（江西片区）地质演化研究项目（项目编号：JXTC2025020382）电子化公开招标中标结果公示,246.0,武夷山国家公园江西管理局,中国地质科学院,公开招标
589,2025年标准化健身路径采购安装项目,［江西省公共资源交易平台］江西林宇招投标咨询有限公司关于2025年标准化健身路径采购安装项目（项目编号：JXLY2025-0139）竞争性谈判成交结果公示,63.0,进贤县教育体育局,江西百润校具有限公司,公开招标
590,安义县加强困境儿童关爱服务项目(二期)-困境儿童日常关爱服务项目,［江西省公共资源交易平台］江西中恒招标咨询有限公司关于安义县加强困境儿童关爱服务项目(二期)-困境儿童日常关爱服务项目（项目编号：JXZH-2025041-GK-A包）电子化公开招标中标公告,109.71,安义县民政局,立信（南昌）数据科技有限公司,公开招标
591,江西农业大学食品学院天然产物与功能食品重点实验室楼修缮工程项目,［江西省公共资源交易平台］江西省百巨招标咨询有限公司关于江西农业大学食品学院天然产物与功能食品重点实验室楼修缮工程项目（项目编号：JXBJ25121387103）竞争性磋商成交公告,22.95,江西农业大学,江西中索建设工程有限公司,公开招标
592,上饶市广信区人民医院2025-2026年度保洁、运送服务,［江西省公共资源交易平台］上饶市政务服务中心关于上饶市广信区人民医院2025-2026年度保洁、运送服务(项目编号：SRZFCG-2025-078#）中标结果公示,895.31,上饶市广信区人民医院,未知,公开招标
593,新疆维吾尔自治区儿童医院诊疗能力提升建设项目新生儿科医疗设备采购项目,新疆维吾尔自治区儿童医院诊疗能力提升建设项目新生儿科医疗设备采购项目中标(成交)结果公告,200.7,新疆维吾尔自治区儿童医院,未知,公开招标
594,2025年浦江县省、县道公路边坡定检项目（第二次）,浙江华杰工程咨询有限公司关于2025年浦江县省、县道公路边坡定检项目（第二次）中标(成交)结果公告,32.0,浦江县公路与运输事业发展中心,未知,公开招标
595,2025年交管支队袁州、宜阳、明月山、经开区大队档案数字化加工服务项目,［江西省公共资源交易平台］宜春一诺招标代理预习公司关于宜春市公安局交通管理支队2025年交管支队袁州、宜阳、明月山、经开区大队档案数字化加工服务项目（招标编号：一诺-YC2025-020）中标结果公示,45.03,宜春市公安局交通警察支队,江西省尚亨科技有限公司,公开招标
596,新疆维吾尔自治区科技资源共享服务中心2025年土壤检测分析项目,新疆维吾尔自治区科技资源共享服务中心2025年土壤检测分析项目中标(成交)结果公告,194.5,新疆维吾尔自治区科技资源共享服务中心,未知,公开招标
597,新疆医科大学第六附属医院第六批检验适配设备试剂耗材采购项目,新疆医科大学第六附属医院第六批检验适配设备试剂耗材采购项目中标(成交)结果公告,0.04,新疆医科大学第六附属医院,未知,公开招标
598,安义县加强困境儿童关爱服务项目(二期)-困境儿童心理关爱服务项目,［江西省公共资源交易平台］江西中恒招标咨询有限公司关于安义县加强困境儿童关爱服务项目(二期)-困境儿童心理关爱服务项目（项目编号：JXZH-2025041-GK-C包）电子化公开招标中标公告,41.8,安义县民政局,上海求知望里科技有限公司,公开招标
599,2025年全院设备计量检定校准等服务采购项目(二次),四川省人民医院2025年全院设备计量检定校准等服务采购项目(二次)中标（成交）结果公告,60480.0,四川省人民医院,四川泽缦科技有限公司,公开招标
600,隆德县城市公共服务中心隆德县县城排水防涝能力提升项目一标段,隆德县城市公共服务中心隆德县县城排水防涝能力提升项目一标段中标公告,285.8,隆德县城市公共服务中心,未知,公开招标
601,杭州市生态环境局西湖分局西湖区清新空气建筑群建设项目,浙江国际招投标有限公司关于杭州市生态环境局西湖分局西湖区清新空气建筑群建设项目中标(成交)结果公告,198.96,杭州市生态环境局西湖分局,未知,公开招标
602,第二批教学科研设备更新项目-微区形貌原位纳米压痕分析装置,西南石油大学第二批教学科研设备更新项目-微区形貌原位纳米压痕分析装置中标（成交）结果公告,5589000.0,西南石油大学,成都谨圆科技有限公司,公开招标
603,曲靖市马龙区2025年义务教育薄弱环节改善与能力提升信息化设备联合采购项目,曲靖市马龙区2025年义务教育薄弱环节改善与能力提升信息化设备联合采购项目中标公告,185.99,曲靖市马龙区通泉第三小学,曲靖市马龙区鑫辉商贸有限公司,公开招标
604,第二批教学科研设备更新项目-智能多源影像采集与分析装置采购项目,西南石油大学第二批教学科研设备更新项目-智能多源影像采集与分析装置采购项目中标（成交）结果公告,670000.0,西南石油大学,杭州澹蓝科技有限公司,公开招标
605,武汉市江夏区财政局本级武汉市江夏区财政局2026年机关食堂食材配送服务中标(成交)结果公告,武汉市江夏区财政局本级武汉市江夏区财政局2026年机关食堂食材配送服务中标(成交)结果公告,95.0,武汉市江夏区财政局本级,武汉楚青农产品生鲜供应链有限公司,公开招标
606,甘肃省第二强制隔离戒毒所改造增容燃气热水锅炉（超低氮冷凝燃气真空热水锅炉）项目,甘肃省第二强制隔离戒毒所改造增容燃气热水锅炉（超低氮冷凝燃气真空热水锅炉）项目中标（成交）结果公告,327.97,甘肃省第二强制隔离戒毒所,未知,公开招标
607,2026年瓯海区中小学、幼儿园“护学岗”安保值守服务,温州元信工程项目管理有限公司关于2026年瓯海区中小学、幼儿园“护学岗”安保值守服务中标(成交)结果公告,0.01,温州市公安局瓯海区分局,未知,公开招标
608,2026年152团连队垃圾清运项目,2026年152团连队垃圾清运项目中标(成交)结果公告,52.9,新疆生产建设兵团第八师一五二团应急管理和生态保护中心,未知,公开招标
609,潜江市中心医院潜江市中心医院办公家具采购项目中标(成交)结果公告,潜江市中心医院潜江市中心医院办公家具采购项目中标(成交)结果公告,35.84,潜江市中心医院,潜江市广泰家具有限公司,公开招标
610,西吉县教育体育局2025年薄弱学校改造与能力提升（第五批）教学仪器设备政府采购项目一至四标段,西吉县教育体育局2025年薄弱学校改造与能力提升（第五批）教学仪器设备政府采购项目一至四标段中标公告,406.63,西吉县教育体育局,未知,公开招标
611,汉川市农业农村局本级汉川市2025年财政衔接资金农村基础设施建设项目中标(成交)结果公告,汉川市农业农村局本级汉川市2025年财政衔接资金农村基础设施建设项目中标(成交)结果公告,3020.63,汉川市农业农村局本级,汉川正道路桥有限责任公司,公开招标
612,中国矿业大学地下空间感控算应急一体化实验教学保障平台,中国矿业大学地下空间感控算应急一体化实验教学保障平台中标公告,2882880.0,中国矿业大学（徐州）,徐州沐和电子科技有限公司,公开招标
613,黄石市黄石港区城市管理执法局黄石港区环卫市场化服务项目（第二次）中标(成交)结果公告,黄石市黄石港区城市管理执法局黄石港区环卫市场化服务项目（第二次）中标(成交)结果公告,3210.0,黄石市黄石港区城市管理执法局本级,黄石市黄石港区城资经营管理有限公司,公开招标
614,武汉市黄陂区人民政府罗汉寺街道办事处罗汉寺新阳村、隆兴村、北新村村湾整治项目结果公告,武汉市黄陂区人民政府罗汉寺街道办事处罗汉寺新阳村、隆兴村、北新村村湾整治项目结果公告,94.15,武汉市黄陂区人民政府罗汉寺街道办事处,湖北博益金建设工程有限公司,公开招标
615,信息化设施设备及防盗门采购,晋中市档案馆信息化设施设备及防盗门采购结果公告,35.6,晋中市档案馆,未知,公开招标
616,昌吉州玛纳斯县公立医院改革与高质量发展示范项目（一）期（西门子 64排CT 球管1个）,昌吉州玛纳斯县公立医院改革与高质量发展示范项目（一）期（西门子64排CT球管1个）中标(成交)结果公告,105.0,玛纳斯县人民医院,未知,公开招标
617,房屋租赁服务,上海市浦东新区公利医院房屋租赁服务的中标（成交）结果公告,210.69,上海市浦东新区公利医院,未知,公开招标
618,西吉县教育体育局2025年薄弱学校改造与能力提升（第五批）教学仪器设备政府采购项目五至七标段,西吉县教育体育局2025年薄弱学校改造与能力提升（第五批）教学仪器设备政府采购项目五至七标段中标公告,377.54,西吉县教育体育局,未知,公开招标
619,2026年温州公安1、2号楼智能化维保,温州历程招标有限公司关于温州市公安局2026年温州公安1、2号楼智能化维保中标(成交)结果公告,49.8,温州市公安局,未知,公开招标
620,滁州市公安局移动警务通信服务项目,滁州市公安局移动警务通信服务项目中标结果公告,0.0,滁州市公安局,中国电信股份有限公司滁州分公司,公开招标
621,省级高质量发展-四川土壤样品库项目,四川省农业科学院农业资源与环境研究所省级高质量发展-四川土壤样品库项目中标（成交）结果公告,4957252.0,四川省农业科学院农业资源与环境研究所,四川长乐信息技术有限公司,公开招标
622,安庆市第二人民医院医疗设备更新项目影像中心数字化,安庆市第二人民医院医疗设备更新项目影像中心数字化X线摄影（DR）采购项目（重新招标）中标结果公告,989000.0,安庆市第二人民医院（安庆市肿瘤医院）,安徽元厚医疗器械贸易有限公司,公开招标
623,中央美术学院望京校区学生超市招租项目,中央美术学院望京校区学生超市招租项目中标公告,1604032.65,中央美术学院,美邻惠（北京）超市连锁有限公司,公开招标
624,2025-2027年汕尾市政策性农村住房保险项目,2025-2027年汕尾市政策性农村住房保险项目结果公告,0.0,汕尾市人民政府办公室,未知,公开招标
625,2025年测绘地理信息系统平台研发技术服务（第二批）,2025年测绘地理信息系统平台研发技术服务（第二批）中标公告,439400.0,自然资源部第一航测遥感院,未知,公开招标
626,乌鲁木齐天山机场海关食堂托管服务项目,乌鲁木齐天山机场海关食堂托管服务项目（二次）中标公告,3578000.0,乌鲁木齐海关后勤管理中心,新疆天下粮仓食品配送有限公司,公开招标
627,2026年黎明填埋场封场管理及日常环境监测,2026年黎明填埋场封场管理及日常环境监测的中标（成交）结果公告,199.56,上海市浦东新区废弃物管理事务中心,未知,公开招标
628,青铜峡市教育局本级青铜峡市第八小学2024年义务教育薄弱环节改善与能力提升教学仪器采购项目,青铜峡市教育局本级青铜峡市第八小学2024年义务教育薄弱环节改善与能力提升教学仪器采购项目中标公告,57.9,青铜峡市教育局本级,未知,公开招标
629,乔司第三幼儿园2026年保安服务,杭州临诚工程咨询有限公司关于乔司第三幼儿园2026年保安服务中标(成交)结果公告,90.72,杭州市临平区乔司第三幼儿园,未知,公开招标
630,2025年曲麻河乡消防救援工作站场所改造及设备购置项目,2025年曲麻河乡消防救援工作站场所改造及设备购置项目中标(成交)结果公告,69.6,曲麻莱县曲麻河乡人民政府,未知,公开招标
631,云县第二完全中学食堂设备采购项目,云县第二完全中学食堂设备采购项目中标结果公告,219.88,云县教育体育局,云南忠信茂源厨房设备有限公司,公开招标
632,石钟山石窟综合保护前期勘察研究,石钟山石窟综合保护前期勘察研究中标公告,304.8,剑川县文化和旅游局,广东南秀古建筑石雕园林工程有限公司,公开招标
633,食药环侦快检实验室建设项目,保德县公安局公开招标食药环侦快检实验室建设项目结果公告,49.86,保德县公安局,未知,公开招标
634,罗山县公安局2025年度政法转移支付资金业务装备项目,罗山县公安局2025年度政法转移支付资金业务装备项目-中标公告,78.16,罗山县公安局,地 址,公开招标
635,2025年第二批南宁市配售型保障性住房项目配售服务,广西翔鲲工程项目管理有限责任公司关于2025年第二批南宁市配售型保障性住房项目配售服务（NNZC2025-G3-991410-GXXK）中标公告,1299.95,南宁市住房保障发展中心,未知,公开招标
636,松江区农业服务中心(含松江区农业技术推广中心)食堂第三方餐饮服务,松江区农业服务中心(含松江区农业技术推广中心)食堂第三方餐饮服务的中标（成交）结果公告,367.9,松江区农业委员会（本部）,未知,公开招标
637,2025-2027年汕尾市政策性农村住房保险项目,2025-2027年汕尾市政策性农村住房保险项目结果公告,0.0,汕尾市人民政府办公室,未知,公开招标
638,澄城县智慧应急消防救援站建设项目,澄城县应急管理局澄城县智慧应急消防救援站建设项目中标（成交）结果公告,103.55,澄城县应急管理局,未知,公开招标
639,数字轨道发展中心（第一期）,四川铁道职业学院数字轨道发展中心（第一期）中标（成交）结果公告,243000.0,四川铁道职业学院,北京京投轨科轨道交通科技有限公司,公开招标
640,波长色散X射线荧光光谱分析仪项目,中国石油大学（华东）波长色散X射线荧光光谱分析仪项目中标公告,2595125.9,中国石油大学（华东）,环视空间(杭州)科技有限责任公司,公开招标
641,福州市长乐区消防救援大队2026年度食品采购项目,福州市长乐区消防救援大队2026年度食品采购项目中标公告,0.0,福州市长乐区消防救援大队,福清益霞贸易有限公司,公开招标
642,竹山县深河乡人民政府本级竹山县深河乡森林防火通道建设项目中标(成交)结果公告,竹山县深河乡人民政府本级竹山县深河乡森林防火通道建设项目中标(成交)结果公告,84.54,竹山县深河乡人民政府本级,湖北晟誉建设工程有限公司,公开招标
643,2025-2027年汕尾市政策性农村住房保险项目,2025-2027年汕尾市政策性农村住房保险项目结果公告,0.0,汕尾市人民政府办公室,未知,公开招标
644,2026年九亭镇居家养老服务项目,2026年九亭镇居家养老服务项目的中标（成交）结果公告,299.83,上海市松江区九亭镇人民政府,未知,公开招标
645,湖北省碾盘山水利水电枢纽工程建设管理局碾盘山水利水电枢纽库区防护工程右岸段泵站堤防运行维护管理项目中标（成交）结果公告,湖北省碾盘山水利水电枢纽工程建设管理局碾盘山水利水电枢纽库区防护工程右岸段泵站堤防运行维护管理项目中标（成交）结果公告,514.13,湖北省碾盘山水利水电枢纽工程建设管理局,湖北省樊口电排站管理处,公开招标
