id,product_name,keyword,price,supplier,address,description,product_category,collection_time,collection_time_2,supplier_2,created_at,updated_at
451,定制PP试剂柜 实验室化学防腐蚀四门器皿药品柜 资质齐全,实验器皿,560.0,河北杰信实验设备有限公司,武邑县肖桥头镇东桑村5区43号,类别：办公文教;实验室用品;其他实验室用品,实验室,2026-01-17,2026-01-17,河北杰信实验设备有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
452,LUMI PP药品柜实验室试剂柜 化验室器皿柜比较耐酸碱,实验器皿,1500.0,广州禄米实验室设备科技有限公司,广州市番禺区大龙街汉碁大道6号3栋430,类别：办公文教;实验室用品;其他实验室用品,实验室,2026-01-17,2026-01-17,广州禄米实验室设备科技有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
453,如卡本净化科技实验室器皿柜 试剂柜 全钢药品柜 试验仪器柜,实验器皿,800.0,苏州如卡本环保科技有限公司,江苏省苏州市吴江区桃源镇梵香村（波士顿电梯（苏州）有限公司内）,类别：办公文教;实验室用品;功能柜,实验室,2026-01-17,2026-01-17,苏州如卡本环保科技有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
454,【双久】PP柜耐酸碱实验柜供应实验室仪器柜器皿柜批发,实验器皿,420.0,杭州双久金属科技有限公司,上海,类别：办公文教;实验室用品;实验室专用设备,实验室,2026-01-17,2026-01-17,杭州双久金属科技有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
455,pp试剂柜 实验室器皿柜 盐酸硝酸硫酸药品柜 耐酸化验室家具厂家批发,实验器皿,1305.0,广州科东实验室设计有限公司,广州市天河区中山大道中288号五层部位5779,类别：办公文教;实验室用品;功能柜,实验室,2026-01-17,2026-01-17,广州科东实验室设计有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
456,全钢器皿柜 实验室药品柜 化学试剂柜 无缝焊接,实验器皿,1100.0,河北海森特实验室设备有限公司,河北省石家庄市裕华区东岗路297号大马庄园7号楼2单元401,类别：办公文教;实验室用品;实验台,实验室,2026-01-17,2026-01-17,河北海森特实验室设备有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
457,赛科赛斯模块化实验台器皿柜 抽屉式设计精工细作,实验器皿,820.0,成都赛科赛斯实验室设备有限公司,四川省成都市成华区双店路66号1幢4层9、10号,类别：办公文教;实验室用品;功能柜,其他,2026-01-17,2026-01-17,成都赛科赛斯实验室设备有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
458,实验室器皿 100L 控温精准安全试验 双层反应釜 央迈科技,实验器皿,1650.0,合肥央迈科技仪器有限公司,安徽省合肥市瑶海区都市科技产业园5D6层,类别：办公文教;实验室用品;合成/反应设备,实验室,2026-01-17,2026-01-17,合肥央迈科技仪器有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
459,实验室全木药品柜化验专用样品柜试剂柜器皿柜,实验器皿,980.0,瀚美瑞实验室系统设备（苏州）有限公司,苏州市吴中区光福镇福利村101号1-76室,类别：办公文教;实验室用品;实验室专用设备,实验室,2026-01-17,2026-01-17,瀚美瑞实验室系统设备（苏州）有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
460,【东英实验】定制 实验室化学药品柜 耐腐蚀PP器皿柜,实验器皿,1200.0,江苏东英实验设备有限公司,江苏苏州,类别：办公文教;实验室用品;实验室专用设备,实验室,2026-01-17,2026-01-17,江苏东英实验设备有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
461,韦斯 三氯化氮采样装置 实验室器皿 盐酸分离装置,实验器皿,5000.0,安徽韦斯实验设备有限公司,安徽滁州,类别：办公文教;实验室用品;蒸馏器,实验室,2026-01-17,2026-01-17,安徽韦斯实验设备有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
462,惠达仪器 不锈钢坩埚夹 转移高温容器实验室加持器具专用,实验器皿,200.0,天津市惠达实验仪器有限公司,天津市北辰区北仓镇屈店工业园（村委会西）,类别：办公文教;实验室用品;坩埚钳,实验室,2026-01-17,2026-01-17,天津市惠达实验仪器有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
463,实验室化学试剂柜 样品化验室仪器柜 鑫恒锐 全钢器皿柜,实验器皿,800.0,无锡市鑫恒锐实验设备有限公司,宜兴市高塍镇赋村,类别：办公文教;实验室用品;实验室试验设备,实验室,2026-01-17,2026-01-17,无锡市鑫恒锐实验设备有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
464,禄米 实验室化验室试剂柜 全钢器皿柜药品柜 实验设备,实验器皿,1400.0,广州禄米实验室设备科技有限公司,广东广州,类别：办公文教;实验室用品;实验室专用设备,设备,2026-01-17,2026-01-17,广州禄米实验室设备科技有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
465,PP器皿柜 制药业化学实验室专用 耐强酸碱腐蚀,实验器皿,70.0,山东业创实验设备有限公司,山东省菏泽市牡丹区高庄镇纬一路中段,类别：办公文教;实验室用品;实验室收纳保管,实验室,2026-01-17,2026-01-17,山东业创实验设备有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
466,医院PP药品柜 化学化工试剂柜 实验室器皿柜,实验器皿,1300.0,山东龙煤工矿机械集团有限公司,山东省济宁市高新区黄屯街道第七工业园,类别：办公文教;实验室用品;实验室专用设备,实验室,2026-01-17,2026-01-17,山东龙煤工矿机械集团有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
467,垚鑫科技 实验室通风柜 器皿柜 试剂柜 支持定制,实验器皿,2900.0,青岛垚鑫实验室科技有限公司,青岛市黄岛区胶南经济开发区上海路南端,类别：办公文教;实验室用品;通风柜/通风橱,实验室,2026-01-17,2026-01-17,青岛垚鑫实验室科技有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
468,博森 实验室器皿 小型金属浴 体积小，重量轻，便于移动和携带 201006,实验器皿,5800.0,上海木辰生物科技有限公司,上海市闵行区沪闵路1277号2幢1层112室,类别：办公文教;实验室用品;干浴器/金属浴,实验室,2026-01-17,2026-01-17,上海木辰生物科技有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
469,梓图 PP样品柜 化学实验品防腐蚀器皿柜 耐酸碱实验室试剂柜定制,实验器皿,900.0,苏州梓图实验室科技有限公司,苏州高新区鹿山路369号39幢412-1室,类别：办公文教;实验室用品;功能柜,实验室,2026-01-17,2026-01-17,苏州梓图实验室科技有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
470,PP试剂柜 实验室样品柜药品柜器皿柜 多种规格支持定制,实验器皿,1200.0,郑州诚志实验室装备工程技术有限公司,河南自贸试验区郑州片区（郑东）商务内环路25号1单元11层1107号,类别：办公文教;实验室用品;其他实验室用品,实验室,2026-01-17,2026-01-17,郑州诚志实验室装备工程技术有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
471,实验室钢制器皿柜 化学实验台试剂柜 安装便捷 稳定性好,实验器皿,1700.0,广州福兴实验室设备科技有限公司,广州市番禺区大龙街汉碁大道16号101、201、301（201-7）,类别：办公文教;实验室用品;其他实验室用品,实验室,2026-01-17,2026-01-17,广州福兴实验室设备科技有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
472,WOL 洁净实验台生产定制 实验室专用设备 高端 品质,实验室专用设备,1200.0,广州沃霖实验室设备有限公司,广州市番禺区石碁镇海涌路低涌村段28号之三,类别：办公文教;实验室用品;实验室专用设备,设备,2026-01-17,2026-01-17,广州沃霖实验室设备有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
473,变风量文丘里阀 实验室专用设备 新景sunking源头生产厂家,实验室专用设备,8888.0,深圳市新景环境技术有限公司,广东深圳,类别：办公文教;实验室用品;实验室专用设备,设备,2026-01-17,2026-01-17,深圳市新景环境技术有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
474,领峰K12物理仪器柜A款 高中物理准备室实验室专用设备,实验室专用设备,3666.0,上海领峰实业有限公司,上海市金山区亭林镇松育路181号2幢10418室,类别：办公文教;实验室用品;实验室专用设备,设备,2026-01-17,2026-01-17,上海领峰实业有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
475,巴跃BA-DCY12G型氮吹仪 实验室专用设备 吹扫捕集,实验室专用设备,15000.0,长沙巴跃仪器有限公司,天津,类别：办公文教;实验室用品;实验室专用设备,设备,2026-01-17,2026-01-17,长沙巴跃仪器有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
476,各种类型实验台 不同材质实验室设备定制生产 实验室专用设备 尚嘉,实验室专用设备,350.0,郑州尚嘉实验室装备有限公司,郑州高新区合欢街10号2号楼407号,类别：办公文教;实验室用品;通风柜/通风橱,设备,2026-01-17,2026-01-17,郑州尚嘉实验室装备有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
477,定制实验台实验室专用设备多种规格型号可选满足需求,实验室专用设备,500.0,山东鑫广实验设备科技有限公司,山东潍坊,类别：办公文教;实验室用品;实验室专用设备,设备,2026-01-17,2026-01-17,山东鑫广实验设备科技有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
478,实验室专用设备厂家直销 钢木实验台工作台 学校实验室操作台,实验室专用设备,680.0,广东新魅实验室科技有限公司,广东广州,类别：办公文教;实验室用品;实验室专用设备,设备,2026-01-17,2026-01-17,广东新魅实验室科技有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
479,钢木实验台全钢试验边台中央操作台化学实验室 专用设备,实验室专用设备,800.0,河北鸿皆实验室仪器科技有限公司,河北省石家庄市桥西区裕华西路220号天山观澜豪庭10-3-302,类别：办公文教;实验室用品;实验室专用设备,设备,2026-01-17,2026-01-17,河北鸿皆实验室仪器科技有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
480,垚鑫科技 实验室专用 通风柜 耐酸碱通风设备 数字显示设备,实验室专用设备,9800.0,青岛垚鑫智能科技有限公司,山东省青岛市黄岛区大村镇文萃路3号A西204室,类别：办公文教;实验室用品;实验室专用设备,设备,2026-01-17,2026-01-17,青岛垚鑫智能科技有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
481,全钢通风柜 化学实验室专用排风设备 高效排风,实验室专用设备,330.0,瀚美瑞实验室系统设备（苏州）有限公司,苏州市吴中区光福镇福利村101号1-76室,类别：办公文教;实验室用品;通风柜/通风橱,设备,2026-01-17,2026-01-17,瀚美瑞实验室系统设备（苏州）有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
482,通风橱柜 疾控中心实验室通风柜 化验室专用通风设备 业创,实验室专用设备,146.0,山东业创实验设备有限公司,山东省菏泽市牡丹区高庄镇纬一路中段,类别：办公文教;实验室用品;通风柜/通风橱,设备,2026-01-17,2026-01-17,山东业创实验设备有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
483,厂家生产 实验室整体通风设备 PP通风柜 检测专用 规格尺寸可定制,实验室专用设备,3500.0,东莞贺利士实验室工程有限公司,广东省东莞市中堂镇潢涌工业横路2号7栋702室,类别：办公文教;实验室用品;通风柜/通风橱,设备,2026-01-17,2026-01-17,东莞贺利士实验室工程有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
484,智卓优创通风柜 实验室专用 支持定制排风设备,实验室专用设备,4000.0,河南智卓优创实验室系统工程有限公司,河南省新乡市获嘉县亢村镇薄口路东、纬四路北,类别：办公文教;实验室用品;通风柜/通风橱,设备,2026-01-17,2026-01-17,河南智卓优创实验室系统工程有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
485,通风实验室设备 实验室建设规划方案书 实验室专用通风设备,实验室专用设备,5000.0,深圳市金宝来科技有限公司,深圳市坪山区龙田街道龙田社区龙田同富裕路8号莹展科技园D2栋509,类别：办公文教;实验室用品;通风柜/通风橱,设备,2026-01-17,2026-01-17,深圳市金宝来科技有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
486,全钢通风柜实验室家具排气设备专用排风化学抽风柜耐强酸碱通风橱,实验室专用设备,560.0,深圳市联合实验室工程装备有限公司,深圳市龙岗区平湖街道平湖社区众和街3号B栋401,类别：办公文教;实验室用品;实验室专用设备,设备,2026-01-17,2026-01-17,深圳市联合实验室工程装备有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
487,中央边台实验室设备厂家 技术支持 支持 大学院校专用 定制加工,实验室专用设备,1200.0,正定县鸿佳实验室装备销售有限公司,正定县北早现乡丰家庄村,类别：办公文教;实验室用品;实验室专用设备,设备,2026-01-17,2026-01-17,正定县鸿佳实验室装备销售有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
488,1-74微米实验室专用涡轮气流分选分级机 高精设备,实验室专用设备,100000.0,四川巨子粉体设备有限公司,绵阳高新区火炬西街南段19号,类别：机械设备;分离设备;分选设备,设备,2026-01-17,2026-01-17,四川巨子粉体设备有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
489,实验室专用污水处理设备 中小型检验科废水处理器 自动化 杰鲁特,实验室专用设备,10000.0,山东杰鲁特环保科技有限公司,山东省潍坊高新区新城街道蓉花社区蓉花路999号怡和.星海湾B区8号楼1单元1504号,类别：机械设备;水处理设备;水处理成套设备,设备,2026-01-17,2026-01-17,山东杰鲁特环保科技有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
490,纯气与气路系统 实验室专用 供气安全可靠 设备先进,实验室专用设备,18900.0,广州双恒实验室科技有限公司,广东广州,类别：办公文教;实验室用品;实验室专用设备,设备,2026-01-17,2026-01-17,广州双恒实验室科技有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
491,欧嘉实验室落地式通风柜 实验室专用排风设备 全钢结构,实验室专用设备,100.0,北京欧嘉实验室设备有限公司,北京市通州区中山大街59号院1号楼10层1006,类别：办公文教;实验室用品;通风柜/通风橱,设备,2026-01-17,2026-01-17,北京欧嘉实验室设备有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
492,福兴品牌实验室专用家具 落地式净化工程设备组合,实验室专用设备,950.0,广州福兴实验室设备科技有限公司,广州市番禺区大龙街汉碁大道16号101、201、301（201-7）,类别：办公文教;实验室用品;实验室专用设备,设备,2026-01-17,2026-01-17,广州福兴实验室设备科技有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
493,伟琴DRB-3.6KW电热板 实验室专用加热设备 220V功率30,实验室专用设备,2600.0,鹤壁市伟琴仪器仪表有限公司,鹤壁市山城区红旗街食品二厂院内,类别：办公文教;实验室用品;马弗炉/电阻炉/实验炉,设备,2026-01-17,2026-01-17,鹤壁市伟琴仪器仪表有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
494,湖南锡海实验室家具设备定制 PCR实验室专用边台,实验室专用设备,850.0,广州锡海净化科技有限公司,广东广州,类别：办公文教;实验室用品;实验室专用设备,设备,2026-01-17,2026-01-17,广州锡海净化科技有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
495,大型实验室专用乳化机 高剪切乳化罐 酸奶加工专用均质乳化设备,实验室专用设备,7800.0,山东澳华机械制造有限公司,山东省济宁市曲阜市书院街道圣祥建材城内,类别：机械设备;混合设备;搅拌机,设备,2026-01-17,2026-01-17,山东澳华机械制造有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
496,学校物理试验台 全钢中央操作台 实验室专用设备,实验室专用设备,1000.0,天津盛泰瑞科技有限公司,天津自贸试验区（空港经济区）中环西路86号汇盈产业园8号楼1-301-A319,类别：办公文教;实验室用品;实验台,设备,2026-01-17,2026-01-17,天津盛泰瑞科技有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
497,学校实验室专用去离子纯化水设备双级反渗透+EDI超纯水系统,实验室专用设备,4720.0,品誉机械（济宁）有限公司,山东省济宁市鱼台县滨湖街道观鱼大道观鱼桥东300米路南（自主申报）,类别：机械设备;水处理设备;净水设备,设备,2026-01-17,2026-01-17,品誉机械（济宁）有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
498,化学实验室专用污水处理设备 | 高浓度废水降解 + 达标排放 厂家供应,实验室专用设备,21500.0,山东锋澜科环保设备有限公司,山东省潍坊市寒亭区开元街道海港路45000号中凯兴业贸易广场17号楼105（2楼201室）（一址多照）,类别：机械设备;水处理设备;水处理成套设备,设备,2026-01-17,2026-01-17,山东锋澜科环保设备有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
499,博洋定制 化验室污水灭活设备 诊所专用小型实验室污水处理装置,实验室专用设备,8600.0,山东博洋环保水处理设备有限公司,山东省潍坊市安丘市新安街道泰山西街与珠江路交叉口往东100米4号车间,类别：机械设备;杀菌设备;水处理杀菌设备,设备,2026-01-17,2026-01-17,山东博洋环保水处理设备有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
500,15T单级反渗透设备 实验室制药厂专用 预处理+RO膜 可上门调试 崇源,实验室专用设备,9900.0,山东崇源环保科技有限公司,山东省临沂市高新技术产业开发区朗宇花园10号楼3单元601室,类别：机械设备;水处理设备;水处理成套设备,设备,2026-01-17,2026-01-17,山东崇源环保科技有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
501,实验室专用超纯水设备 RO+EDI双净化 水质稳定供应 金碧源售后完善,实验室专用设备,26000.0,苏州金碧源环保设备有限公司,苏州吴中经济开发区横泾街道东太湖路2308号3号楼3028室,类别：机械设备;水处理设备;水处理成套设备,设备,2026-01-17,2026-01-17,苏州金碧源环保设备有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
502,阳瑞理学SmartLab-u系列灰白实验室仪器 26℃工作温度匠心之作,实验室仪器,10.0,广州阳瑞仪器科技有限公司,广州市海珠区仑头路78号自编A03号楼127号（仅限办公用途）,类别：仪器仪表;分析仪器;光谱,实验室,2026-01-17,2026-01-17,广州阳瑞仪器科技有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
503,同广TG中小城镇饮用水处理实验设备-环境工程高校实验室教学仪器,实验室仪器,1000.0,上海同广科教仪器有限公司,上海市松江区泗泾镇杜家浜路89号14幢-19,类别：仪器仪表;环境检测仪器;其他环境检测仪器,设备,2026-01-17,2026-01-17,上海同广科教仪器有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
504,Stemcell磁力架 进口平替碳环智造5ml磁力仪器 细胞分选强磁磁力 架,实验室仪器,2400.0,碳环智造（深圳）科技有限公司,深圳市福田区福田街道岗厦社区福华三路88号财富大厦39HF56,类别：办公文教;实验室用品;其他实验室用品,其他,2026-01-17,2026-01-17,碳环智造（深圳）科技有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
505,低频高阻尼隔振平台|精密仪器|实验室/半导体设备专用光学平台,实验室仪器,3100.0,贝尔金减振设备制造（深圳）有限公司,深圳市宝安区福永街道凤凰社区广深路福永段109号锦灏大厦1401,类别：机械设备;行业专用设备;五金制造机械,设备,2026-01-17,2026-01-17,贝尔金减振设备制造（深圳）有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
506,全自动微波消解仪 实验室高通量微波消解仪器 蓝景LJ-WB4,实验室仪器,100.0,山东蓝景电子科技有限公司,山东省潍坊高新区新城街道玉清社区金马路1号欧龙科技园3号车间1楼105,类别：仪器仪表;行业专用仪器仪表;其它行业专用仪器仪表,实验室,2026-01-17,2026-01-17,山东蓝景电子科技有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
507,静电纺丝实验室仪器 运行稳定 应用范围广 欢迎选购,实验室仪器,2688.0,青岛斯备宁智能设备有限公司,山东省青岛市城阳区靖城路627号12号楼1单元1604户,类别：办公文教;实验室用品;实验室专用设备,实验室,2026-01-17,2026-01-17,青岛斯备宁智能设备有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
508,理化生准备室 实验室仪器 售后无忧 值得信赖品质有保障,实验室仪器,100000.0,广东广视通科教设备有限公司,广东省东莞市万江街道流涌尾黄洲工业路5号2号楼701室,类别：办公文教;实验室用品;实验室专用设备,实验室,2026-01-17,2026-01-17,广东广视通科教设备有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
509,源头工厂 规格齐全 普通化学实验室 教学仪器 菏 泽百博,实验室仪器,3200.0,菏泽百博实验室设备有限公司,山东省菏泽市牡丹区康庄西路阅城国际花园12号楼,类别：办公文教;实验室用品;实验室专用设备,实验室,2026-01-17,2026-01-17,菏泽百博实验室设备有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
510,蒸馏测定装置 盐水测定仪器 500ml可定制 实验室玻璃仪器,实验室仪器,750.0,南京腾辉实验科技有限公司,南京市江北新区大厂街道园西路180号A1248室,类别：办公文教;实验室用品;实验室专用设备,实验室,2026-01-17,2026-01-17,南京腾辉实验科技有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
511,DC150-1氮吹仪 温度控制仪器 水浴氮吹控制仪器 实验室样品浓缩仪,实验室仪器,4080.0,福州奥研实验器材有限责任公司,福建福州,类别：办公文教;实验室用品;实验室专用设备,实验室,2026-01-17,2026-01-17,福州奥研实验器材有限责任公司,2026-01-18 13:17:32,2026-01-18 13:17:32
512,解剖实验室厂家 教学仪器厂家 恒华实验室 义务教育实验室设备厂家,实验室仪器,1000.0,辽宁恒华实验室设备制造有限公司,辽宁沈阳,类别：办公文教;实验室用品;实验室专用设备,设备,2026-01-17,2026-01-17,辽宁恒华实验室设备制造有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
513,炬菁 生物实验室仪器设备 整体方案设计 生产安装厂家,实验室仪器,38000.0,广东炬菁教学设备有限公司,广东省东莞市南城街道鸿福西路南城段76号4栋302室,类别：办公文教;多媒体教学设备及系统;实验室功能室设备,设备,2026-01-17,2026-01-17,广东炬菁教学设备有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
514,哈希第三方检测机构实验室用水质分析仪器、现场+实验室检测组合,实验室仪器,11100.0,洛阳洛汝给水净水设备有限公司,河南省洛阳市洛龙区洛龙科技园开元大道275号（洛阳精密机床有限公司厂内）,类别：仪器仪表;环境检测仪器;水质分析仪器,实验室,2026-01-17,2026-01-17,洛阳洛汝给水净水设备有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
515,赛默飞MiniAmp Plus PCR仪热循环仪实验室仪器,实验室仪器,1888.0,嘉兴市南湖区东栅街道伍源实验分析仪器经营部,浙江省嘉兴市南湖区东栅街道万好家居A幢A-1208室-2,类别：仪器仪表;生命科学仪器及设备;其他生命科学仪器及设备,实验室,2026-01-17,2026-01-17,嘉兴市南湖区东栅街道伍源实验分析仪器经营部,2026-01-18 13:17:32,2026-01-18 13:17:32
516,石英坩埚 实验室石英仪器 石英仪器,实验室仪器,15.0,山东龙煤工矿机械集团有限公司,山东省济宁市高新区黄屯街道第七工业园,类别：办公文教;实验室用品;实验室专用设备,实验室,2026-01-17,2026-01-17,山东龙煤工矿机械集团有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
517,手持光谱仪 金属元素光谱分析仪器 实验室检测仪,实验室仪器,188000.0,赢洲科技（上海）有限公司,上海市闵行区春东路508号2幢408室,类别：仪器仪表;分析仪器;光谱,实验室,2026-01-17,2026-01-17,赢洲科技（上海）有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
518,组培室建设设计 组培仪器 组培设备 组培实验室,实验室仪器,9999.0,济南格艾特仪器设备有限公司,山东济南,类别：办公文教;实验室用品;实验室仪器,设备,2026-01-17,2026-01-17,济南格艾特仪器设备有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
519,腾昊组培室设计 组培实验室规划 无菌培养室 组培仪器,实验室仪器,450.0,历城区凯正实验仪器销售中心,山东省济南市历城区华龙路399号新龙家园12号楼3-402室,类别：仪器仪表;生命科学仪器及设备;生命科学仪器及设备耗材/配附件,实验室,2026-01-17,2026-01-17,历城区凯正实验仪器销售中心,2026-01-18 13:17:32,2026-01-18 13:17:32
520,实验仪器辅助设备 天鑫能加热/ 分离物质/试管/称量实验室仪器,实验室仪器,8.0,鹤壁市天鑫煤质化验设备厂,鹤壁市山城区前进路南头原市砖瓦厂,类别：仪器仪表;分析仪器;分析仪器辅助装置,设备,2026-01-17,2026-01-17,鹤壁市天鑫煤质化验设备厂,2026-01-18 13:17:32,2026-01-18 13:17:32
521,数显 卧式折痕挺度试验仪 DRK106 德瑞克实验室仪器,实验室仪器,100000.0,山东德瑞克仪器股份有限公司,山东济南,类别：仪器仪表;行业专用仪器仪表;其它行业专用仪器仪表,实验室,2026-01-17,2026-01-17,山东德瑞克仪器股份有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
522,实验室全套仪器现货兴晟仪器建筑用混凝土含气量测定仪,实验室仪器,300.0,河北兴晟仪器设备有限公司,河北省沧州市献县陈庄镇大杨庄村村西,类别：仪器仪表;行业专用仪器仪表;建筑工程专用仪器仪表,实验室,2026-01-17,2026-01-17,河北兴晟仪器设备有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
523,广惠仪器 全套混凝土搅拌站实验室试验仪器 仪器设备,实验室仪器,48000.0,河北广惠试验仪器有限公司,河北沧州,类别：仪器仪表;行业专用仪器仪表;其它行业专用仪器仪表,设备,2026-01-17,2026-01-17,河北广惠试验仪器有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
524,便携式红外测油仪 智能分光测油仪器实验室水质分析仪,实验室仪器,51000.0,天津天尔环保科技有限公司,天津市滨海高新区华苑产业区（环外）海泰南道16号A座一层东侧-1区,类别：仪器仪表;环境检测仪器;水质分析仪器,实验室,2026-01-17,2026-01-17,天津天尔环保科技有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
525,实验室光催化仪器 光催化平行反应仪 光化学反应仪器,实验室仪器,15000.0,长沙巴跃仪器有限公司,湖南省长沙县星沙街道开元东路59号博雅例外1栋2203号,类别：仪器仪表;光学仪器;光学实验设备,实验室,2026-01-17,2026-01-17,长沙巴跃仪器有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
526,实验室恒温热量仪 化验热值大卡仪器 自动化程度 支持看厂,实验室仪器,6000.0,河南省泰富仪器仪表有限公司,河南省安阳市滑县高平镇后留寨村1号,类别：仪器仪表;物性测试仪器及设备;热分析仪器,实验室,2026-01-17,2026-01-17,河南省泰富仪器仪表有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
527,aWLife进口水分活度仪 企业食品厂学校实验室仪器,实验室仪器,130000.0,青岛圣吉仪器系统有限公司,山东青岛,类别：仪器仪表;行业专用仪器仪表;食品和农业专用仪器仪表,实验室,2026-01-17,2026-01-17,青岛圣吉仪器系统有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
528,爱色丽Ci60便携式分光光度仪进口实验室仪器,实验室仪器,30000.0,东莞市凯得科技有限公司,广东省东莞市常平镇东元东路28号506室,类别：仪器仪表;分析仪器;光谱,实验室,2026-01-17,2026-01-17,东莞市凯得科技有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
529,凯科煤炭智能定硫仪自动测硫仪实验室分析仪器,实验室仪器,6000.0,鹤壁市凯科分析仪器有限公司,鹤壁市山城区春雷路21号,类别：仪器仪表;物性测试仪器及设备;热分析仪器,实验室,2026-01-17,2026-01-17,鹤壁市凯科分析仪器有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
530,V-1200可见分光光度计-美析专业生产实验室仪器,实验室仪器,72000.0,上海美析仪器有限公司,上海市松江区车墩镇联营路615号9幢203室,类别：仪器仪表;分析仪器;光谱,实验室,2026-01-17,2026-01-17,上海美析仪器有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
531,硼砂批发 实验室试剂 缓冲性好 中鹏化工 厂家发货,实验试剂,4500.0,成都中鹏化工有限公司,成都市成华区龙潭路33号1栋1单元20层17号,类别：化工能源;无机化学品;无机盐,实验室,2026-01-17,2026-01-17,成都中鹏化工有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
