id,product_name,price,supplier,source,product_category,keyword,collection_time
352,广清产业园打印机出租 如果您需要一台高质量的复印机，请选择租赁,280.0,清远市万之泰信息科技有限公司,百度爱采购,其他,复印机,2026-01-17
353,奥豪斯CP114电子天平 精密天平仪器 实验室衡器,5520.0,青岛明博环保科技有限公司,百度爱采购,电子,天平仪,2026-01-17
354,天马TDK系列大称量天平可充电高精度天平仪器TD10K-0.0110kg0.01g,11600.0,天津天马衡基仪器有限公司,百度爱采购,其他,天平仪,2026-01-17
355,QUINTIX612-1CN赛多利斯天平 610g 0.01g实验室天平仪器,14600.0,苏州金钻称重设备系统开发有限公司,百度爱采购,实验室,天平仪,2026-01-17
356,赞维 电子分析天平 万分之一 分析天平仪器 专业定制,900.0,上海赞维衡器有限公司,百度爱采购,电子,天平仪,2026-01-17
357,实验室分析天平0.1mg电子天平万分之一高精密分析天平仪器0.0001g,4300.0,四川中柯衡器有限公司,百度爱采购,电子,天平仪,2026-01-17
358,实验室分析天平0.01mg电子天平十万分之一高精密分析天平仪器,8000.0,湖南沐恒衡器有限公司,百度爱采购,电子,天平仪,2026-01-17
359,巨天EX防爆电子天平仪器，0.001g~30kg，加工定制,3500.0,巨鼎天衡（苏州）称重设备有限公司,百度爱采购,电子,天平仪,2026-01-17
360,JA系列电子精密天平（千分之一） 实验室分析天平仪器 卡斯特仪器,650.0,山东卡斯特仪器有限公司,百度爱采购,电子,天平仪,2026-01-17
361,赛多利斯电子BSA224S 否 检测重量 精密天平仪器 0.1ml,9900.0,北京澎昆博远科贸发展有限责任公司,百度爱采购,电子,天平仪,2026-01-17
362,赛多利斯电子天平 SECURA224-1CN 进口称量天平仪器,,济南欧莱博技术有限公司,百度爱采购,电子,天平仪,2026-01-17
363,热重分析仪 热稳定性与组份分析 TGA-103橡塑产品 热分析天平,55000.0,上海准权仪器设备有限公司,百度爱采购,其他,天平仪,2026-01-17
364,德国赛多利斯BSA系列 外部校准精密分析天平 四级防震高精度天平仪,8616.0,青岛明成环保科技有限公司,百度爱采购,其他,天平仪,2026-01-17
365,PUCHUN/浦春 JE系列普及型电子天平仪器 JE1002/2002计重秤,220.0,沧州筑龙工程仪器有限公司,百度爱采购,电子,天平仪,2026-01-17
366,江|西天平仪器校准 测量检测 第三方仪器检测校准公司 检测速度快,99.0,天权计量检测技术（深圳）有限公司,百度爱采购,其他,天平仪,2026-01-17
367,电子天平万分之一 高精密分析天平仪器 双量程精密电子天平 FA2004,1530.0,佛山南北潮电子商务有限公司,百度爱采购,电子,天平仪,2026-01-17
368,赛多利斯Secura2102-1CN电子天平2100g 0.01g实验室天平仪器,34000.0,金博仕（苏州）生物技术有限公司,百度爱采购,电子,天平仪,2026-01-17
369,沈 阳实验室仪器 电子天平FA2004 万分之一 现货,1850.0,沈阳科瑞永兴化玻仪器有限公司,百度爱采购,电子,天平仪,2026-01-17
370,煤工业成分水分、灰分、挥发份，内置梅特勒天平的自动工业分析仪,3200.0,鹤壁市立德仪器仪表有限公司,百度爱采购,其他,天平仪,2026-01-17
371,舜宇恒平触摸屏测定仪AE22002P电子硬质泡沫含水吸水率天平仪,8580.0,杭州微米派科技有限公司,百度爱采购,电子,天平仪,2026-01-17
372,OHAUS/奥豪斯BSA224s进口高精度分析天平仪器,16500.0,北京楚齐仪表有限责任公司,百度爱采购,其他,天平仪,2026-01-17
373,赛多利斯BSA124S电子分析天平0.1mg实验室万分之一电子天平仪器,6000.0,苏州霖焱达电子科技有限公司,百度爱采购,电子,天平仪,2026-01-17
374,cole-parmer进口电子天平仪器 0.001g实验室精密顶载天平10001-11,1.28,广州市赛拓仪器科技有限公司,百度爱采购,电子,天平仪,2026-01-17
375,越平电子分析天平 万分之一电子天平仪器FA1004B,1800.0,青岛科恩惠仪器有限公司,百度爱采购,电子,天平仪,2026-01-17
376,全自动电子天平 内校触摸屏分析 万分之一高精度测量仪器,3600.0,青岛路博创科环保有限公司,百度爱采购,电子,天平仪,2026-01-17
377,防爆电子天平 工业分析天秤称 显示精度 仪展厂家,2200.0,上海仪展衡器有限公司,百度爱采购,电子,天平仪,2026-01-17
378,ME103电子天平 进口精密千分之一天平仪器 实验室电子仪器,7300.0,武汉提沃克科技有限公司,百度爱采购,电子,天平仪,2026-01-17
379,万分之一分析天平 高精度实验室分析天平仪器 0.1mg数显大屏稳定快,670.0,广西中采有色冶金科技有限公司,百度爱采购,实验室,天平仪,2026-01-17
380,CNAS认可天平仪器校准证书法定计量授权一年 全国服务,75.9,广东博计计量检测技术有限公司,百度爱采购,其他,天平仪,2026-01-17
381,【昇特】成 都三方校准机构电子天平仪器检定外校证书,52.0,四川佰昇特科技有限公司,百度爱采购,电子,天平仪,2026-01-17
382,恒久 大剂量热天平仪 物质的相变、分解、化合、质量变化等测量,1.0,北京恒久实验设备有限公司,百度爱采购,其他,天平仪,2026-01-17
383,交通安全标志牌 警示牌 交通安全标志 华众 安全标识,220.0,山东冠县华众交通设施有限公司,百度爱采购,其他,安全标识,2026-01-17
384,不锈钢警示牌 承压强防变形 厂家批发供应 管道安全标识 怀志,5.0,无棣县怀志交通设施有限公司,百度爱采购,其他,安全标识,2026-01-17
385,咏策 安全标识标牌 连接紧密结构稳定 支持来图来样,88.0,河南咏策交通工程有限公司,百度爱采购,其他,安全标识,2026-01-17
386,PVC警示胶带 超亮安全标识 绝缘性好 品种多样 品质优先 加厚材质,3.2,成都宇大科技有限公司,百度爱采购,其他,安全标识,2026-01-17
387,反光玻璃钢安全标识 燃气安全警告标牌 加工性能好 严选材料,95.0,北京路博安交通设施有限公司,百度爱采购,其他,安全标识,2026-01-17
388,云际 交通安全标识 电力玻璃钢警示桩生产厂家 易安装,12.0,河北云际环保设备有限公司,百度爱采购,其他,安全标识,2026-01-17
389,交通安全标识 玻璃钢电网标志桩 良好的材质 石油化工管道标识,11.5,河北欣冀电力设备有限公司,百度爱采购,其他,安全标识,2026-01-17
390,斜拉线警示灯 电力施工防撞安全标识 太阳能爆闪灯,1999.0,浙江尚为照明有限公司,百度爱采购,其他,安全标识,2026-01-17
391,混凝土标识桩 安全标识 下有管道警示桩 水泥标志桩,20.0,河北瑞鑫恒通管道装备制造有限公司,百度爱采购,其他,安全标识,2026-01-17
392,铝制喷塑反光安全标识 路硕 标志牌 道路施工提示警示牌,80.0,沧州路硕交通设施有限公司,百度爱采购,其他,安全标识,2026-01-17
393,定制交通标志牌 市政公路施工安全标识 防水防晒耐磨道路指示牌,80.0,沧州路宽交通设施有限公司,百度爱采购,其他,安全标识,2026-01-17
394,欣浩厂家片式轮廓标安全标识底部设计格子加厚加重,4.0,邯郸市丛台区欣浩交通设施经销处,百度爱采购,其他,安全标识,2026-01-17
395,瑞鑫恒通120cm水泥警示桩 百米里程碑圆柱界碑 埋地安装安全标识,10.0,河北瑞鑫恒通管道装备制造有限公司,百度爱采购,其他,安全标识,2026-01-17
396,鑫悦明 隔离警示带 15cm 宽 安全标识 坑洼地段做提醒,50.0,河北悦明电力设备科技有限公司,百度爱采购,其他,安全标识,2026-01-17
397,安全标识下有电缆严禁开挖玻璃钢警示桩 地埋标志桩,15.0,河北瑞鑫恒通管道装备制造有限公司,百度爱采购,其他,安全标识,2026-01-17
398,欣浩 圆形轮廓标 夜间反光警示标 玻璃钢安全标识 黄白色双面诱导标,2.0,邯郸市丛台区欣浩交通设施经销处,百度爱采购,其他,安全标识,2026-01-17
399,交通标志杆 标志牌 警示 安全标识 来电定制 鑫熙机械制造,130.0,盐山鑫熙机械制造有限公司,百度爱采购,机械,安全标识,2026-01-17
400,乡镇公路交通标志杆 桥梁 Q235 道路安全标识 指引宣传 捷丰,102.0,冠县捷丰交通设施有限公司,百度爱采购,其他,安全标识,2026-01-17
401,专业生产 盒装警戒带 安全标识 安 全施工警示带 尺寸定制,10.0,河北博铭电力设备有限公司,百度爱采购,其他,安全标识,2026-01-17
402,盒装盘式安全警示带管道电力工地用安全标识,0.26,沧州潞牛科技有限公司,百度爱采购,其他,安全标识,2026-01-17
403,黑黄反光挡车柱交通安全防撞设施安全标识耐腐蚀钢管警示柱,35.0,河北瑞鑫恒通管道装备制造有限公司,百度爱采购,其他,安全标识,2026-01-17
404,厂家加工玻璃钢标志桩交通安全标识柱批发警示牌FRP界桩,10.0,枣强鑫鹏玻璃钢有限公司,百度爱采购,其他,安全标识,2026-01-17
405,交通限速圆标志牌铝板反光高速施工封道路立式安全标识厂家,43.0,佛山市英鹏九州门业有限公司,百度爱采购,其他,安全标识,2026-01-17
406,高韧性锰钢轮廓标 道路边界反光警示标 交通设施安全标识规格可定制,14.0,河北卫瀚环保设备有限公司,百度爱采购,其他,安全标识,2026-01-17
407,高压电缆警示桩 交通安全标识 颜色内容可定制 鲜亮的外观 鑫茂洋,13.0,河北鑫茂洋新材料科技有限公司,百度爱采购,其他,安全标识,2026-01-17
408,前方道路施工警示牌反光安全标识交通标志牌铝板告示牌高速,10.0,河北潞赞交通设施有限公司,百度爱采购,其他,安全标识,2026-01-17
409,鑫龙玻璃钢 交通安全标识 颜色内容可定制 强度高,10.0,枣强县鑫龙玻璃钢有限公司,百度爱采购,其他,安全标识,2026-01-17
410,电力电缆标志桩 燃气管道警示桩 定制地埋式安全标识 星通制造,18.0,枣强广丰环保设备有限公司,百度爱采购,其他,安全标识,2026-01-17
411,减速慢行警示牌前方学校厂区车辆进入小孩出入交通安全标识指示牌,22.0,南昌盛亚交通设施有限公司,百度爱采购,其他,安全标识,2026-01-17
412,禁止通行反光立杆禁止掉头减速慢行警示牌80限速交通道路安全标识,66.0,广东益宙交通实业有限公司,百度爱采购,其他,安全标识,2026-01-17
413,研旭 双有源全桥 斩波电路实验 电力电子技术实验台,40000.0,南京研旭电气科技有限公司,百度爱采购,电子,实验台,2026-01-17
414,DYT017 离心泵综合实验台 水泵串并联实验装置 大有仪器厂实验设备,300.0,上海大有仪器设备有限公司,百度爱采购,设备,实验台,2026-01-17
415,轴对中训练器 (AS500)轴校正实验台 对中实训平台-联轴器对中仪,4850.0,昆山汉吉龙测控技术有限公司,百度爱采购,其他,实验台,2026-01-17
416,全钢实验台 大量现货并提供设计生产安装一站式服务,1000.0,苏州赛益鑫实验设备有限公司,百度爱采购,其他,实验台,2026-01-17
417,设计全钢实验台 杰信 生物理化学实验操作台 口碑良好,550.0,河北杰信实验设备有限公司,百度爱采购,其他,实验台,2026-01-17
418,瀚美瑞 边柜实验台 全钢 钢木 源头厂家 支持定制 耐酸碱 学校医院检验室,770.0,瀚美瑞实验室系统设备（苏州）有限公司,百度爱采购,其他,实验台,2026-01-17
419,化验室钢木中央台 实验台 耐酸碱腐蚀 定制服务,360.0,山东业创实验设备有限公司,百度爱采购,其他,实验台,2026-01-17
420,实验室家具实验台生产厂家 耐酸碱承重强 科研试验用 可定制 天天z7,300.0,湖北省天天实验室设备有限公司,百度爱采购,实验室,实验台,2026-01-17
421,实验室PP实验台化学试验台工作台全钢厂家定制,800.0,山东鑫盛实验室设备科技有限公司,百度爱采购,实验室,实验台,2026-01-17
422,专业定做实验室化验室实验台操作台实验桌供货商,950.0,苏州明熙实验设备有限公司,百度爱采购,实验室,实验台,2026-01-17
423,百博 全钢实验台 大学石油化工食品生物实验室 设计施工一站式,200.0,菏泽百博实验室设备有限公司,百度爱采购,实验室,实验台,2026-01-17
424,工厂定制 钢木试验台中央实验台 高质量 价优 按需供应,500.0,石家庄晟宜科技有限公司,百度爱采购,其他,实验台,2026-01-17
425,全钢实验台 生产厂家 规格款式齐全 医护实验通用 盛泰瑞,950.0,天津盛泰瑞科技有限公司,百度爱采购,其他,实验台,2026-01-17
426,东方远诚 实验台 实验室用 全钢材质 多款实验桌 可按需定制,500.0,河北远诚家具有限公司,百度爱采购,实验室,实验台,2026-01-17
427,瑞博钢木实验台化学试验台工作台中央边台操作台,800.0,浙江瑞博实验设备有限公司,百度爱采购,其他,实验台,2026-01-17
428,钢木实验台 试验台操作台 耐腐蚀酸碱 实芯理化板 免费设计 源头厂家,440.0,苏州如卡本环保科技有限公司,百度爱采购,其他,实验台,2026-01-17
429,双彬实验台全钢试验边台实验中央台操作台室,530.0,浙江双彬自动化科技有限公司,百度爱采购,其他,实验台,2026-01-17
430,实验台定制 康大试验台 医院专用 来图定制 品质优,1050.0,江苏康大医疗科技有限公司,百度爱采购,其他,实验台,2026-01-17
431,垚鑫科技 实验台 科研院校 工厂 专用 实验室检测必备,5000.0,青岛垚鑫智能科技有限公司,百度爱采购,实验室,实验台,2026-01-17
432,卧式推力滑动轴承实验台 双跨弹性支撑滑 动轴承实 验台,100.0,山东鑫澳机械有限公司,百度爱采购,其他,实验台,2026-01-17
433,钢木实验台 全钢边台操作台 实验中央台通风柜,550.0,山东山泰重工机械有限公司,百度爱采购,其他,实验台,2026-01-17
434,教师演示台学生实验台理化生实验室中央台钢木实 验台供应厂家,780.0,广州科东实验室设计有限公司,百度爱采购,实验室,实验台,2026-01-17
435,实验室设备厂家 全钢实验台 高质量 试验台高校专用 海森特,500.0,河北海森特实验室设备有限公司,百度爱采购,设备,实验台,2026-01-17
436,A6实验台 全自动多功能综合测试台 气密性测试设备,1000.0,天津市特斯达食品机械科技有限公司,百度爱采购,设备,实验台,2026-01-17
437,实验台厂家 一站式设计定制安装 选材优质 工艺先进,500.0,北京蔚蓝新实验室科技有限公司,百度爱采购,其他,实验台,2026-01-17
438,理化教学不锈钢实验台 用于化工行业 承重度高 诚信服务 一研精密,5000.0,常州一研精密科技有限公司,百度爱采购,其他,实验台,2026-01-17
439,PVFE实验室实验台 生物检测机构 耐酸碱腐蚀 源头厂家 支持定制,2200.0,河南省硕科实业有限公司,百度爱采购,实验室,实验台,2026-01-17
440,圣睿钢木实验台 科研院校适用 多年质保全国发货,220.0,宁波圣睿智能科技有限公司,百度爱采购,其他,实验台,2026-01-17
441,全钢实验台厂家 实验室中央操作台工作台 材质可选 免费设计 中南净化,470.0,苏州中南净化技术有限公司,百度爱采购,实验室,实验台,2026-01-17
442,玻璃结晶皿平底耐高温60 90 100 125 150 180mm 实验器皿具嘴圆皿,10.0,河南沃林仪器设备有限公司,百度爱采购,其他,实验器皿,2026-01-17
443,熔融一体石英带盖固体样品槽高精度不开胶实验器皿比色皿厂家定制,960.0,宜兴市晶科光学仪器有限公司,百度爱采购,其他,实验器皿,2026-01-17
444,俊英石 四通光螺口比色皿 熔融一体实验器皿 支持定制,150.0,宜兴市俊英石玻璃仪器有限公司,百度爱采购,其他,实验器皿,2026-01-17
445,螺纹铝套流动池 光程实验器皿 生化流动器 厂家定制,400.0,宜兴市新屹仪器有限公司,百度爱采购,其他,实验器皿,2026-01-17
446,芯硅谷 高硼硅玻璃 具挂钩的圆底烧瓶 单口 实验器皿耐热耐腐蚀 R3145,57.0,上海阿拉丁生化科技股份有限公司,百度爱采购,其他,实验器皿,2026-01-17
447,鸿昊 PP实验台厂商 设备生产厂家 抗重抗冲击 放置玻璃实验器皿,600.0,重庆鸿昊实验室设备有限公司,百度爱采购,设备,实验器皿,2026-01-17
448,labcopeLC-21012细胞培养皿无菌直径35 60 100 150mm实验器皿,,上海臻诺生物科技有限公司,百度爱采购,其他,实验器皿,2026-01-17
449,华科 pp药品柜酸碱样品器皿柜 实验室化学品安全柜 多种规格免费定制,280.0,河北华科实验设备有限公司,百度爱采购,实验室,实验器皿,2026-01-17
450,广胜 承重强 药 品安全器皿使用 化学品储存PP柜 实验室液体存放,2080.0,广胜科技无锡有限公司,百度爱采购,实验室,实验器皿,2026-01-17
451,定制PP试剂柜 实验室化学防腐蚀四门器皿药品柜 资质齐全,560.0,河北杰信实验设备有限公司,百度爱采购,实验室,实验器皿,2026-01-17
452,LUMI PP药品柜实验室试剂柜 化验室器皿柜比较耐酸碱,1500.0,广州禄米实验室设备科技有限公司,百度爱采购,实验室,实验器皿,2026-01-17
453,如卡本净化科技实验室器皿柜 试剂柜 全钢药品柜 试验仪器柜,800.0,苏州如卡本环保科技有限公司,百度爱采购,实验室,实验器皿,2026-01-17
454,【双久】PP柜耐酸碱实验柜供应实验室仪器柜器皿柜批发,420.0,杭州双久金属科技有限公司,百度爱采购,实验室,实验器皿,2026-01-17
455,pp试剂柜 实验室器皿柜 盐酸硝酸硫酸药品柜 耐酸化验室家具厂家批发,1305.0,广州科东实验室设计有限公司,百度爱采购,实验室,实验器皿,2026-01-17
456,全钢器皿柜 实验室药品柜 化学试剂柜 无缝焊接,1100.0,河北海森特实验室设备有限公司,百度爱采购,实验室,实验器皿,2026-01-17
457,赛科赛斯模块化实验台器皿柜 抽屉式设计精工细作,820.0,成都赛科赛斯实验室设备有限公司,百度爱采购,其他,实验器皿,2026-01-17
458,实验室器皿 100L 控温精准安全试验 双层反应釜 央迈科技,1650.0,合肥央迈科技仪器有限公司,百度爱采购,实验室,实验器皿,2026-01-17
459,实验室全木药品柜化验专用样品柜试剂柜器皿柜,980.0,瀚美瑞实验室系统设备（苏州）有限公司,百度爱采购,实验室,实验器皿,2026-01-17
460,【东英实验】定制 实验室化学药品柜 耐腐蚀PP器皿柜,1200.0,江苏东英实验设备有限公司,百度爱采购,实验室,实验器皿,2026-01-17
461,韦斯 三氯化氮采样装置 实验室器皿 盐酸分离装置,5000.0,安徽韦斯实验设备有限公司,百度爱采购,实验室,实验器皿,2026-01-17
462,惠达仪器 不锈钢坩埚夹 转移高温容器实验室加持器具专用,200.0,天津市惠达实验仪器有限公司,百度爱采购,实验室,实验器皿,2026-01-17
463,实验室化学试剂柜 样品化验室仪器柜 鑫恒锐 全钢器皿柜,800.0,无锡市鑫恒锐实验设备有限公司,百度爱采购,实验室,实验器皿,2026-01-17
464,禄米 实验室化验室试剂柜 全钢器皿柜药品柜 实验设备,1400.0,广州禄米实验室设备科技有限公司,百度爱采购,设备,实验器皿,2026-01-17
465,PP器皿柜 制药业化学实验室专用 耐强酸碱腐蚀,70.0,山东业创实验设备有限公司,百度爱采购,实验室,实验器皿,2026-01-17
466,医院PP药品柜 化学化工试剂柜 实验室器皿柜,1300.0,山东龙煤工矿机械集团有限公司,百度爱采购,实验室,实验器皿,2026-01-17
467,垚鑫科技 实验室通风柜 器皿柜 试剂柜 支持定制,2900.0,青岛垚鑫实验室科技有限公司,百度爱采购,实验室,实验器皿,2026-01-17
468,博森 实验室器皿 小型金属浴 体积小，重量轻，便于移动和携带 201006,5800.0,上海木辰生物科技有限公司,百度爱采购,实验室,实验器皿,2026-01-17
469,梓图 PP样品柜 化学实验品防腐蚀器皿柜 耐酸碱实验室试剂柜定制,900.0,苏州梓图实验室科技有限公司,百度爱采购,实验室,实验器皿,2026-01-17
470,PP试剂柜 实验室样品柜药品柜器皿柜 多种规格支持定制,1200.0,郑州诚志实验室装备工程技术有限公司,百度爱采购,实验室,实验器皿,2026-01-17
471,实验室钢制器皿柜 化学实验台试剂柜 安装便捷 稳定性好,1700.0,广州福兴实验室设备科技有限公司,百度爱采购,实验室,实验器皿,2026-01-17
472,WOL 洁净实验台生产定制 实验室专用设备 高端 品质,1200.0,广州沃霖实验室设备有限公司,百度爱采购,设备,实验室专用设备,2026-01-17
473,变风量文丘里阀 实验室专用设备 新景sunking源头生产厂家,8888.0,深圳市新景环境技术有限公司,百度爱采购,设备,实验室专用设备,2026-01-17
474,领峰K12物理仪器柜A款 高中物理准备室实验室专用设备,3666.0,上海领峰实业有限公司,百度爱采购,设备,实验室专用设备,2026-01-17
475,巴跃BA-DCY12G型氮吹仪 实验室专用设备 吹扫捕集,15000.0,长沙巴跃仪器有限公司,百度爱采购,设备,实验室专用设备,2026-01-17
476,各种类型实验台 不同材质实验室设备定制生产 实验室专用设备 尚嘉,350.0,郑州尚嘉实验室装备有限公司,百度爱采购,设备,实验室专用设备,2026-01-17
477,定制实验台实验室专用设备多种规格型号可选满足需求,500.0,山东鑫广实验设备科技有限公司,百度爱采购,设备,实验室专用设备,2026-01-17
478,实验室专用设备厂家直销 钢木实验台工作台 学校实验室操作台,680.0,广东新魅实验室科技有限公司,百度爱采购,设备,实验室专用设备,2026-01-17
479,钢木实验台全钢试验边台中央操作台化学实验室 专用设备,800.0,河北鸿皆实验室仪器科技有限公司,百度爱采购,设备,实验室专用设备,2026-01-17
480,垚鑫科技 实验室专用 通风柜 耐酸碱通风设备 数字显示设备,9800.0,青岛垚鑫智能科技有限公司,百度爱采购,设备,实验室专用设备,2026-01-17
481,全钢通风柜 化学实验室专用排风设备 高效排风,330.0,瀚美瑞实验室系统设备（苏州）有限公司,百度爱采购,设备,实验室专用设备,2026-01-17
482,通风橱柜 疾控中心实验室通风柜 化验室专用通风设备 业创,146.0,山东业创实验设备有限公司,百度爱采购,设备,实验室专用设备,2026-01-17
483,厂家生产 实验室整体通风设备 PP通风柜 检测专用 规格尺寸可定制,3500.0,东莞贺利士实验室工程有限公司,百度爱采购,设备,实验室专用设备,2026-01-17
484,智卓优创通风柜 实验室专用 支持定制排风设备,4000.0,河南智卓优创实验室系统工程有限公司,百度爱采购,设备,实验室专用设备,2026-01-17
485,通风实验室设备 实验室建设规划方案书 实验室专用通风设备,5000.0,深圳市金宝来科技有限公司,百度爱采购,设备,实验室专用设备,2026-01-17
486,全钢通风柜实验室家具排气设备专用排风化学抽风柜耐强酸碱通风橱,560.0,深圳市联合实验室工程装备有限公司,百度爱采购,设备,实验室专用设备,2026-01-17
487,中央边台实验室设备厂家 技术支持 支持 大学院校专用 定制加工,1200.0,正定县鸿佳实验室装备销售有限公司,百度爱采购,设备,实验室专用设备,2026-01-17
488,1-74微米实验室专用涡轮气流分选分级机 高精设备,100000.0,四川巨子粉体设备有限公司,百度爱采购,设备,实验室专用设备,2026-01-17
489,实验室专用污水处理设备 中小型检验科废水处理器 自动化 杰鲁特,10000.0,山东杰鲁特环保科技有限公司,百度爱采购,设备,实验室专用设备,2026-01-17
490,纯气与气路系统 实验室专用 供气安全可靠 设备先进,18900.0,广州双恒实验室科技有限公司,百度爱采购,设备,实验室专用设备,2026-01-17
491,欧嘉实验室落地式通风柜 实验室专用排风设备 全钢结构,100.0,北京欧嘉实验室设备有限公司,百度爱采购,设备,实验室专用设备,2026-01-17
492,福兴品牌实验室专用家具 落地式净化工程设备组合,950.0,广州福兴实验室设备科技有限公司,百度爱采购,设备,实验室专用设备,2026-01-17
493,伟琴DRB-3.6KW电热板 实验室专用加热设备 220V功率30,2600.0,鹤壁市伟琴仪器仪表有限公司,百度爱采购,设备,实验室专用设备,2026-01-17
494,湖南锡海实验室家具设备定制 PCR实验室专用边台,850.0,广州锡海净化科技有限公司,百度爱采购,设备,实验室专用设备,2026-01-17
495,大型实验室专用乳化机 高剪切乳化罐 酸奶加工专用均质乳化设备,7800.0,山东澳华机械制造有限公司,百度爱采购,设备,实验室专用设备,2026-01-17
496,学校物理试验台 全钢中央操作台 实验室专用设备,1000.0,天津盛泰瑞科技有限公司,百度爱采购,设备,实验室专用设备,2026-01-17
497,学校实验室专用去离子纯化水设备双级反渗透+EDI超纯水系统,4720.0,品誉机械（济宁）有限公司,百度爱采购,设备,实验室专用设备,2026-01-17
498,化学实验室专用污水处理设备 | 高浓度废水降解 + 达标排放 厂家供应,21500.0,山东锋澜科环保设备有限公司,百度爱采购,设备,实验室专用设备,2026-01-17
499,博洋定制 化验室污水灭活设备 诊所专用小型实验室污水处理装置,8600.0,山东博洋环保水处理设备有限公司,百度爱采购,设备,实验室专用设备,2026-01-17
500,15T单级反渗透设备 实验室制药厂专用 预处理+RO膜 可上门调试 崇源,9900.0,山东崇源环保科技有限公司,百度爱采购,设备,实验室专用设备,2026-01-17
501,实验室专用超纯水设备 RO+EDI双净化 水质稳定供应 金碧源售后完善,26000.0,苏州金碧源环保设备有限公司,百度爱采购,设备,实验室专用设备,2026-01-17
502,阳瑞理学SmartLab-u系列灰白实验室仪器 26℃工作温度匠心之作,10.0,广州阳瑞仪器科技有限公司,百度爱采购,实验室,实验室仪器,2026-01-17
503,同广TG中小城镇饮用水处理实验设备-环境工程高校实验室教学仪器,1000.0,上海同广科教仪器有限公司,百度爱采购,设备,实验室仪器,2026-01-17
504,Stemcell磁力架 进口平替碳环智造5ml磁力仪器 细胞分选强磁磁力 架,2400.0,碳环智造（深圳）科技有限公司,百度爱采购,其他,实验室仪器,2026-01-17
505,低频高阻尼隔振平台|精密仪器|实验室/半导体设备专用光学平台,3100.0,贝尔金减振设备制造（深圳）有限公司,百度爱采购,设备,实验室仪器,2026-01-17
506,全自动微波消解仪 实验室高通量微波消解仪器 蓝景LJ-WB4,100.0,山东蓝景电子科技有限公司,百度爱采购,实验室,实验室仪器,2026-01-17
507,静电纺丝实验室仪器 运行稳定 应用范围广 欢迎选购,2688.0,青岛斯备宁智能设备有限公司,百度爱采购,实验室,实验室仪器,2026-01-17
508,理化生准备室 实验室仪器 售后无忧 值得信赖品质有保障,100000.0,广东广视通科教设备有限公司,百度爱采购,实验室,实验室仪器,2026-01-17
509,源头工厂 规格齐全 普通化学实验室 教学仪器 菏 泽百博,3200.0,菏泽百博实验室设备有限公司,百度爱采购,实验室,实验室仪器,2026-01-17
510,蒸馏测定装置 盐水测定仪器 500ml可定制 实验室玻璃仪器,750.0,南京腾辉实验科技有限公司,百度爱采购,实验室,实验室仪器,2026-01-17
511,DC150-1氮吹仪 温度控制仪器 水浴氮吹控制仪器 实验室样品浓缩仪,4080.0,福州奥研实验器材有限责任公司,百度爱采购,实验室,实验室仪器,2026-01-17
512,解剖实验室厂家 教学仪器厂家 恒华实验室 义务教育实验室设备厂家,1000.0,辽宁恒华实验室设备制造有限公司,百度爱采购,设备,实验室仪器,2026-01-17
513,炬菁 生物实验室仪器设备 整体方案设计 生产安装厂家,38000.0,广东炬菁教学设备有限公司,百度爱采购,设备,实验室仪器,2026-01-17
514,哈希第三方检测机构实验室用水质分析仪器、现场+实验室检测组合,11100.0,洛阳洛汝给水净水设备有限公司,百度爱采购,实验室,实验室仪器,2026-01-17
515,赛默飞MiniAmp Plus PCR仪热循环仪实验室仪器,1888.0,嘉兴市南湖区东栅街道伍源实验分析仪器经营部,百度爱采购,实验室,实验室仪器,2026-01-17
516,石英坩埚 实验室石英仪器 石英仪器,15.0,山东龙煤工矿机械集团有限公司,百度爱采购,实验室,实验室仪器,2026-01-17
517,手持光谱仪 金属元素光谱分析仪器 实验室检测仪,188000.0,赢洲科技（上海）有限公司,百度爱采购,实验室,实验室仪器,2026-01-17
518,组培室建设设计 组培仪器 组培设备 组培实验室,9999.0,济南格艾特仪器设备有限公司,百度爱采购,设备,实验室仪器,2026-01-17
519,腾昊组培室设计 组培实验室规划 无菌培养室 组培仪器,450.0,历城区凯正实验仪器销售中心,百度爱采购,实验室,实验室仪器,2026-01-17
520,实验仪器辅助设备 天鑫能加热/ 分离物质/试管/称量实验室仪器,8.0,鹤壁市天鑫煤质化验设备厂,百度爱采购,设备,实验室仪器,2026-01-17
521,数显 卧式折痕挺度试验仪 DRK106 德瑞克实验室仪器,100000.0,山东德瑞克仪器股份有限公司,百度爱采购,实验室,实验室仪器,2026-01-17
522,实验室全套仪器现货兴晟仪器建筑用混凝土含气量测定仪,300.0,河北兴晟仪器设备有限公司,百度爱采购,实验室,实验室仪器,2026-01-17
523,广惠仪器 全套混凝土搅拌站实验室试验仪器 仪器设备,48000.0,河北广惠试验仪器有限公司,百度爱采购,设备,实验室仪器,2026-01-17
524,便携式红外测油仪 智能分光测油仪器实验室水质分析仪,51000.0,天津天尔环保科技有限公司,百度爱采购,实验室,实验室仪器,2026-01-17
525,实验室光催化仪器 光催化平行反应仪 光化学反应仪器,15000.0,长沙巴跃仪器有限公司,百度爱采购,实验室,实验室仪器,2026-01-17
526,实验室恒温热量仪 化验热值大卡仪器 自动化程度 支持看厂,6000.0,河南省泰富仪器仪表有限公司,百度爱采购,实验室,实验室仪器,2026-01-17
