id,contract_number,contract_name,project_number,project_name,buyer,buyer_address,buyer_contact,supplier,supplier_address,supplier_contact,main_target_name,specs,main_target_quantity,main_target_unit_price,contract_amount,performance_info,procurement_method,contract_sign_date,contract_announce_date,other_supplements,administrative_region,industry,agency,file_name,source,purchase_type,project_type
962,豫财招标采购-2025-1734,河南省水利厅河南省卫共流域水文复核与工程建设方案研究项目,豫财招标采购-2025-1734,河南省水利厅河南省卫共流域水文复核与工程建设方案研究项目,河南省水利厅,郑州市金水区纬五路10号,0371-65571299,,,,采购单位,详见招标文件,1,详见招标文件,400.0,见服务期限,公开招标,2025年12月30日 17:16,2025年12月30日 17:16,郑州航空港经济综合实验区洵美路16号19号楼 代理机构联系方式: 0371-56756587、18238125736,河南省,建筑工程,中和刚大工程顾问有限公司,zhaobiao_1767093142_12.txt,zhaobiao,公开招标,工程
963,0747-2561SCCZNM19,国家知识产权局机关服务中心电梯和起重设备维保及大修服务项目,0747-2561SCCZNM19,国家知识产权局机关服务中心电梯和起重设备维保及大修服务项目,国家知识产权局机关服务中心,北京市海淀区蓟门桥西土城路6号,杨老师，010-62083644,,,,（1）采购需求一览表：,（1）采购需求一览表：,1,详见招标文件,178.0,一年。服务开始时间2026年3月1日，服务截止时间2027年2月28日。期满后，如中标人服务质量与履约情况符合约定条件，并经采购人考核合格，双方可续签下一期合同。合同一年一签，累计续签不得超过两次。,公开招标,2025年12月30日 17:16,2025年12月30日 17:16,"1.投标文件的递交：所有投标文件应于开标当日、提交投标文件截止时间之前递交至开标地点。迟到的投标文件以及不符合招标文件密封要求的投标文件将被拒绝接收。
2.本项目公开开标，届时邀请供应商的代表出席开标仪式。
3.评标方法和标准：综合评分法。
4.本项目招标公告内容以省级以上财政部门指定媒体发布的公告为准。
5.本项目需落实的政府采购政策：
（1） 执行节能产品政府优先采购和强制采购制度；
（2） 执行环境标志产品政府优先采购制度；
（3） 执行《政府采购促进中小企业发展管理办法》；
（4） 执行《关于政府采购支持监狱企业发展有关问题的通知》；
（5） 执行《关于促进残疾人就业政府采购政策的通知》。
（6） 执行《国务院办公厅关于在政府采购中实施本国产品标准及相关政策的通知》
6. 01包：预算金额：155万元/年（人民币），最高限价：电梯日常维保90万元/年，电梯大修65万元/年（人民币）；02包：预算金额：23万元/年（人民币），最高限价：23万元/年（人民币）。",北京市,服务业,中化商务有限公司,zhaobiao_1767093144_13.txt,zhaobiao,公开招标,服务
964,SRIBS-ZB04-25-768,中华人民共和国上海海关后勤管理中心陆家嘴物业管理服务项目,SRIBS-ZB04-25-768,中华人民共和国上海海关后勤管理中心陆家嘴物业管理服务项目,中华人民共和国上海海关后勤管理中心,上海市浦东新区民生路1208号,单老师 021-68890000,,,,陆家嘴物业管理服务（具体内容详见招标文件第四章—项目采购需求）,陆家嘴物业管理服务（具体内容详见招标文件第四章—项目采购需求）,1,详见招标文件,716.0,1年,公开招标,2025年12月30日 17:16,2025年12月30日 17:16,无,上海市,,上海建科造价咨询有限公司,zhaobiao_1767093146_14.txt,zhaobiao,公开招标,服务
965,HBXY2025-ZFCG-032,鄂城区财政局深化零基预算改革咨询服务采购项目,HBXY2025-ZFCG-032,鄂城区财政局深化零基预算改革咨询服务采购项目,鄂州市鄂城区财政局本级,鄂州市鄂城区凤凰街道古城路75号,027-60205058,,,,深化零基预算改革咨询服务，详见招标文件第三章采购需求,深化零基预算改革咨询服务，详见招标文件第三章采购需求,1,详见招标文件,300.0,自项目签订合同之日起半年内完成全部服务内容,公开招标,2025年12月30日 17:15,2025年12月30日 17:15,1、中小微企业凭政府采购中标(成交)通知书、政府采购合同，即可“零担保、零抵押”自主选择金融机构申请融资。合作金融机构承诺为中标供应商提供融资绿色通道，采购人承诺及时做好政府采购合同公开和合同备案。具体融资事宜由中标供应商与合作金融机构进行洽谈、办理。合作金融机构：各国有商业银行鄂州市分行、中信银行鄂州支行、邮政储蓄银行鄂州市分行、湖北银行鄂州分行、汉口银行鄂州分行、鄂州农村商业银行。 2、未注册账号的供应商。先完成账号注册。方式：打开湖北省政府采购网系统首页，点击“政府采购数据汇聚平台”进入用户服务中心登录“用户注册”填写注册信息。供应商注册时应诚信客观、真实准确填写相关信息，不能弄虚作假或假冒他人名义。否则将按国家有关规定进行处理，并在有关网站上公示，由此产生的后果由供应商自行承担。注册信息审核通过后可进行CA锁办理(办理流程可在湖北省政府采购电子交易数据汇聚平台首页-操作使用指南下载。 3、已有账号但未办理CA的供应商。登录湖北省政府采购电子交易数据汇聚平台，明确所参与项目标段，在获取文件有效时间内直接下载采购文件(注：未办理CA锁无法网上投标，请潜在供应商及时前往鄂州市民之家三楼大厅窗口办理CA，否则产生的后果由供应商自行承担)。 4、已办理CA的供应商。登录湖北省政府采购电子交易数据汇聚平台，可在获取文件有效时间内直接下载采购文件。 5、不方便线下办理CA的供应商也可以在湖北省政府采购电子交易数据汇聚平台进行线上办理。 6、鼓励中小企业参与政府采购活动，200万元以下的货物和服务项目以及400万元以下的工程项目原则上全部预留给中小企业，超过前述金额的采购项目，预留预算总额的50%以上给中小企业，其中预留给小微企业的比例不低于60%。 7、本项目落实政府采购强制、优先采购节能产品政策、政府采购优先采购环保产品政策、政府采购促进中小企业发展（监狱企业、残疾人福利性单位视同小微企业）、商品包装和快递包装政府采购需求标准等政策 8.以上所称供应商客户端是与湖北省政府采购电子交易数据汇聚平台完成对接的供应商客户端。,湖北省,服务业,湖北笑研建设工程咨询有限公司,zhaobiao_1767093149_15.txt,zhaobiao,公开招标,服务
966,YZC202501352,南京航空航天大学智能机器人创新实践平台采购项目,YZC202501352,南京航空航天大学智能机器人创新实践平台采购项目,南京航空航天大学,南京市秦淮区御道街29号,刘老师，13776514927,,,,该平台包括,该平台包括,1,详见招标文件,99.0,自合同签订之日起2个月内到货并安装调试合格。,公开招标,2025年12月30日 17:15,2025年12月30日 17:15,"申请人的资格要求
2.1
满足《中华人民共和国政府采购法》第二十二条规定；
（1）具有独立承担民事责任的能力（提供法人或者其他组织的营业执照；供应商为自然人的，提供其身份证）；
（2）具有良好的商业信誉和健全的财务会计制度（提供2024年度的财务报表，或投标截止时间前六个月内银行出具的资信证明，法人或者其他组织成立未满一年的可提供近半年内任一月的资产负债和利润表）；
（3）具有履行合同所必需的设备和专业技术能力（供应商根据履行采购项目合同需要，提供履行合同所必需的设备和专业技术能力的证明材料）；
（4）有依法缴纳税收和社会保障资金的良好记录（提供参加本次政府采购活动前半年内至少一个月：①提供缴纳税收的凭证；②提供缴纳社会保险的凭据；依法免缴、迟缴的应提供相应文件证明）；
（5）参加政府采购活动前三年内，在经营活动中没有重大违法记录（提供承诺书）；
（6）法律、行政法规规定的其他条件：无
2.2
落实政府采购政策需满足的资格要求：
专门面向中小企业（或监狱企业或残疾人福利性单位）采购（须提供《中小企业声明函》或《残疾人福利性单位声明函》或属于监狱企业的证明文件）。
2.3
采购人根据采购项目的特殊要求规定的特定条件，并提供符合特殊要求的证明材料或者情况说明：无。
2.4
本项目不接受进口产品投标。（注：指产品而非构成产品的零件或部件，本文件所称进口产品是指通过中国海关报关验放进入中国境内且产自关境外的产品）。
2.5
第2.1（5）条所称重大违法记录，是指供应商因违法经营受到刑事处罚或者责令停产停业、吊销许可证或者执照、较大数额罚款等行政处罚。
2.6供应商在参加政府采购活动前3年内因违法经营被禁止在一定期限内参加政府采购活动，期限届满的，可以参加政府采购活动。
2.7单位负责人为同一人或者存在直接控股、管理关系的不同供应商，不得参加同一合同项下的政府采购活动。
为采购项目提供整体设计、规范编制或者项目管理、监理、检测等服务的供应商，不得再参加该采购项目的其他采购活动。
2.8拒绝列入失信被执行人、重大税收违法案件当事人名单、政府采购严重违法失信行为记录名单及其他不符合《中华人民共和国政府采购法》第二十二条规定条件的供应商参与政府采购活动。采购人或者采购代理机构在进行资格审查的同时，依法通过“中国政府采购网”、“信用中国”网站等渠道查询投标人信用记录并保存。
提交投标文件开始时间、截止时间、开标时间和地点
4.1
提交投标文件开始时间：
2026
年
1
月
23
日
9
点
00
分
（北京时间）
4.2
提交投标文件截止及开标时间：
2026
年
1
月
23
日
9
时
30
分
（北京时间）
4.3
提交投标文件地点及开标地点：
南京市玄武区龙蟠路
151-1
号赞成湖畔居商务楼三楼开标室
4.4
投标人应提供投标文件一式伍份（正本壹份、副本肆份），所有投标文件均应密封后递交，同时应提供电子版投标文件壹份（电子版须为投标文件正本加盖公章、签字后形成
PDF
扫描件，扫描件内容应与纸质投标文件正本完全一致、
U
盘形式（单独封装）、随纸质正本文件一并提交）。
当电子版文件和纸质正本文件不一致时，以纸质正本文件为准。电子版文件用于辅助评标和平台存档，投标人需承担前述不一致造成的不利后果。
其他补充事宜
6.1本项目在
中国政府采购网
和南京航空航天大学校网（
http://cg.nuaa.edu.cn
）上
发布公告。
6.2评标方法和标准：采用综合评分法。
6.3勘察现场：无。
6.4
参加南京航空航天大学项目的投标供应商须在本项目开标前完成南京航空航天大学采购一体化平台上的注册。平台网址：
http://cg.nuaa.edu.cn
。",全国,软件开发,江苏建诚工程咨询有限公司,zhaobiao_1767093150_16.txt,zhaobiao,公开招标,其他
967,11010525210200026604-XM001,物业管理服务采购项目,11010525210200026604-XM001,物业管理服务采购项目,北京市朝阳区小红门社区卫生服务中心,北京市朝阳区鸿博家园五区临2号,87604635,,,,提供指定数量的朝阳区小红门社区卫生服务中心,提供指定数量的朝阳区小红门社区卫生服务中心,1,详见招标文件,440.853322,（12个月）自2026年2月1日起至 2027年1月31日止。,公开招标,2025年12月30日 17:15,2025年12月30日 17:15,"1.
本项目需要落实的政府采购政策：本项目落实政府采购促进中小企业发展、政府采购促进残疾人就业、政府采购信用担保、节能产品、环境标志产品优先采购等政府采购政策。
2.
本项目采用全流程电子化采购方式，请投标人认真学习北京市政府采购电子交易平台发布的相关操作手册（投标人可在交易平台下载相关手册），办理
CA
数字证书或电子营业执照、进行北京市政府采购电子交易平台注册绑定，并认真核实
CA
数字证书
或电子营业执照
情况确认是否符合本项目电子化采购流程要求。
CA
数字证书服务热线
010-58511086
电子营业执照服务热线
400-699-7000
技术支持服务热线
010-86483801
2.1
办理
CA
数字证书或电子营业执照
投标人登录北京市政府采购电子交易平台查阅
“
用户指南
”—“
操作指南
”—“
市场主体
CA
办理操作流程指引
”/“
电子营业执照使用指南
”
，按照程序要求办理。
2.2
注册
投标人登录北京市政府采购电子交易平台
“
用户指南
”—“
操作指南
”—“
市场主体注册入库操作流程指引
”
进行自助注册绑定。
2.3
驱动、客户端下载
投标人登录北京市政府采购电子交易平台
“
用户指南
”—“
工具下载
”—“
招标采购系统文件驱动安装包
”
下载相关驱动。
投标人登录北京市政府采购电子交易平台
“
用户指南
”—“
工具下载
”—“
投标文件编制工具
”
下载相关客户端。
2.4
获取电子招标文件
投标人使用
CA
数字证书或电子营业执照登录北京市政府采购电子交易平台获取电子招标文件。
投标人如计划参与多个采购包的投标，应在登录北京市政府采购电子交易平台后，在【我的项目】栏目依次选择对应采购包，进入项目工作台招标
/
采购文件环节分别按采购包下载招标文件电子版。未在规定期限内按上述操作获取文件的采购包，投标人无法提交相应包的电子投标文件。
2.5
编制电子投标文件
投标人应使用电子投标客户端编制电子投标文件并进行线上投标，投标人电子投标文件需要加密并加盖电子签章
，如无法按照要求在电子投标文件中加盖电子签章和加密，请及时通过技术支持服务热线联系技术人员
。
2
.6
提交电子投标文件
投标人应于投标截止时间前在北京市政府采购电子交易平台提交电子投标文件，上传电子投标文件过程中请保持与互联网的连接畅通。
2.
7
电子开标
投标人在开标地点使用
CA
数字证书或电子营业执照
登录
北京市政府采购电子交易平台进行电子开标
。
2.8
投标文件递交地点
电子投标文件须上传至
http://zbcg-bjzc.zhongcy.com/bjczj-portal-site/index.html#/home
，必须使用投标文件编制工具编制投标文件。",北京市,服务业,北京中外建工程管理有限公司,zhaobiao_1767093153_17.txt,zhaobiao,公开招标,服务
968,采购计划-[2025]-00421号-ZAGC-20251203,农安县合隆镇人民政府建设占用耕地耕作层土壤剥离项目验收报告编制单位封闭式框架协议征集项目,采购计划-[2025]-00421号-ZAGC-20251203,农安县合隆镇人民政府建设占用耕地耕作层土壤剥离项目验收报告编制单位封闭式框架协议征集项目,农安县合隆镇人民政府,农安县合隆镇人民政府208室,0431-83230111,,,,序号,序号,1,详见招标文件,0.0,,公开招标,2025年12月30日 17:15,2025年12月30日 17:15,长春市经济技术开发区3区1栋2单元303室 代理机构联系方式: 0431-82652888,吉林省,建筑工程,吉林省众安工程项目管理有限公司,zhaobiao_1767093155_18.txt,zhaobiao,公开招标,其他
969,HACXM-20251204,国家税务总局淮安市税务局2026年机房运维服务项目,HACXM-20251204,国家税务总局淮安市税务局2026年机房运维服务项目,国家税务总局淮安市税务局,江苏省淮安市翔宇北道3号,高先生 0517-83639335,,,,国家税务总局淮安市税务局2026年机房运维服务项目，详细要求见招标文件第五章。,国家税务总局淮安市税务局2026年机房运维服务项目，详细要求见招标文件第五章。,1,详见招标文件,33.0,1年,公开招标,2025年12月30日 17:15,2025年12月30日 17:15,"本项目采购标的对应的中小企业划分标准所属行业为
软件和信息技术服务业
。",江苏省,服务业,淮安长兴木工程咨询有限公司,zhaobiao_1767093157_19.txt,zhaobiao,公开招标,服务
970,TJBD-2025-C-639）公开招标公告,中国民航大学互联网出口接入服务采购,TJBD-2025-C-639）公开招标公告,中国民航大学互联网出口接入服务采购,中国民航大学,天津市东丽区津北公路2898号,王老师，022-24092962,,,,中国民航大学互联网(公网)接入及5G双域专网接入服务1项。具体详见项目需求书。,中国民航大学互联网(公网)接入及5G双域专网接入服务1项。具体详见项目需求书。,1,详见招标文件,84.0,"自合同签订生效之日起三年，合同一年一签署。投标人应保证在要求时间内完成全部服务的调试和培训工作,符合国家标准、行业规范和合同等相关文件的要求。",公开招标,2025年12月30日 17:15,2025年12月30日 17:15,"1.预算金额：84万元/年。
2.是否专门面向中小企业采购：否。
3.递交方式：纸质文件递交。
投标人须由法定代表人或授权代表人向招标单位递交投标文件（含对投标文件的有效修改、澄清文件）。以传真、电子邮件、电报、电话等方式递交的投标文件无效。
注：开标地点在中国民航大学进行的项目，
投标人
须在招标截止时间前至
少2个
工作日进行入校申请，并将入校人员回执发送至代理机构bm2@tjbd666.com邮箱，未按照规定时间或未按照要求提交入校申请，导致无法入校的，
投标人
须自行承担后果
。",天津市,服务业,天津滨德招标代理有限公司,zhaobiao_1767093158_20.txt,zhaobiao,公开招标,服务
971,420222202501000607,阳新县疾病预防控制中心螺旋CT采购项目,420222202501000607,阳新县疾病预防控制中心螺旋CT采购项目,阳新县疾病预防控制中心,阳新县经济开发区阳新大道1号,18971772822,,,,螺旋CT一台（具体详见第三章采购需求）,螺旋CT一台（具体详见第三章采购需求）,1,详见招标文件,240.0,签订合同后60天内（机房装机条件完备）,公开招标,2025年12月30日 17:15,2025年12月30日 17:15,1.供应商认为采购文件、采购过程和中标结果使自己的权益受到损害的，可以在知道或者应知其权益受到损害之日起 7个工作日内向采购人或采购代理机构提出质疑（质疑函格式采用财 政 部 国 库 司 政 府 采 购 管 理 办 公 室 发 布 的 质 疑 函 范 本 http://gks.mof.gov.cn/ztztz/zhengfucaigouguanli/201802/t20180201_2804589.htm）。线上投诉网址：http://www.yx.gov.cn/zfxxgk/zc/qtzdgkwj/202408/t20240823_1144597.html。 2.对于有融资需求的投标人可在政府采购项目中标后携带政府采购计划备案表，中标通知书及采购合同报阳新县政府采购办公室，向意向金融机构提出政府采购合同融资申请，并上传黄石市政府采购信息共享平台。,湖北省,其他,湖北锦天诚工程咨询有限公司,zhaobiao_1767093164_1.txt,zhaobiao,公开招标,其他
972,,2025年景泰县人民医院医疗设备采购项目招标公告,,2025年景泰县人民医院医疗设备采购项目招标公告,,,,,,,设备,详见招标文件,1,,,,公开招标,,,,全国,医疗健康,,zhaobiao_1767093166_2.txt,zhaobiao,公开招标,设备
973,ZH-2025-054,庄河市2026年乡镇（街道）民政服务站项目建设运营服务采购项目,ZH-2025-054,庄河市2026年乡镇（街道）民政服务站项目建设运营服务采购项目,庄河市民政局,庄河市世纪大街道一段7号,0411-89854776,,,,服务,服务,1,详见招标文件,350.0,一年（自合同签订之日起计算）。,公开招标,2025年12月30日 17:14,2025年12月30日 17:14,"1.供应商注册、投标文件制作、投标文件解密、报价确认、不见面开标等操作流程，请各供应商仔细阅读操作手册（可登陆大连市政府采购网-采购知识-采购培训，查看供应商操作手册，网址：http://www.ccgp-dalian.gov.cn/luban/category?parentId=55844&childrenCode=dlzfcgCategory111），或咨询大连市政府采购云平台，客服电话：95763。
2.若因供应商自身原因导致在规定时间内解密不成功，视为投标文件无效。
3.供应商须在开标、评审期间保持电话联络畅通，若因自身原因导致无法联系到供应商，应承担相关后果。
4.供应商应随时关注“大连市政府采购网”本项目",辽宁省,建筑工程,庄河市公共资源交易中心（庄河市政府采购中心）,zhaobiao_1767093167_3.txt,zhaobiao,公开招标,服务
974,330302252040040000029-WZZL-2025122901,2026年温州市滨江区域（瓯江路）亮化示范区块维养服务,330302252040040000029-WZZL-2025122901,2026年温州市滨江区域（瓯江路）亮化示范区块维养服务,温州市鹿城区市政公用管理处,温州市西山南路117号,0577-88536077,,,,标项一,标项一,1,详见招标文件,398.8,标项 1、2，1年，服务期限从合同签订生效之日起开始计算。,公开招标,2025年12月30日 17:14,2025年12月30日 17:14,"1.《浙江省财政厅关于进一步发挥政府采购政策功能全力推动经济稳进提质的通知》（浙财采监（2022）3号）、《浙江省财政厅关于进一步促进政府采购公平竞争打造最优营商环境的通知》（浙财采监（2021）22号））、《浙江省财政厅关于进一步加大政府采购支持中小企业力度助力扎实稳住经济的通知》（浙财采监（2022）8号）已分别于2022年1月29日、2022年2月1日和2022年7月1日开始实施，此前有关规定与上述文件内容不一致的，按上述文件要求执行。
2.根据《浙江省财政厅关于进一步促进政府采购公平竞争打造最优营商环境的通知》（浙财采监（2021）22号）文件关于“健全行政裁决机制”要求，鼓励供应商在线提起询问，路径为：政采云-项目采购-询问质疑投诉-询问列表:鼓励供应商在线提起质疑，路径为：政采云-项目采购-询问质疑投诉-质疑列表。质疑供应商对在线质疑答复不满意的，可在线提起投诉，路径为：政采云平台-项目采购-询问质疑投诉-投诉列表。
3.其他事项：
（1）本项目通过“政府采购云平台（www.zcygov.cn）”实行在线投标响应（电子投标），供应商应先安装“政采云电子交易客户端”，并按照本招标文件和“政府采购云平台”的要求，通过“政采云电子交易客户端”编制并加密投标文件。供应商未按规定加密的投标文件，“政府采购云平台”将予以拒收。（2）“政采云电子交易客户端”请自行前往“浙江政府采购网-下载专区-电子交易客户端”进行下载；电子投标具体操作流程详见本公告附件《供应商-政府采购项目电子交易操作指南》；通过“政府采购云平台”参与在线投标时如遇平台技术问题详询400-881-7190。（3）为确保网上操作合法、有效和安全，供应商应当在投标截止时间前完成在“政府采购云平台”的身份认证，确保在电子投标过程中能够对相关数据电文进行加密和使用电子签章。使用“政采云电子交易客户端”需要提前申领CA数字证书，申领流程请自行前往“浙江政府采购网-下载专区-电子交易客户端-CA驱动和申领流程”进行查阅。其他要求请详见招标文件。",浙江省,服务业,温州中揽工程管理有限公司,zhaobiao_1767093169_4.txt,zhaobiao,公开招标,服务
975,330600253010050000274-2025-12-0132,绍兴市中心血站2026物业管理项目,330600253010050000274-2025-12-0132,绍兴市中心血站2026物业管理项目,绍兴市中心血站,浙江省绍兴市袍江新区世纪东街276号,0575-88137003,,,,标项名称：,标项名称：,1,详见招标文件,57.26,标项 1，按双方合同约定条款执行。,公开招标,2025年12月30日 17:14,2025年12月30日 17:14,"1.《浙江省财政厅关于进一步发挥政府采购政策功能全力推动经济稳进提质的通知》（浙财采监（2022）3号）、《浙江省财政厅关于进一步促进政府采购公平竞争打造最优营商环境的通知》（浙财采监（2021）22号））、《浙江省财政厅关于进一步加大政府采购支持中小企业力度助力扎实稳住经济的通知》（浙财采监（2022）8号）已分别于2022年1月29日、2022年2月1日和2022年7月1日开始实施，此前有关规定与上述文件内容不一致的，按上述文件要求执行。
2.根据《浙江省财政厅关于进一步促进政府采购公平竞争打造最优营商环境的通知》（浙财采监（2021）22号）文件关于“健全行政裁决机制”要求，鼓励供应商在线提起询问，路径为：政采云-项目采购-询问质疑投诉-询问列表:鼓励供应商在线提起质疑，路径为：政采云-项目采购-询问质疑投诉-质疑列表。质疑供应商对在线质疑答复不满意的，可在线提起投诉，路径为：政采云平台-项目采购-询问质疑投诉-投诉列表。
3.供应商认为采购文件使自己的权益受到损害的，可以自获取采购文件之日或者采购公告期限届满之日（公告期限届满后获取采购文件的，以公告期限届满之日为准）起7个工作日内，对采购文件需求的以书面形式向采购人提出质疑，对其他内容的以书面形式向采购人和采购代理机构提出质疑。质疑供应商对采购人、采购代理机构的答复不满意或者采购人、采购代理机构未在规定的时间内作出答复的，可以在答复期满后十五个工作日内向同级政府采购监督管理部门投诉。质疑函范本、投诉书范本请到浙江政府采购网下载专区下载。
4.其他事项：
（1）需要落实的政府采购政策：包括节约资源、保护环境、支持创新、促进中小企业发展等。详见招标文件的第二部分总则。（2）电子招投标的说明：①电子招投标：本项目以数据电文形式，依托“政府采购云平台（www.zcygov.cn）”进行招投标活动，不接受纸质投标文件；②投标准备：注册账号--点击“商家入驻”，进行政府采购供应商资料填写；申领CA数字证书---申领流程详见“浙江政府采购网-下载专区-电子交易客户端-CA驱动和申领流程”；安装“政采云电子交易客户端”----前往“浙江政府采购网-下载专区-电子交易客户端”进行下载并安装；③招标文件的获取：使用账号登录或者使用CA登录政采云平台；进入“项目采购”应用，在获取采购文件菜单中选择项目，获取招标文件；④投标文件的制作：在“政采云电子交易客户端”中完成“填写基本信息”、“导入投标文件”、“标书关联”、“标书检查”、“电子签名”、“生成电子标书”等操作；⑤采购人、采购代理机构将依托政采云平台完成本项目的电子交易活动，平台不接受未按上述方式获取招标文件的供应商进行投标活动； ⑥对未按上述方式获取招标文件的供应商对该文件提出的质疑，采购人或采购代理机构将不予处理；⑦不提供招标文件纸质版；⑧投标文件的传输递交：投标人在投标截止时间前将加密的投标文件上传至政府采购云平台；⑨投标文件的解密：投标人按照平台提示和招标文件的规定在半小时内完成在线解密。通过“政府采购云平台”上传递交的投标文件无法按时解密的，视为投标文件撤回；⑩具体操作指南：详见政采云平台“服务中心-帮助文档-项目采购-操作流程-电子招投标-政府采购项目电子交易管理操作指南-供应商”。（3）招标文件公告期限与招标公告的公告期限一致。",浙江省,服务业,绍兴市公共资源交易中心,zhaobiao_1767093171_5.txt,zhaobiao,公开招标,其他
976,,水稻绿色生态种植技术推广应用农用材料采购招标公告,,水稻绿色生态种植技术推广应用农用材料采购招标公告,,,,,,,其他,详见招标文件,1,,,,公开招标,,,,广东省,环境保护,,zhaobiao_1767093172_6.txt,zhaobiao,公开招标,其他
977,ZKQ2025-010118806ZF(H),华中科技大学同济医学院附属同济医院生物分子相互作用仪采购项目,ZKQ2025-010118806ZF(H),华中科技大学同济医学院附属同济医院生物分子相互作用仪采购项目,华中科技大学同济医学院附属同济医院,湖北省武汉市解放大道1095号,冉主任027-83662896,,,,采购生物分子相互作用仪1台，预算金额140万元。,采购生物分子相互作用仪1台，预算金额140万元。,1,详见招标文件,140.0,合同签订后 90 天内,公开招标,2025年12月30日 17:14,2025年12月30日 17:14,"1.本项目不接受进口产品投标。
2.我司于投标截止时间前1小时内接收投标文件。
3.投标报价超过采购预算或最高限价或分项最高限价的，其投标作无效标处理。
4.本项目需落实绿色发展（节能环保）、中小微型企业扶持（含支持监狱企业发展、促进残疾人就业）、支持创新等相关政府采购政策,小微企业扣除比例为10%，监狱企业、残疾人福利单位扣除比例为20%，节能产品、环境标志产品扣除比例为1%，具体适用规则详见招标文件。",湖北省,医疗健康,中科器湖北有限公司,zhaobiao_1767093174_7.txt,zhaobiao,公开招标,其他
978,HZRS-ZB2025032,2026年数据传输链路租用项目,HZRS-ZB2025032,2026年数据传输链路租用项目,国家卫星海洋应用中心,北京市海淀区大慧寺路8号,刘老师 010-62105746,,,,（1）,（1）,1,详见招标文件,320.0,签订合同之后、2026年1月31日前具备开通条件，服务周期为2026年2月1日至2027年4月15日。,公开招标,2025年12月30日 17:14,2025年12月30日 17:14,详见招标公告,北京市,信息技术,北京海泽日升科技有限公司,zhaobiao_1767093177_8.txt,zhaobiao,公开招标,其他
979,,东莞市殡仪馆其他殡葬用品供应资格商采购项目招标公告,,东莞市殡仪馆其他殡葬用品供应资格商采购项目招标公告,,,,,,,其他,详见招标文件,1,,,,公开招标,,,,广东省,其他,,zhaobiao_1767093179_9.txt,zhaobiao,公开招标,其他
980,YJC/C20250124,银川市生态环境局银川市环境监测与执法办公楼、宁夏回族自治区生态环境监测中心物业服务（三年）项目,YJC/C20250124,银川市生态环境局银川市环境监测与执法办公楼、宁夏回族自治区生态环境监测中心物业服务（三年）项目,银川市生态环境局,银川市金凤区阅欣路135号,0951-8679819,,,,采购标段,采购标段,1,详见招标文件,150.0,"延续性服务项目, 自合同签订之日起三年。",公开招标,2025年12月30日 17:13,2025年12月30日 17:13,/,宁夏回族自治区,环境保护,银川市公共资源交易中心,zhaobiao_1767093181_10.txt,zhaobiao,公开招标,服务
981,ZF2025-06-2103,中国科学技术大学合肥先进光源国家重大科技基础设施项目-BPM主电缆短电缆组件及连接器,ZF2025-06-2103,中国科学技术大学合肥先进光源国家重大科技基础设施项目-BPM主电缆短电缆组件及连接器,中国科学技术大学,合肥市金寨路96号,宣老师、沈老师 0551-63602706,,,,本次采购1批BPM主电缆短电缆组件及连接器，具体详见采购需求。,本次采购1批BPM主电缆短电缆组件及连接器，具体详见采购需求。,1,详见招标文件,400.0,合同签订之日起3个月内出厂测试合格并交付。保修期为自验收合格之日起不少于12个月。,公开招标,2025年12月30日 17:13,2025年12月30日 17:13,"1.本项目相关信息同时在“中国政府采购网（www.ccgp.gov.cn）、中国招标投标公共服务平台（www.cebpubservice.com）、优质采招标采购平台(www.yzczb.com)和优质采云采购平台(www.youzhicai.com)”等媒介上发布；
2.本项目需落实的节能环保、中小企业扶持等相关政府采购政策详见招标文件。
3.政府采购电子化交易要求：
（1）潜在投标人/供应商须登录“优质采招标采购平台（www.yzczb.com）”或“优质采云采购平台（www.youzhicai.com）”（以下称“优质采平台”）参与本项目招标采购活动。首次登录须办理注册手续，请务必选择注册为“投标人角色”类型。注册流程见优质采平台“用户注册”栏目，咨询电话：400-0099-555。因未及时办理注册手续影响参加招标采购活动的，责任自负。
（2）已注册的潜在投标人/供应商可登录优质采平台获取招标采购文件，本项目的招标采购文件及其他资料（含澄清、答疑及相关补充文件）通过优质采平台发布，采购人/代理机构不再另行书面通知，潜在投标人/供应商应及时关注、查阅优质采平台。因未及时查看导致不利后果的，责任自负。
（3）已注册的潜在投标人/供应商若注册信息发生变更（如：与初始注册信息不一致），应及时网上提交变更申请。因未及时变更导致不利后果的，责任自负。
（4）本项目采用全流程电子化招标采购方式，潜在投标人/供应商须办理CA数字证书（以下简称CA），CA用于电子投标/响应文件的签章及上传（上传投标/响应文件需使用CA进行加密）；CA办理详见《关于优质采平台数字证书办理的须知》（http://www.youzhicai.com/nd/a_8f80a7ec-911f-4c4d-a123-f8849880f045.html）；咨询热线：400-0099-555。
（5）电子投标/响应文件必须使用“优质采投标文件制作工具”制作生成并上传。下载地址：http://toolcdn.youzhicai.com/tools/BidderTools.zip，使用说明书及视频教程下载地址:http://file.youzhicai.com/files/BidderHelp.rar。",安徽省,其他,安徽省招标集团股份有限公司,zhaobiao_1767093183_11.txt,zhaobiao,公开招标,其他
