contract_number,contract_name,project_number,project_name,buyer,buyer_address,buyer_contact,supplier,supplier_address,supplier_contact,main_target_name,specs,main_target_quantity,main_target_unit_price,contract_amount,performance_info,procurement_method,contract_sign_date,contract_announce_date,other_supplements,administrative_region,industry,agency,file_name,source
,竹山县深河乡人民政府本级竹山县深河乡森林防火通道建设项目中标(成交)结果公告,,竹山县深河乡人民政府本级竹山县深河乡森林防火通道建设项目中标(成交)结果公告,竹山县深河乡人民政府本级,,17807207021,湖北晟誉建设工程有限公司,张湾区汉江街办十堰大道19号二区1幢2-191,何敏,其他,详见招标文件,1,详见合同,84.5386,详见合同,公开招标,2025年12月30日 17:36,2025年12月30日 17:36,代理机构联系方式: 15727196586,全国,建筑工程,,zhongbiao_1767094691_6.txt,zhongbiao
441501-2025-02216,2025-2027年汕尾市政策性农村住房保险项目结果公告,441501-2025-02216,2025-2027年汕尾市政策性农村住房保险项目,汕尾市人民政府办公室,,0660-3361300,,,陈先生,服务范围,服务要求,1,详见合同,0.000800,服务标准,公开招标,2025年12月30日 17:36,2025年12月30日 17:36,代理机构联系方式: 0660-3333133,广东省,农业农村,,zhongbiao_1767094693_7.txt,zhongbiao
310117107251114152919-17299680,2026年九亭镇居家养老服务项目的中标（成交）结果公告,310117107251114152919-17299680,2026年九亭镇居家养老服务项目,上海市松江区九亭镇人民政府,,021-57635095,,,邹珏,服务,服务要求,1,详见合同,299.830000,服务标准,公开招标,2025年12月30日 17:36,2025年12月30日 17:36,代理机构联系方式: 021-51537699,上海市,服务业,,zhongbiao_1767094694_8.txt,zhongbiao
,湖北省碾盘山水利水电枢纽工程建设管理局碾盘山水利水电枢纽库区防护工程右岸段泵站堤防运行维护管理项目中标（成交）结果公告,,湖北省碾盘山水利水电枢纽工程建设管理局碾盘山水利水电枢纽库区防护工程右岸段泵站堤防运行维护管理项目中标（成交）结果公告,湖北省碾盘山水利水电枢纽工程建设管理局,,0724-4938851,湖北省樊口电排站管理处,鄂州市民主路8号,胡娟梓,工程,详见采购文件,1,详见合同,514.134800,自合同签订之日起365日历天,公开招标,2025年12月30日 17:36,2025年12月30日 17:36,代理机构联系方式: 027-65390769,湖北省,建筑工程,,zhongbiao_1767094697_9.txt,zhongbiao
,湖北省碾盘山水利水电枢纽工程建设管理局碾盘山水利水电枢纽库区防护工程左岸段泵站堤防运行维护管理项目中标（成交）结果公告,,湖北省碾盘山水利水电枢纽工程建设管理局碾盘山水利水电枢纽库区防护工程左岸段泵站堤防运行维护管理项目中标（成交）结果公告,湖北省碾盘山水利水电枢纽工程建设管理局,,0724-4938851,湖北漳河经济技术开发总公司,荆门市漳河新区漳河镇文卫路50号,胡娟梓,工程,详见采购文件,1,详见合同,258.500000,自合同签订之日起365日历天,公开招标,2025年12月30日 17:36,2025年12月30日 17:36,代理机构联系方式: 027-65390769,湖北省,建筑工程,,zhongbiao_1767094699_10.txt,zhongbiao
330702257260170000008-TY2025-HW139-ZFCG139-1,2025年良种基地物资采购项目中标(成交)结果公告,330702257260170000008-TY2025-HW139-ZFCG139-1,2025年良种基地物资采购项目,金华市婺城区东方红林场,,0579-82220911,,1,吴仕军,其他,详见招标文件,1,详见合同,41.195000,详见合同,公开招标,2025年12月30日 17:36,2025年12月30日 17:36,代理机构联系方式: 0579-82474058,浙江省,其他,,zhongbiao_1767094703_11.txt,zhongbiao
,仙桃市医疗保障服务中心市精神疾病市内住院医保经办项目中标(成交)结果公告,,仙桃市医疗保障服务中心市精神疾病市内住院医保经办项目中标(成交)结果公告,仙桃市医疗保障服务中心,,18086298986,中国人民财产保险股份有限公司武汉市分公司,湖北省武汉市汉阳区汉阳大道408号万科未来中心T2写字楼第34层、38-41层、42层01-07室,张凡,服务,详见采购文件,1,详见合同,95.8,合同签订之日起三年,公开招标,2025年12月30日 17:36,2025年12月30日 17:36,代理机构联系方式: 18986945000,湖北省,医疗健康,,zhongbiao_1767094704_12.txt,zhongbiao
2025-*-*,商务部国际经济合作事务局援某国7号国家道路水毁修复工程北段项目管理任务中标公告,2025-*-*,援某国7号国家道路水毁修复工程北段项目管理任务,商务部,北京市海淀区复兴路17号国海广场C座1122房间,张佳玲 15510304985,中铁第一勘察设计院集团有限公司和中铁一院集团南方工程咨询监理有限公司联合体,陕西省西安市雁塔区西影路2号,张佳玲,工程,服务要求,1,详见合同,0.0000000（万元）,服务标准,公开招标,2025年12月30日 17:35,2025年12月30日 17:35,代理机构联系方式: 张佳玲 15510304985,北京市,建筑工程,,zhongbiao_1767094706_13.txt,zhongbiao
1405992025AGK00460,晋城市园林绿化管护事务中心酢浆草采购结果公告,1405992025AGK00460,晋城市园林绿化管护事务中心酢浆草采购,晋城市园林绿化管护事务中心,,0356-2217890,,,成女士,其他,详见招标文件,1,详见合同,68.540000,详见合同,公开招标,2025年12月30日 17:35,2025年12月30日 17:35,代理机构联系方式: 0356-2609889,山西省,林业草原,,zhongbiao_1767094709_14.txt,zhongbiao
2025-*,商务部国际经济合作事务局援某国外交部办公楼配楼项目管理任务中标公告,2025-*,援某国外交部办公楼配楼项目管理任务,商务部,北京市海淀区复兴路17号国海广场C座1122房间,许雷  18710180566,机械工业第六设计研究院有限公司和国机中兴工程咨询有限公司联合体,郑州市中原区中原西路126号,许雷,其他,服务要求,1,详见合同,0.0000000（万元）,服务标准,公开招标,2025年12月30日 17:35,2025年12月30日 17:35,代理机构联系方式: 许雷、郑庆祝；18710180566、15110274687,北京市,其他,,zhongbiao_1767094711_15.txt,zhongbiao
11010725210200017911-XM001,2026年接诉即办服务项目中标公告,11010725210200017911-XM001,2026年接诉即办服务项目,北京市石景山区城市管理指挥中心本级,北京市石景山区杨庄东街甲65号,"张工,68863220",北京融通润园科技有限公司,北京市海淀区西三环北路72 号院 A 座 12 层 1504,张曼,服务,详见招标文件,1,详见合同,1406.016 万元（人民币）,详见合同,公开招标,2025年12月30日 17:35,2025年12月30日 17:35,代理机构联系方式: 张曼，13520034086,北京市,服务业,,zhongbiao_1767094714_16.txt,zhongbiao
SXKR20251256,2025年陕北地区国土资源调查监测中标公告,SXKR20251256,2025年陕北地区国土资源调查监测,自然资源部第一航测遥感院,西安市友谊东路334号,田超029-87604165,西安光脉汇嘉科技有限责任公司,陕西省西安市沣东新城征和四路2168号沣东自贸产业园2期6号楼208室,代光艳、刘昆、王昭、王森,其他,服务要求,1,详见合同,165.8000000（万元）,服务标准,公开招标,2025年12月30日 17:35,2025年12月30日 17:35,代理机构联系方式: 13379227713,陕西省,其他,,zhongbiao_1767094717_17.txt,zhongbiao
PZCY202510G101,国家税务总局海丰县税务局2026-2027年度食堂食材配送服务项目（采购包1）中标公告,PZCY202510G101,国家税务总局海丰县税务局2026-2027年度食堂食材配送服务项目,国家税务总局海丰县税务局,汕尾市海丰县海城镇红城大道西838号,朱女士 0660-6620450,汕尾市好味千浔餐饮管理有限公司,汕尾市城区和顺村南侧百合苑C栋3.4号楼三楼（自主申报）,陈先生,服务,服务要求,1,详见合同,0.000000,服务标准,公开招标,2025年12月30日 17:35,2025年12月30日 17:35,代理机构联系方式: 陈先生 0660-3333133,全国,服务业,,zhongbiao_1767094743_1.txt,zhongbiao
YLZC2025-G1-990487-GXZN,广西中诺工程管理有限公司关于玉林职业技术学院示范特色专业实训设备采购项目（二）中标公告,YLZC2025-G1-990487-GXZN,玉林职业技术学院示范特色专业实训设备采购项目（二）,玉林职业技术学院,,0775-2128889,,1,李玉胜 曾宪梅,设备,详见招标文件,1,详见合同,294.670000,详见合同,公开招标,2025年12月30日 17:34,2025年12月30日 17:34,代理机构联系方式: 0775-2391688,广西壮族自治区,设备采购,,zhongbiao_1767094746_2.txt,zhongbiao
TC25070RK,中国科学院高能物理研究所高海拔宇宙线观测站35KV供电系统消缺服务采购项目中标公告,TC25070RK,高海拔宇宙线观测站35KV供电系统消缺服务采购项目,中国科学院高能物理研究所,北京市玉泉路19号乙院,吴超勇     010-88236106,甘孜电力建设有限公司,四川省甘孜藏族自治州康定市新区政务中心一楼,王高云 徐子玲 郭文星 徐润斌 马志强    电话：010-62108122  010-61954194  010-61954155,服务,服务要求,1,详见合同,336.7375740（万元）,服务标准,公开招标,2025年12月30日 17:34,2025年12月30日 17:34,代理机构联系方式: 联系人：王高云 徐子玲 郭文星 徐润斌 马志强    电话：010-62108122  010-61954194  010-61954155,北京市,服务业,,zhongbiao_1767094749_3.txt,zhongbiao
310118000251117153351-18299180,中国人民解放军上海市青浦区人民武装部2026年物业项目的中标（成交）结果公告,310118000251117153351-18299180,中国人民解放军上海市青浦区人民武装部2026年物业项目,中国人民解放军上海市青浦区人民武装部,,021-59731087,,,邓智、朱达君,其他,服务要求,1,详见合同,138.280000,服务标准,公开招标,2025年12月30日 17:34,2025年12月30日 17:34,代理机构联系方式: 59732489,上海市,服务业,,zhongbiao_1767094751_4.txt,zhongbiao
MCZ2025114,米脂县发展改革和科技局米脂县新建妇幼保健院建设项目-配电箱及相关电缆、特装区上级供电工程中标（成交）结果公告,MCZ2025114,米脂县新建妇幼保健院建设项目-配电箱及相关电缆、特装区上级供电工程,米脂县发展改革和科技局,米脂县西下巷25号,13239261019,榆林市隆昌建筑工程有限公司,陕西省榆林市高新技术产业园区建业大道融智大厦B座702室,冯宇超,品牌,详见招标文件,1,详见合同,"2,725,576.00元",详见合同,公开招标,2025年12月30日 17:34,2025年12月30日 17:34,米脂县路56号 代理机构联系方式: 09126216358,陕西省,建筑工程,米脂县政府采购中心,zhongbiao_1767094753_5.txt,zhongbiao
N5100012025003996,四川省广播电视发射传输中心局属部分台站发射机及附属设施更新改造中标（成交）结果公告,N5100012025003996,局属部分台站发射机及附属设施更新改造,四川省广播电视发射传输中心,成都市锦江区红星路二段119号,028-85912007,成都凯腾四方数字广播电视设备有限公司,成都市青羊区青羊工业集中发展区文光路321号,何辉,品牌,详见招标文件,1,详见合同,"2,999,800.00元",详见合同,公开招标,2025年12月30日 17:33,2025年12月30日 17:33,成都市金牛区金周路595号4栋5楼505号 代理机构联系方式: 028-81058218,四川省,其他,中正恒天国际招标有限公司,zhongbiao_1767094756_6.txt,zhongbiao
310115145251111151208-15288900,申港社区综合管理辅助力量项目的中标（成交）结果公告,310115145251111151208-15288900,申港社区综合管理辅助力量项目,上海市浦东新区南汇新城镇人民政府,,021-68287089,,,周帆,其他,服务要求,1,详见合同,0.000000,服务标准,公开招标,2025年12月30日 17:33,2025年12月30日 17:33,代理机构联系方式: 13636313080,上海市,其他,,zhongbiao_1767094759_7.txt,zhongbiao
310117000251215160750-17299522,2026年度居民区建筑垃圾清运项目的中标（成交）结果公告,310117000251215160750-17299522,2026年度居民区建筑垃圾清运项目,上海市松江区人民政府广富林街道办事处,,021-37683681,,,李剑伟,其他,服务要求,1,详见合同,308.000000,服务标准,公开招标,2025年12月30日 17:33,2025年12月30日 17:33,代理机构联系方式: 021-67721810,上海市,建筑工程,,zhongbiao_1767094761_8.txt,zhongbiao
GZZJ-ZG-2025746,南方医科大学南方医院肾脏病大楼实验动物研究中心采购小动物身体组分分析仪采购项目中标结果公告,GZZJ-ZG-2025746,南方医科大学南方医院肾脏病大楼实验动物研究中心采购小动物身体组分分析仪采购项目,南方医科大学南方医院,,020-62786583,,,庄小姐,品牌,详见招标文件,1,详见合同,176.000000,详见合同,公开招标,2025年12月30日 17:33,2025年12月30日 17:33,代理机构联系方式: 020-87385151、37639369、87371812、87372296,广东省,医疗健康,,zhongbiao_1767094764_9.txt,zhongbiao
JF2025（SD）WZ0287,2025-2027年伦教医院后勤技术辅助服务采购项目结果公告,JF2025（SD）WZ0287,2025-2027年伦教医院后勤技术辅助服务采购项目,佛山市顺德区伦教医院,,0757-27729975,,,郭小姐、李小姐,服务范围,服务要求,1,详见合同,762.385900,服务标准,公开招标,2025年12月30日 17:33,2025年12月30日 17:33,代理机构联系方式: 020-37861051、020-37860563,广东省,医疗健康,,zhongbiao_1767094765_10.txt,zhongbiao
330110255110110000078-XCX-2025-047,浙江新诚信工程咨询有限公司关于中泰街道建筑垃圾长效管理服务中标(成交)结果公告,330110255110110000078-XCX-2025-047,中泰街道建筑垃圾长效管理服务,杭州市余杭区人民政府中泰街道办事处,,0571-88636302,,1,刘工,服务,服务要求,1,详见合同,98.000000,服务标准,公开招标,2025年12月30日 17:32,2025年12月30日 17:32,代理机构联系方式: 19525713614,浙江省,建筑工程,,zhongbiao_1767094768_11.txt,zhongbiao
Z-OHDY20251216,温州市瓯海区公共资源交易中心关于2026年瓯海区信创云服务项目的成交结果公告,Z-OHDY20251216,2026年瓯海区信创云服务,温州市瓯海区人民政府办公室,,0577-88513032,,1,李先生,服务,服务要求,1,详见合同,26.486900,服务标准,公开招标,2025年12月30日 17:32,2025年12月30日 17:32,代理机构联系方式: 0577-88506528,浙江省,服务业,,zhongbiao_1767094770_12.txt,zhongbiao
GZZJ-ZG-2025747,南方医科大学南方医院肾脏病大楼实验动物研究中心采购动物步态分析系统及三箱采购项目中标结果公告,GZZJ-ZG-2025747,南方医科大学南方医院肾脏病大楼实验动物研究中心采购动物步态分析系统及三箱采购项目,南方医科大学南方医院,,020-62786583,,,庄小姐,品牌,详见招标文件,1,详见合同,146.000000,详见合同,公开招标,2025年12月30日 17:32,2025年12月30日 17:32,代理机构联系方式: 020-87385151、37639369、87371812、87372296,广东省,医疗健康,,zhongbiao_1767094773_13.txt,zhongbiao
ZJ2025-DLGK-A0137-B00,国家税务总局绍兴市上虞区税务局2026年度食堂食材采购及配送服务项目中标公告,ZJ2025-DLGK-A0137-B00,国家税务总局绍兴市上虞区税务局2026年度食堂食材采购及配送服务项目,国家税务总局绍兴市上虞区税务局,绍兴市上虞区江扬路1号,陈清峰 0575-82121616,绍兴锦绣农业开发有限公司,浙江省绍兴市越城区环城西路352号219室,陈清峰,服务,详见招标文件,1,详见合同,0.000000,详见合同,公开招标,2025年12月30日 17:32,2025年12月30日 17:32,代理机构联系方式: 茹丽萍   13777344612,浙江省,服务业,,zhongbiao_1767094775_14.txt,zhongbiao
1499002025CCS04303,2026年山西文旅香港澳门推广活动竞争性磋商结果公告,1499002025CCS04303,2026年山西文旅香港澳门推广活动,山西省文化和旅游厅,,15235188386,,,任婵、张宁,其他,服务要求,1,详见合同,159.850000,服务标准,公开招标,2025年12月30日 17:32,2025年12月30日 17:32,代理机构联系方式: 0351-6585777,山西省,其他,,zhongbiao_1767094776_15.txt,zhongbiao
ZB2025061400,通辽市消防救援支队物业服务采购项目中标公告,ZB2025061400,通辽市消防救援支队物业服务采购项目,通辽市消防救援支队,通辽市科尔沁区滨河大街与建国路交汇处,李国旗18847501101,通辽市君铭物业服务有限责任公司,内蒙古自治区通辽市通辽经济技术开发区希望悦圣湾二期A段,卢晶晶,服务,服务要求,1,详见合同,25.7880000（万元）,服务标准,公开招标,2025年12月30日 17:32,2025年12月30日 17:32,代理机构联系方式: 卢晶晶18747557485,全国,服务业,,zhongbiao_1767094778_16.txt,zhongbiao
11010625210200026237-XM001,教育日常定额校园安保经费中标公告（北京市第十二中学）,11010625210200026237-XM001,教育日常定额校园安保经费,北京市第十二中学,北京市丰台区益泽路15号,"李老师,83666042",北京军都卫士保安服务有限公司,北京市丰台区光彩北路8号院,岳光远，朱昊然,其他,为确保北京市第十二中学安全稳定工作，选择服务能力强、人员素质高的保安公司承担采购人保安服务。所需保安员人数为18人，消防控制室所需人员人数为4人，全部由中标单位进行人员的劳务派遣，由采购人统一管理。具体内容详见招标文件。,1,详见合同,128.3832 万元（人民币）,详见合同,公开招标,2025年12月30日 17:32,2025年12月30日 17:32,代理机构联系方式: 岳光远，朱昊然，010-63856788,北京市,教育,,zhongbiao_1767094779_17.txt,zhongbiao
,江宁区诚信小学等校教学设备中标公告,,江宁区诚信小学等校教学设备,南京市江宁区教育技术装备中心,南京市江宁区东新北路16号,,社会信用代码,,宗建丰,设备,详见招标文件,1,详见合同,134.066000,详见合同,公开招标,2025年12月30日 17:32,2025年12月30日 17:32,南京市江宁区杨家圩路2号江宁市民中心A区3楼,全国,设备采购,南京市公共资源交易中心江宁分中心,zhongbiao_1767094781_18.txt,zhongbiao
GSJCJH[2025]01287.1.2B1,甘肃有色冶金职业技术学院甘肃教育视频会议系统分会场采购项目(二次)中标（成交）结果公告,GSJCJH[2025]01287.1.2B1,甘肃教育视频会议系统分会场采购项目(二次),甘肃有色冶金职业技术学院,金昌市金川区天津路101号,0935-8236559,,,甄妍,品牌,详见招标文件,1,详见合同,56.458000,详见合同,公开招标,2025年12月30日 17:32,2025年12月30日 17:32,甘肃省金昌市金川区新华路82号 代理机构联系方式: 0935-8610877,甘肃省,教育,金昌市政府集中采购代理中心,zhongbiao_1767094784_19.txt,zhongbiao
,江苏省扬州技师学院无人机实训室建设项目中标公告,,江苏省扬州技师学院无人机实训室建设项目,江苏省扬州技师学院本级,江苏省扬州市,,社会信用代码,,濮睍,其他,详见招标文件,1,详见合同,80.626100,详见合同,公开招标,2025年12月30日 17:32,2025年12月30日 17:32,扬州市邗江区文昌西路305号金都汇商务楼3楼,江苏省,建筑工程,江苏志诚工程咨询管理有限公司,zhongbiao_1767094787_20.txt,zhongbiao
TGPC-2025-A-0552）中标结果公告,国家税务总局天津市南开区税务局食堂食材项目（鲜冻禽畜肉类）（项目编号：TGPC-2025-A-0552）中标结果公告,TGPC-2025-A-0552）中标结果公告,国家税务总局天津市南开区税务局食堂食材项目（鲜冻禽畜肉类） （项目编号：TGPC-2025-A-0552）,国家税务总局天津市南开区税务局,天津市南开区白堤路96号,张皓铭    022-87015153,天津市德和顺餐饮配送有限责任公司,天津市西青区精武镇睿智道2号学府物联网产业园31-2-201,刘杨,其他,详见招标文件,1,详见合同,0.000000,详见合同,公开招标,2025年12月30日 17:32,2025年12月30日 17:32,代理机构联系方式: 杨光    022-24538301,天津市,其他,,zhongbiao_1767094792_1.txt,zhongbiao
,高参数电梯智能运维重点实验室电梯智慧检验和运行系统开发中标公告,,高参数电梯智能运维重点实验室电梯智慧检验和运行系统开发,江苏省特种设备安全监督检验研究院,南京市,,社会信用代码,,曾工,其他,详见招标文件,1,详见合同,358.700000,详见招标文件,公开招标,2025年12月30日 17:31,2025年12月30日 17:31,南京市建邺区汉中门大街145号,江苏省,软件开发,江苏省政府采购中心,zhongbiao_1767094794_2.txt,zhongbiao
SCIT-ZG（Z）-2025100013,中国民用航空飞行学院天府校区建设工程空中交通管理实训中心设备采购一标段项目（三）公开招标中标公告,SCIT-ZG（Z）-2025100013,中国民用航空飞行学院天府校区建设工程空中交通管理实训中心设备采购一标段项目（三）,中国民用航空飞行学院,四川省广汉市南昌路四段46号,高老师，028-81330108；罗先生，028-81330122,成都民航空管科技发展有限公司,成都市武侯区二环路南二段17号,张女士,设备,详见招标文件,1,详见合同,7689.8938000（万元）,详见合同,公开招标,2025年12月30日 17:31,2025年12月30日 17:31,代理机构联系方式: 张玲、钟楠、13111881172,四川省,交通运输,,zhongbiao_1767094795_3.txt,zhongbiao
,巴城镇澄治云正仪老街智慧安全管理平台项目中标公告,,巴城镇澄治云正仪老街智慧安全管理平台项目,昆山市巴城镇人民政府,昆山市巴城镇新澄路918号,,社会信用代码,,许云霞,其他,详见采购文件,1,详见合同,194.670648,合同签订后,公开招标,2025年12月30日 17:31,2025年12月30日 17:31,江苏省昆山市前进西路1801号,江苏省,软件开发,苏州市公共资源交易中心昆山分中心（昆山市政府集中采购中心）,zhongbiao_1767094798_4.txt,zhongbiao
,江苏省扬州技师学院CAAC培训虚拟实训室建设项目中标公告,,江苏省扬州技师学院CAAC培训虚拟实训室建设项目,江苏省扬州技师学院本级,江苏省扬州市,,社会信用代码,,濮睍,其他,详见招标文件,1,详见合同,59.791900,详见合同,公开招标,2025年12月30日 17:31,2025年12月30日 17:31,扬州市邗江区文昌西路305号金都汇商务楼3楼,江苏省,教育,江苏志诚工程咨询管理有限公司,zhongbiao_1767094800_5.txt,zhongbiao
,市级黄河故道集中连片风貌带规划编制方案项目中标公告,,市级黄河故道集中连片风貌带规划编制方案项目,响水县农业农村局（机关）,响水县珠江路9号,,社会信用代码,,刘洋生,其他,按照市级黄河故道集中连片风貌带建设规划要求，对,1,详见合同,90.000000,180天,公开招标,2025年12月30日 17:31,2025年12月30日 17:31,江苏省盐城市响水县县城204国道西侧嘉源小区商业幢202,江苏省,其他,盐城鸿锦项目管理有限公司,zhongbiao_1767094801_6.txt,zhongbiao
,苏州市第九人民医院信息中心服务器升级扩容中标结果公告,,苏州市第九人民医院信息中心服务器升级扩容,苏州市第九人民医院,苏州市吴江区太湖新城芦荡路2666号,,社会信用代码,,钮晓丽,服务,详见招标文件,1,详见合同,315.600000,详见合同,公开招标,2025年12月30日 17:31,2025年12月30日 17:31,苏州市吴江区开平路998号,全国,医疗健康,苏州市公共资源交易中心吴江分中心,zhongbiao_1767094804_7.txt,zhongbiao
SCIT-ZG（Z）-2025100015,中国民用航空飞行学院天府校区建设工程空中交通管理实训中心设备采购一标段项目（二）公开招标中标公告,SCIT-ZG（Z）-2025100015,中国民用航空飞行学院天府校区建设工程空中交通管理实训中心设备采购一标段项目（二）,中国民用航空飞行学院,四川省广汉市南昌路四段46号,高老师，028-81330108；罗先生，028-81330122,南京莱斯信息技术股份有限公司,南京市秦淮区永智路8号,张女士,设备,详见招标文件,1,详见合同,7091.6600000（万元）,详见合同,公开招标,2025年12月30日 17:31,2025年12月30日 17:31,代理机构联系方式: 张玲、钟楠，13111881172,四川省,交通运输,,zhongbiao_1767094806_8.txt,zhongbiao
,江苏省政府采购管理交易平台省本级运维服务中标公告,,江苏省政府采购管理交易平台省本级运维服务,江苏省财政厅财政信息管理中心,南京市北京西路63号,,社会信用代码,,吴婷婷,服务,详见招标文件,1,详见合同,219.000000,详见招标文件,公开招标,2025年12月30日 17:31,2025年12月30日 17:31,南京市建邺区汉中门大街145号,江苏省,服务业,江苏省政府采购中心,zhongbiao_1767094809_9.txt,zhongbiao
,武进国家高新区基础测绘技术服务（2026-2028年） 中标公告,,武进国家高新区基础测绘技术服务（2026-2028年）,武进国家高新技术产业开发区管理委员会,常州市武进区海湖路特一号,,社会信用代码,,郑先生,服务,项目实施范围主要为武进高新区规划管控范围（包括但不限于武进高新区南区、北区，前黄镇和礼嘉镇部分区域等）内的属于高新区管理的工业项目和,1,详见合同,0.002200,3年（2026-2028年），合同每年签订一次,公开招标,2025年12月30日 17:31,2025年12月30日 17:31,常州市武进区延政中大道17号金源大厦18楼,全国,服务业,常州常投招标有限公司,zhongbiao_1767094811_10.txt,zhongbiao
,江宁区公共安全视频监控补盲及能力提升服务项目中标公告,,江宁区公共安全视频监控补盲及能力提升服务项目,南京市江宁区城市数字治理中心（本级）,南京市江宁区秣周东路16号,,社会信用代码,,孙建树,服务,详见采购文件,1,详见合同,4458.191800,详见采购文件,公开招标,2025年12月30日 17:31,2025年12月30日 17:31,南京市江宁区杨家圩路2号江宁市民中心A区3楼,全国,服务业,南京市公共资源交易中心江宁分中心,zhongbiao_1767094812_11.txt,zhongbiao
,东关街道街巷保洁、垃圾清运、公厕保洁维修作业权（三年）中标公告,,东关街道街巷保洁、垃圾清运、公厕保洁维修作业权（三年）,扬州市广陵区人民政府东关街道办事处（机关）,扬州市广陵区泰州路99号,,社会信用代码,,殷悦,其他,详见,1,详见合同,635.939933,本项目服务期限为三年，合同一年一签，上一年度考核合格的情况下采购人与中标人可续签下一年度合同。上一年度考核不合格，季度考核得分,公开招标,2025年12月30日 17:30,2025年12月30日 17:30,扬州市邗江区望月路326号5F,全国,其他,众达（江苏）工程管理有限公司,zhongbiao_1767094815_12.txt,zhongbiao
,鞍山市机关事务保障服务中心定制家具采购项目结果公告,,鞍山市机关事务保障服务中心定制家具采购项目,定制家具采购,,0412-2281110,鞍山市众益共兴物联网科技有限公司,辽宁省鞍山市铁东区辽宁省鞍山市铁东区青年街55栋,赵先生,服务,详见招标文件,1,详见合同,"2,684,840（元）",详见合同,公开招标,2025年12月30日 17:30,2025年12月30日 17:30,代理机构联系方式: 0412-5521666,辽宁省,服务业,定制家具采购,zhongbiao_1767094817_13.txt,zhongbiao
NJC/A250222,宁夏大学中卫校区学生公寓家具采购项目中标公告,NJC/A250222,宁夏大学中卫校区学生公寓家具采购项目,宁夏大学,,09512061502,,供应商联系电话,魏泰邦,品牌（如有）,详见招标文件,1,详见合同,394.884000,详见合同,公开招标,2025年12月30日 17:30,2025年12月30日 17:30,代理机构联系方式: 0951-6891055,宁夏回族自治区,其他,宁夏回族自治区政府采购中心,zhongbiao_1767094819_14.txt,zhongbiao
,平安地镇土城子村药用酸枣产业基地建设项目设备采购（第二次）结果公告,,平安地镇土城子村药用酸枣产业基地建设项目设备采购,平安地镇土城子村药用酸枣产业基地建设项目设备采购,,0418-8340001,河北量科科技有限公司,河北省邢台市内丘县内丘县柳林镇小杨庄村154号,魏晨,设备,详见招标文件,1,详见合同,"703,100（元）",详见合同,公开招标,2025年12月30日 17:30,2025年12月30日 17:30,代理机构联系方式: 0418-2715150,河北省,建筑工程,平安地镇土城子村药用酸枣产业基地建设项目设备采购,zhongbiao_1767094821_15.txt,zhongbiao
330300251320090000084-WZLCZB（Z）-,温州历程招标有限公司关于温州市人民医院临床试验I期病房系统中标(成交)结果公告,330300251320090000084-WZLCZB（Z）-,临床试验I期病房系统,温州市人民医院,,0577-88306653、0577-88059823,,1,姜先生（信息工程科）、王女士（采购科）,其他,详见招标文件,1,详见合同,56.200000,详见合同,公开招标,2025年12月30日 17:30,2025年12月30日 17:30,代理机构联系方式: 1375772719,浙江省,软件开发,,zhongbiao_1767094823_16.txt,zhongbiao
青海鹏杰竞磋（工程）2025-036L,海东市平安区三合至瓦窑台公路新能源路灯安装项目（第二次）中标(成交)结果公告,青海鹏杰竞磋（工程）2025-036L,海东市平安区三合至瓦窑台公路新能源路灯安装项目（第二次）,海东市平安区交通运输局,,0972-8619387,,1,吉女士,其他,详见招标文件,1,详见合同,129.500000,详见合同,公开招标,2025年12月30日 17:30,2025年12月30日 17:30,代理机构联系方式: 15620614676,青海省,交通运输,,zhongbiao_1767094825_17.txt,zhongbiao
1499002025CGK04186,山西省关帝山国有林管理局双家寨林场2025年度中央财政“三北”工程林草湿荒一体化保护修复项目森林抚育公开招标结果公告,1499002025CGK04186,山西省关帝山国有林管理局双家寨林场2025年度中央财政“三北”工程林草湿荒一体化保护修复项目森林抚育,山西省关帝山国有林管理局,,0358-3084846,,,董文辉（项目经理）、杨利平,工程,服务要求,1,详见合同,480.300000,服务标准,公开招标,2025年12月30日 17:30,2025年12月30日 17:30,代理机构联系方式: 0351-2029680、15110418390,山西省,建筑工程,,zhongbiao_1767094828_18.txt,zhongbiao
BHZC2025-G1-990329-GXKL,广西科联招标中心有限公司 关于北海市疾控中心(北海市卫监所)艾滋病检测实验室能力建设设备采购项目（BHZC2025-G1-990329-GXKL）的中标结果公告,BHZC2025-G1-990329-GXKL,北海市疾控中心(北海市卫监所)艾滋病检测实验室能力建设设备采购项目,北海市疾病预防控制中心(北海市卫生监督所),,0779-3906522,,1,赖亭亭,设备,详见招标文件,1,详见合同,158.150000,详见合同,公开招标,2025年12月30日 17:30,2025年12月30日 17:30,代理机构联系方式: 0779-3832133、3830266,广西壮族自治区,建筑工程,,zhongbiao_1767094831_19.txt,zhongbiao
BSZC2025-G1-990311-BSSZ,百色市政府集中采购中心关于百色火车站及辖区派出所信息化建设项目-软硬件设备（BSZC2025-G1-990311-BSSZ）中标公告,BSZC2025-G1-990311-BSSZ,百色火车站及辖区派出所信息化建设项目-软硬件设备,百色市公安局,,0776-2847111,,1,韦宇阳,设备,详见招标文件,1,详见合同,1320.000000,详见合同,公开招标,2025年12月30日 17:30,2025年12月30日 17:30,代理机构联系方式: 0776-2827133,广西壮族自治区,信息技术,,zhongbiao_1767094833_20.txt,zhongbiao
