商品名称,关键词,链接,价格,供应商,地址,图片链接,描述,来源,采集时间,collection_time,product_category,supplier
座驾式装载机 多功能带挖掘臂装运机 矿井装 载机矮脚虎小型铲车,装载机,https://b2b.baidu.com/b2bsearch/jump?url=https%3A%2F%2Fb2bwork.baidu.com%2Fland%3Flid%3D1830154287557075733&query=%E8%A3%85%E8%BD%BD%E6%9C%BA&logid=1300398242431385753&brand=&timeSignOri=1768638831&xzhid=59652862&iswapurl=0&category=%E6%9C%BA%E6%A2%B0%E8%AE%BE%E5%A4%87%3B%E5%9C%9F%E6%96%B9%E6%9C%BA%E6%A2%B0%3B%E8%A3%85%E8%BD%BD%E6%9C%BA&iid=de9954f81d1f85c3993bd9ee43beff3b&qid=6391009636276026&sv_cr=0&jid=3810547524&uign=45da935f857f21d5ed564726c3b9c20&lattr=ot,2500.00元/台,山东中威工程机械设备有限公司,山东省济宁市高新区接庄街道山博路八号工业园区5号车间,"https://ss0.baidu.com/6ONWsjip0QIZ8tyhnq/it/u=606340792,607006918&fm=199&app=68&f=JPEG?w=750&h=750&s=95A069B1440232EE1134B0BC03009021",类别：机械设备;土方机械;装载机,百度爱采购,2026-01-17 16:33:58,2026-01-17 16:33:58,挖掘,山东中威工程机械设备有限公司
煤矿井下装载机能装搅拌斗防爆巷道铲车制造商直接发货,装载机,https://b2b.baidu.com/b2bsearch/jump?url=https%3A%2F%2Fwww.china.cn%2Fzhuangzaijixie%2F5043402574.html&query=%E8%A3%85%E8%BD%BD%E6%9C%BA&logid=1300398242431385753&brand=%E4%B8%AD%E9%A6%96%E9%87%8D%E5%B7%A5&timeSignOri=1768638831&xzhid=29819334&iswapurl=0&category=%E6%9C%BA%E6%A2%B0%E8%AE%BE%E5%A4%87%3B%E5%9C%9F%E6%96%B9%E6%9C%BA%E6%A2%B0%3B%E8%A3%85%E8%BD%BD%E6%9C%BA&iid=ed5040478515eff9c3a112313efdd195&qid=6391009636276026&sv_cr=0&jid=3810547525&uign=33284cf0cf5c73c626d349b28f70729d&lattr=ot,5.00万/台,山东松晟重工机械有限公司,山东省德州市宁津县津城街道香江大街与安水路交叉口南590米路西,"https://ss0.baidu.com/6ONWsjip0QIZ8tyhnq/it/u=4070015940,1648694282&fm=199&app=68&f=JPEG?w=750&h=750&s=8F4A668556A3F2EE00B88424030060C3",类别：机械设备;土方机械;装载机,百度爱采购,2026-01-17 16:33:59,2026-01-17 16:33:59,装载,山东松晟重工机械有限公司
小型轮式装载机 快速装卸省时高效 功能全面 国凯,装载机,https://b2b.baidu.com/b2bsearch/jump?url=https%3A%2F%2Fb2bwork.baidu.com%2Fland%3Flid%3D1788421760540543026&query=%E8%A3%85%E8%BD%BD%E6%9C%BA&logid=1300398242431385753&brand=&timeSignOri=1768638831&xzhid=51713772&iswapurl=0&category=%E6%9C%BA%E6%A2%B0%E8%AE%BE%E5%A4%87%3B%E5%9C%9F%E6%96%B9%E6%9C%BA%E6%A2%B0%3B%E8%A3%85%E8%BD%BD%E6%9C%BA&iid=0faedf8f73f796124f00632b5b3ca9bd&qid=6391009636276026&sv_cr=0&jid=3810547526&uign=79ef274b1988013675fd99f27fe30c6a&lattr=ot,9999.00元/台,山东国凯机械设备有限公司,山东省济宁市任城区阜桥街道府河商务楼4层409室,"https://ss2.baidu.com/6ONYsjip0QIZ8tyhnq/it/u=3651727692,515062804&fm=199&app=68&f=JPEG?w=750&h=750&s=D385C3AE404335EB3C0F4C010300A09A",类别：机械设备;土方机械;装载机,百度爱采购,2026-01-17 16:34:01,2026-01-17 16:34:01,装载,山东国凯机械设备有限公司
挖掘装 载机反铲挖机全液压工程农用可换属具挖掘装载机生产厂家,装载机,https://b2b.baidu.com/b2bsearch/jump?url=https%3A%2F%2Fb2bwork.baidu.com%2Fland%3Flid%3D1849640717759259611&query=%E8%A3%85%E8%BD%BD%E6%9C%BA&logid=1300398242431385753&brand=%E7%A6%8F%E6%B2%83&timeSignOri=1768638831&xzhid=44937991&iswapurl=0&category=%E6%9C%BA%E6%A2%B0%E8%AE%BE%E5%A4%87%3B%E5%9C%9F%E6%96%B9%E6%9C%BA%E6%A2%B0%3B%E8%A3%85%E8%BD%BD%E6%9C%BA&iid=1531719e94e7ea15ab6795bf6952e713&qid=6391009636276026&sv_cr=0&jid=3810547527&uign=f17b10c32daa531177552415e41066f&lattr=ot,3900.00元/台,济宁福沃工程机械有限公司,山东省济宁市济宁经济开发区疃里镇S319与嘉诚路交汇处向南10米路西办公楼2楼201室,"https://ss2.baidu.com/6ONYsjip0QIZ8tyhnq/it/u=96835761,3851811161&fm=199&app=68&f=JPEG?w=750&h=750&s=5BC047864A2AC2CC502B69340300505A",类别：机械设备;土方机械;装载机,百度爱采购,2026-01-17 16:34:01,2026-01-17 16:34:01,挖掘,济宁福沃工程机械有限公司
30井下装载机 矿井铲车带矿安证 KA证件齐全 一车一证相符,装载机,https://b2b.baidu.com/b2bsearch/jump?url=https%3A%2F%2Fb2bwork.baidu.com%2Fland%3Flid%3D1801797585128981403&query=%E8%A3%85%E8%BD%BD%E6%9C%BA&logid=1300398242431385753&brand=%E4%B8%AD%E9%A6%96%E9%87%8D%E5%B7%A5&timeSignOri=1768638831&xzhid=30129462&iswapurl=0&category=%E6%9C%BA%E6%A2%B0%E8%AE%BE%E5%A4%87%3B%E5%9C%9F%E6%96%B9%E6%9C%BA%E6%A2%B0%3B%E8%A3%85%E8%BD%BD%E6%9C%BA&iid=5777cbf48c276655b27ae6ed3508996f&qid=6391009636276026&sv_cr=0&jid=3810547528&uign=29d9e1453022e8fd2d68a05aed9cfd20&lattr=ot,6.68万/台,宁津县龙拓工程机械销售中心,山东省德州市宁津县东部新区临津路（工业五路）南首路西（山东晋益玻璃机械有限公司院内E栋1号）,"https://ss2.baidu.com/6ONYsjip0QIZ8tyhnq/it/u=2995210913,3544335022&fm=199&app=68&f=JPEG?w=750&h=750&s=340160B46CD7FFFFCCAD89200300F053",类别：机械设备;土方机械;装载机,百度爱采购,2026-01-17 16:34:02,2026-01-17 16:34:02,装载,宁津县龙拓工程机械销售中心
挖掘装载机 铲挖运破碎一体机 市政建设农村建房装 载机两头忙,装载机,https://b2b.baidu.com/b2bsearch/jump?url=https%3A%2F%2Fb2bwork.baidu.com%2Fland%3Flid%3D1849636017023912990&query=%E8%A3%85%E8%BD%BD%E6%9C%BA&logid=1300398242431385753&brand=%E7%A6%8F%E6%B2%83&timeSignOri=1768638831&xzhid=46217866&iswapurl=0&category=%E6%9C%BA%E6%A2%B0%E8%AE%BE%E5%A4%87%3B%E5%9C%9F%E6%96%B9%E6%9C%BA%E6%A2%B0%3B%E8%A3%85%E8%BD%BD%E6%9C%BA&iid=1e496b50be059b51dc24e872014770cb&qid=6391009636276026&sv_cr=0&jid=3810547529&uign=c70bfbd4e6ca3c240d09703f9abfbc&lattr=ot,3900.00元/台,济宁福沃工程机械有限公司,山东省济宁市济宁经济开发区疃里镇S319与嘉诚路交汇处向南10米路西办公楼2楼201室,"https://ss2.baidu.com/6ONYsjip0QIZ8tyhnq/it/u=1085250392,962033121&fm=199&app=68&f=JPEG?w=750&h=750&s=778246A7422AC2EE502B69340300F018",类别：机械设备;土方机械;装载机,百度爱采购,2026-01-17 16:34:02,2026-01-17 16:34:02,挖掘,济宁福沃工程机械有限公司
履带式滑移装载机 工地室内装修前卸式装卸车,装载机,https://b2b.baidu.com/b2bsearch/jump?url=https%3A%2F%2Fb2bwork.baidu.com%2Fland%3Flid%3D1847281429328728855&query=%E8%A3%85%E8%BD%BD%E6%9C%BA&logid=1300398242431385753&brand=%E5%8F%8B%E5%A4%A7&timeSignOri=1768638831&xzhid=37739422&iswapurl=0&category=%E6%9C%BA%E6%A2%B0%E8%AE%BE%E5%A4%87%3B%E5%9C%9F%E6%96%B9%E6%9C%BA%E6%A2%B0%3B%E8%A3%85%E8%BD%BD%E6%9C%BA&iid=211bd80b82e8af1f42946d829879b7fb&qid=6391009636276026&sv_cr=0&jid=3810547530&uign=2833f11deb037de1234e11c7c0784462&lattr=ot,4400.00元/台,山东友大机械制造有限公司,济宁高新区鸿广路南三车间,"https://ss2.baidu.com/6ONYsjip0QIZ8tyhnq/it/u=1879186877,1584794571&fm=199&app=68&f=JPEG?w=750&h=750&s=37E46FA7C8523FED5FBC89310300C042",类别：机械设备;土方机械;装载机,百度爱采购,2026-01-17 16:34:03,2026-01-17 16:34:03,装载,山东友大机械制造有限公司
一机多用小铲车多功能四轮驱动小型滑移装载机,装载机,https://b2b.baidu.com/b2bsearch/jump?url=https%3A%2F%2Fb2bwork.baidu.com%2Fland%3Flid%3D1793470336823046490&query=%E8%A3%85%E8%BD%BD%E6%9C%BA&logid=1300398242431385753&brand=%E7%BF%94%E5%B7%A5&timeSignOri=1768638831&xzhid=37738444&iswapurl=0&category=%E6%9C%BA%E6%A2%B0%E8%AE%BE%E5%A4%87%3B%E5%9C%9F%E6%96%B9%E6%9C%BA%E6%A2%B0%3B%E8%A3%85%E8%BD%BD%E6%9C%BA&iid=18acc6e8c549b6a127949a1befe75f8d&qid=6391009636276026&sv_cr=0&jid=3810547531&uign=4a0dc1f8c968c33b1f5536f27547a5b4&lattr=ot,4.30万/台,山东翔工机械有限公司,济宁高新区柳行街道办事处天一新型材料工业园,"https://ss2.baidu.com/6ONYsjip0QIZ8tyhnq/it/u=2040275265,223689486&fm=199&app=68&f=JPEG?w=750&h=750&s=F9114A96589A3BED4E0D0C6103007068",类别：机械设备;土方机械;装载机,百度爱采购,2026-01-17 16:34:04,2026-01-17 16:34:04,装载,山东翔工机械有限公司
装载机铲运车厂家定制 操作轻便 操作轻便灵活 规格多样,装载机,https://b2b.baidu.com/b2bsearch/jump?url=https%3A%2F%2Fb2bwork.baidu.com%2Fland%3Flid%3D1816117738390444928&query=%E8%A3%85%E8%BD%BD%E6%9C%BA&logid=1300398242431385753&brand=%E9%9C%B8%E5%B7%9D%E5%B7%A5%E7%A8%8B&timeSignOri=1768638831&xzhid=40115616&iswapurl=0&category=%E6%9C%BA%E6%A2%B0%E8%AE%BE%E5%A4%87%3B%E5%9C%9F%E6%96%B9%E6%9C%BA%E6%A2%B0%3B%E8%A3%85%E8%BD%BD%E6%9C%BA&iid=5c001ec240813920872b0fac9c00ad48&qid=6391009636276026&sv_cr=0&jid=3810547532&uign=27c0f29a32b0d0b32cbfccefe3253bd4&lattr=ot,12.80万/台,青州市霸川工程机械有限公司,青州市弥河镇石家村,"https://ss0.baidu.com/6ONWsjip0QIZ8tyhnq/it/u=388242917,144444524&fm=199&app=68&f=JPEG?w=750&h=750&s=34B3AA3BC05A53CC309079B40300A004",类别：机械设备;土方机械;装载机,百度爱采购,2026-01-17 16:34:04,2026-01-17 16:34:04,装载,青州市霸川工程机械有限公司
金煤供应ZWY-80/37L履带式挖掘装载机生产厂家,装载机,https://b2b.baidu.com/b2bsearch/jump?url=http%3A%2F%2Fwww.912688.com%2Fsupply%2F335177941.html&query=%E8%A3%85%E8%BD%BD%E6%9C%BA&logid=1300398242431385753&brand=%E9%87%91%E7%85%A4&timeSignOri=1768638831&xzhid=29386916&iswapurl=0&category=%E6%9C%BA%E6%A2%B0%E8%AE%BE%E5%A4%87%3B%E5%9C%9F%E6%96%B9%E6%9C%BA%E6%A2%B0%3B%E8%A3%85%E8%BD%BD%E6%9C%BA&iid=1f2095e5ce66e500420ed40ffdbaf4e2&qid=6391009636276026&sv_cr=0&jid=3810547533&uign=397a896a16a536065d634dea7e8ee0d2&lattr=ot,1.00万/台,山东金煤矿山机械设备有限公司,山东济宁,"https://ss2.baidu.com/6ONYsjip0QIZ8tyhnq/it/u=2282067301,1597363577&fm=199&app=68&f=JPEG?w=750&h=750&s=330260A4526286E900AF28940300708A",类别：机械设备;土方机械;装载机,百度爱采购,2026-01-17 16:34:05,2026-01-17 16:34:05,挖掘,山东金煤矿山机械设备有限公司
履带式滑移装载机 一机多用机身狭小易操控 搭配多种辅具装载设备,装载机,https://b2b.baidu.com/b2bsearch/jump?url=https%3A%2F%2Fb2bwork.baidu.com%2Fland%3Flid%3D1845651699007818626&query=%E8%A3%85%E8%BD%BD%E6%9C%BA&logid=1300398242431385753&brand=%E7%A8%8B%E7%85%A4&timeSignOri=1768638831&xzhid=30884553&iswapurl=0&category=%E6%9C%BA%E6%A2%B0%E8%AE%BE%E5%A4%87%3B%E5%9C%9F%E6%96%B9%E6%9C%BA%E6%A2%B0%3B%E8%A3%85%E8%BD%BD%E6%9C%BA&iid=f62de97a343db091536c3b25b5da965d&qid=6391009636276026&sv_cr=0&jid=3810547534&uign=3582ad640d23e887fbba0a48062a7e0&lattr=ot,7452.00元/台,济宁程煤工矿设备有限公司,山东省济宁市任城区李营街道中德广场A座办公楼01单元16层1607号房,"https://ss0.baidu.com/6ONWsjip0QIZ8tyhnq/it/u=3198488932,4927763&fm=199&app=68&f=JPEG?w=750&h=750&s=37B2398F5877E7EB5C3079250300A060",类别：机械设备;土方机械;装载机,百度爱采购,2026-01-17 16:34:06,2026-01-17 16:34:06,设备,济宁程煤工矿设备有限公司
奥莱 矿井铲车带破碎锤 装载机带破碎设备 液压改炮头,装载机,https://b2b.baidu.com/b2bsearch/jump?url=https%3A%2F%2Fb2bwork.baidu.com%2Fland%3Flid%3D1775093894164583387&query=%E8%A3%85%E8%BD%BD%E6%9C%BA&logid=1300398242431385753&brand=%E5%A5%A5%E8%8E%B1&timeSignOri=1768638831&xzhid=30709352&iswapurl=0&category=%E6%9C%BA%E6%A2%B0%E8%AE%BE%E5%A4%87%3B%E5%9C%9F%E6%96%B9%E6%9C%BA%E6%A2%B0%3B%E8%A3%85%E8%BD%BD%E6%9C%BA&iid=0590a7d42ef4548f9abcce69c1e66d9d&qid=6391009636276026&sv_cr=0&jid=3810547535&uign=6811c96d3cad410626a3a97f55358e4d&lattr=ot,2.75万/台,山东奥莱机械有限公司,山东省济宁市任城区李营街道中德广场A座1601室,"https://ss0.baidu.com/6ONWsjip0QIZ8tyhnq/it/u=2451898601,1680125203&fm=199&app=68&f=JPEG?w=750&h=750&s=C2145F84C00242ED0A043D240300F0A0",类别：机械设备;土方机械;装载机,百度爱采购,2026-01-17 16:34:07,2026-01-17 16:34:07,设备,山东奥莱机械有限公司
东程重工 小铲车生产厂家 946型装载机 性能优越售后质保,装载机,https://b2b.baidu.com/b2bsearch/jump?url=https%3A%2F%2Fb2bwork.baidu.com%2Fland%3Flid%3D1847468080942208337&query=%E8%A3%85%E8%BD%BD%E6%9C%BA&logid=1300398242431385753&brand=%E4%B8%9C%E7%A8%8B%E6%9C%BA%E6%A2%B0&timeSignOri=1768638831&xzhid=48948719&iswapurl=0&category=%E6%9C%BA%E6%A2%B0%E8%AE%BE%E5%A4%87%3B%E5%9C%9F%E6%96%B9%E6%9C%BA%E6%A2%B0%3B%E8%A3%85%E8%BD%BD%E6%9C%BA&iid=5fbfabb941972b1fb8c7c823f3200207&qid=6391009636276026&sv_cr=0&jid=3810547536&uign=11258866ef2825408fc6d108d5db7b7&lattr=ot,1.89万/台,山东施安机械制造有限公司,山东省济宁市兖州区新兖镇经济开发区地质勘探院南88米东程集团院内,"https://ss0.baidu.com/6ONWsjip0QIZ8tyhnq/it/u=2665253690,4036845169&fm=199&app=68&f=JPEG?w=750&h=750&s=23A1930A420E66EF85BCAC660300B073",类别：机械设备;土方机械;装载机,百度爱采购,2026-01-17 16:34:07,2026-01-17 16:34:07,装载,山东施安机械制造有限公司
S08滑移装载机 结构强度高 拆装方便 转弯半径小,装载机,https://b2b.baidu.com/b2bsearch/jump?url=https%3A%2F%2Fb2bwork.baidu.com%2Fland%3Flid%3D1851740155282953434&query=%E8%A3%85%E8%BD%BD%E6%9C%BA&logid=1300398242431385753&brand=%E5%B1%B1%E4%B8%9C%E4%B8%AD%E7%85%A4%E5%B7%A5%E7%9F%BF%E9%9B%86%E5%9B%A2&timeSignOri=1768638831&xzhid=41558009&iswapurl=0&category=%E6%9C%BA%E6%A2%B0%E8%AE%BE%E5%A4%87%3B%E5%9C%9F%E6%96%B9%E6%9C%BA%E6%A2%B0%3B%E8%A3%85%E8%BD%BD%E6%9C%BA&iid=4e16da7267f0784d1c0e73df3656c99c&qid=6391009636276026&sv_cr=0&jid=3810547537&uign=703f0672c0b0a67434079bc5ebbf2393&lattr=ot,3.50万/台,山东中煤工矿物资集团有限公司,济宁市高新区开源路北11号,"https://ss1.baidu.com/6ONXsjip0QIZ8tyhnq/it/u=3715089446,1140365948&fm=199&app=68&f=JPEG?w=750&h=750&s=7B99638E4C4256C033188F14030040EF",类别：机械设备;土方机械;装载机,百度爱采购,2026-01-17 16:34:08,2026-01-17 16:34:08,装载,山东中煤工矿物资集团有限公司
WZ30-25两头忙挖掘装载机 全新设计 结构坚固 操作舒适性,装载机,https://b2b.baidu.com/b2bsearch/jump?url=https%3A%2F%2Fb2bwork.baidu.com%2Fland%3Flid%3D1839672860060297712&query=%E8%A3%85%E8%BD%BD%E6%9C%BA&logid=1300398242431385753&brand=%E4%BA%BF%E7%85%A4%E5%88%B6%E9%80%A0&timeSignOri=1768638831&xzhid=34596089&iswapurl=0&category=%E6%9C%BA%E6%A2%B0%E8%AE%BE%E5%A4%87%3B%E5%9C%9F%E6%96%B9%E6%9C%BA%E6%A2%B0%3B%E8%A3%85%E8%BD%BD%E6%9C%BA&iid=d3c219eec1c4db816542f6503a3467ac&qid=6391009636276026&sv_cr=0&jid=3810547538&uign=30d0a4b1db112f597d4ff6e1045ec7f8&lattr=ot,3.45万/台,亿煤机械装备制造有限公司,济宁高新区开源路北11号,"https://ss1.baidu.com/6ONXsjip0QIZ8tyhnq/it/u=270968501,909248543&fm=199&app=68&f=JPEG?w=750&h=750&s=6F85FF0A4B9A6FE7AC681C600300F071",类别：机械设备;土方机械;装载机,百度爱采购,2026-01-17 16:34:10,2026-01-17 16:34:10,挖掘,亿煤机械装备制造有限公司
程煤 小型铲车破碎锤 装载机带破碎锤 装载机改破碎设备,装载机,https://b2b.baidu.com/b2bsearch/jump?url=https%3A%2F%2Fb2bwork.baidu.com%2Fland%3Flid%3D1751353381404206193&query=%E8%A3%85%E8%BD%BD%E6%9C%BA&logid=1300398242431385753&brand=%E7%A8%8B%E7%85%A4&timeSignOri=1768638831&xzhid=28946865&iswapurl=0&category=%E6%9C%BA%E6%A2%B0%E8%AE%BE%E5%A4%87%3B%E5%9C%9F%E6%96%B9%E6%9C%BA%E6%A2%B0%3B%E8%A3%85%E8%BD%BD%E6%9C%BA&iid=c92692f0cd7e5aa52cbf4e148944c017&qid=6391009636276026&sv_cr=0&jid=3810547539&uign=2f15b48304b01dbc7ea12f1c2a4b93c7&lattr=ot,2.70万/台,济宁程煤工矿设备有限公司,山东省济宁市任城区李营街道中德广场A座办公楼01单元16层1607号房,"https://ss2.baidu.com/6ONYsjip0QIZ8tyhnq/it/u=1509722492,2994467401&fm=199&app=68&f=JPEG?w=750&h=750&s=8BBA64876EEAAACE623890A603003003",类别：机械设备;土方机械;装载机,百度爱采购,2026-01-17 16:34:10,2026-01-17 16:34:10,设备,济宁程煤工矿设备有限公司
森腾 矿用挖掘式装载机 煤矿井下除渣机 出渣能力强,装载机,https://b2b.baidu.com/b2bsearch/jump?url=https%3A%2F%2Fb2bwork.baidu.com%2Fland%3Flid%3D1833417278310829994&query=%E8%A3%85%E8%BD%BD%E6%9C%BA&logid=1300398242431385753&brand=%E6%A3%AE%E8%85%BE&timeSignOri=1768638831&xzhid=53448217&iswapurl=0&category=%E6%9C%BA%E6%A2%B0%E8%AE%BE%E5%A4%87%3B%E5%9C%9F%E6%96%B9%E6%9C%BA%E6%A2%B0%3B%E8%A3%85%E8%BD%BD%E6%9C%BA&iid=b81375ca224ebe619810bbd3d6ee58cf&qid=6391009636276026&sv_cr=0&jid=3810547540&uign=7a8c23c834a5f30656310519898bd238&lattr=ot,3.59万/台,山东森腾矿山机械设备有限公司,曲阜市防山镇工业园春秋东路1号,"https://ss2.baidu.com/6ONYsjip0QIZ8tyhnq/it/u=3256953944,1294607155&fm=199&app=68&f=JPEG?w=750&h=750&s=49922FD10A32F3CC1CACCC05030060C5",类别：机械设备;土方机械;装载机,百度爱采购,2026-01-17 16:34:11,2026-01-17 16:34:11,挖掘,山东森腾矿山机械设备有限公司
矮脚虎装载机 采用加重型驱动桥 计算机优化设计,装载机,https://b2b.baidu.com/b2bsearch/jump?url=https%3A%2F%2Fb2bwork.baidu.com%2Fland%3Flid%3D1824636013974122751&query=%E8%A3%85%E8%BD%BD%E6%9C%BA&logid=1300398242431385753&brand=%E4%B8%AD%E7%85%A4%E5%86%9C%E6%9E%97%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8&timeSignOri=1768638831&xzhid=61181885&iswapurl=0&category=%E6%9C%BA%E6%A2%B0%E8%AE%BE%E5%A4%87%3B%E5%9C%9F%E6%96%B9%E6%9C%BA%E6%A2%B0%3B%E8%A3%85%E8%BD%BD%E6%9C%BA&iid=b9dd1c462dd42c0806b38b594f2e45b5&qid=6391009636276026&sv_cr=0&jid=3810547541&uign=2c28f17d230d53555fa701b1983a0a13&lattr=ot,1.00万/台,中煤农林科技有限公司,山东省潍坊高新区清池街道商城社区健康东街10006号中动大厦A座3楼308,"https://ss1.baidu.com/6ONXsjip0QIZ8tyhnq/it/u=3605448591,708661926&fm=199&app=68&f=JPEG?w=750&h=750&s=8D76648408569FCE4608A13903008043",类别：机械设备;土方机械;装载机,百度爱采购,2026-01-17 16:34:11,2026-01-17 16:34:11,装载,中煤农林科技有限公司
履带式滑移装载机铣刨机 市政道路施工 操作高效快捷 鲁岳,装载机,https://b2b.baidu.com/b2bsearch/jump?url=https%3A%2F%2Fb2bwork.baidu.com%2Fland%3Flid%3D1739379078226286220&query=%E8%A3%85%E8%BD%BD%E6%9C%BA&logid=1300398242431385753&brand=%E9%B2%81%E5%B2%B3%E7%8E%B0%E4%BB%A3%E8%A3%85%E5%A4%87&timeSignOri=1768638831&xzhid=32432709&iswapurl=0&category=%E6%9C%BA%E6%A2%B0%E8%AE%BE%E5%A4%87%3B%E5%9C%9F%E6%96%B9%E6%9C%BA%E6%A2%B0%3B%E8%A3%85%E8%BD%BD%E6%9C%BA&iid=8b494e2fc1da0400f32fce889d1dc743&qid=6391009636276026&sv_cr=0&jid=3810547542&uign=49cd9b305a0a9be33b54ac51cc2270a5&lattr=ot,3.10万/台,泰安鲁岳现代农业装备有限公司,山东省泰安市高新技术开发区巨菱路1#,"https://ss0.baidu.com/6ONWsjip0QIZ8tyhnq/it/u=3743429259,348626503&fm=199&app=68&f=JPEG?w=750&h=750&s=4D2C8C53C8BB63AFA031F9430300E0E1",类别：机械设备;土方机械;装载机,百度爱采购,2026-01-17 16:34:12,2026-01-17 16:34:12,装载,泰安鲁岳现代农业装备有限公司
建筑工地全液压装载机厂家直供 优质货源 使用寿命长,装载机,https://b2b.baidu.com/b2bsearch/jump?url=https%3A%2F%2Fb2bwork.baidu.com%2Fland%3Flid%3D1757050412187276862&query=%E8%A3%85%E8%BD%BD%E6%9C%BA&logid=1300398242431385753&brand=&timeSignOri=1768638831&xzhid=36290268&iswapurl=0&category=%E6%9C%BA%E6%A2%B0%E8%AE%BE%E5%A4%87%3B%E5%9C%9F%E6%96%B9%E6%9C%BA%E6%A2%B0%3B%E8%A3%85%E8%BD%BD%E6%9C%BA&iid=d2949b8621de1a6cf25780d66cb06793&qid=6391009636276026&sv_cr=0&jid=3810547543&uign=18beaf2e40acb8ee51d2798309d3ece8,2000.00元/台,邢台骏联机械制造有限公司,河北省邢台市任泽区邢家湾镇薄村216号,"https://ss0.baidu.com/6ONWsjip0QIZ8tyhnq/it/u=727060120,3638536771&fm=199&app=68&f=JPEG?w=750&h=750&s=95A064B7480F36CE7405340C03004011",类别：机械设备;土方机械;装载机,百度爱采购,2026-01-17 16:34:12,2026-01-17 16:34:12,装载,邢台骏联机械制造有限公司
HDCON华腾视频会议 视讯会议系统 HTE30M 一体化会议终端,视讯会议系统,https://b2b.baidu.com/b2bsearch/jump?url=http%3A%2F%2Fwww.qianyuwang.com%2Foffer%2F332013314.html&query=%E8%A7%86%E8%AE%AF%E4%BC%9A%E8%AE%AE%E7%B3%BB%E7%BB%9F&logid=1300200300155196677&brand=HDCON%E5%8D%8E%E8%85%BE&timeSignOri=1768639018&xzhid=29709503&iswapurl=0&category=%E5%B9%BF%E7%94%B5%E9%80%9A%E4%BF%A1%3B%E4%BC%9A%E8%AE%AE%E7%B3%BB%E7%BB%9F%3B%E4%BC%9A%E8%AE%AE%E8%AE%A8%E8%AE%BA%E7%B3%BB%E7%BB%9F&iid=604f6e10588688a1f01a2f852faa9342&qid=6391060199649139&sv_cr=0&jid=2834313075&uign=124021239656418a277633f5bfce4edb&ii_pos=0&nquery=&lattr=ot,9800.00元/台,北京华腾智真技术有限公司,北京,"https://ss2.baidu.com/6ONYsjip0QIZ8tyhnq/it/u=2725706954,437609506&fm=199&app=68&f=JPEG?w=750&h=750&s=03B0EC2355A056A44CF421DE0000A0B3",类别：广电通信;会议系统;会议讨论系统,百度爱采购,2026-01-17 16:37:08,2026-01-17 16:37:08,其他,北京华腾智真技术有限公司
天声智慧 会议讲话麦克风 视讯会议系统 TD-F8583 音视频会议,视讯会议系统,https://b2b.baidu.com/b2bsearch/jump?url=https%3A%2F%2Fb2bwork.baidu.com%2Fland%3Flid%3D1730708250133585300&query=%E8%A7%86%E8%AE%AF%E4%BC%9A%E8%AE%AE%E7%B3%BB%E7%BB%9F&logid=1300200300155196677&brand=AUDIO+DX&timeSignOri=1768639018&xzhid=33011143&iswapurl=0&category=%E5%B9%BF%E7%94%B5%E9%80%9A%E4%BF%A1%3B%E4%BC%9A%E8%AE%AE%E7%B3%BB%E7%BB%9F%3B%E6%99%BA%E8%83%BD%E4%BC%9A%E8%AE%AE%E7%B3%BB%E7%BB%9F&iid=c0c1593e108f448757f0ba54e4dbdb2b&qid=6391060199649139&sv_cr=0&jid=2834313076&uign=366e3fe13797850187b10c0e801a5d3&ii_pos=1&nquery=,2788.00元/个,广州市天声音响科技有限公司,广州市白云区太和镇大源北路35号5楼502房（自主申报）,"https://ss1.baidu.com/6ONXsjip0QIZ8tyhnq/it/u=2773371735,1279851260&fm=199&app=68&f=JPEG?w=750&h=750&s=7BA03562278652E61A70F9C30000A0B1",类别：广电通信;会议系统;智能会议系统,百度爱采购,2026-01-17 16:37:08,2026-01-17 16:37:08,其他,广州市天声音响科技有限公司
